lemma	corpus_size	lemma_freq	category
blokkolódik	8570080167	1013	cvc
cselédkedik	8570080167	109	cvc
darvadozik	8570080167	188	cvc
fellengzősködik	8570080167	56	cvc
fiadzik	8570080167	476	cc
izgágáskodik	8570080167	102	cvc
nagyszájúskodik	8570080167	60	cvc
pendlizik	8570080167	241	cvc
szólózik	8570080167	1911	cvc
szűkösködik	8570080167	78	cvc
tántorodik	8570080167	2273	cvc
érzelmeskedik	8570080167	76	cvc
amerikanizálódik	8570080167	270	cvc
amerikázik	8570080167	59	cvc
batyuzik	8570080167	48	cvc
ficamodik	8570080167	572	cvc
folyósodik	8570080167	150	cvc
hegyesedik	8570080167	230	cvc
hízókúrázik	8570080167	39	cvc
korhelykedik	8570080167	70	cvc
kétségeskedik	8570080167	376	cvc
szorgalmatoskodik	8570080167	148	cvc
tokosodik	8570080167	156	cvc
zsémbeskedik	8570080167	135	cvc
akik	8570080167	1454	cvc
borzadozik	8570080167	276	cvc
bátortalanodik	8570080167	479	cvc
elménckedik	8570080167	54	cvc
kántorkodik	8570080167	254	cvc
kéredzik	8570080167	152	cc
nyomtatódik	8570080167	597	cvc
polkázik	8570080167	63	cvc
regisztrálódik	8570080167	341	cvc
silányodik	8570080167	455	cvc
szörnyűködik	8570080167	143	cvc
súlyosodik	8570080167	468	cvc
alázatoskodik	8570080167	165	cvc
elkérezkedik	8570080167	90	cvc
hájasodik	8570080167	91	cvc
itatódik	8570080167	587	cvc
kanászodik	8570080167	117	cvc
karsztosodik	8570080167	242	cvc
kulcsolódik	8570080167	727	cvc
kámpicsorodik	8570080167	202	cvc
késedelmeskedik	8570080167	235	cvc
lasztizik	8570080167	22	cvc
lehajlik	8570080167	1587	cc
mámorosodik	8570080167	99	cvc
nemzetieskedik	8570080167	54	cvc
rojtosodik	8570080167	214	cvc
sugárzódik	8570080167	488	cvc
szontyolodik	8570080167	566	cvc
szublimálódik	8570080167	512	cvc
visszahajlik	8570080167	864	cc
csökevényesedik	8570080167	294	cvc
erősbödik	8570080167	584	cvc
kettőződik	8570080167	235	cvc
listázódik	8570080167	593	cvc
lopózkodik	8570080167	159	cvc
nagylelkűsködik	8570080167	56	cvc
nyakaskodik	8570080167	132	cvc
pörösködik	8570080167	100	cvc
számítódik	8570080167	2554	cvc
testesedik	8570080167	160	cvc
uzsoráskodik	8570080167	101	cvc
ízetlenkedik	8570080167	78	cvc
bajoskodik	8570080167	101	cvc
belevésődik	8570080167	1475	cvc
bunyózik	8570080167	2127	cvc
eredetieskedik	8570080167	34	cvc
hajcsárkodik	8570080167	50	cvc
illetődik	8570080167	1961	cvc
indigózik	8570080167	41	cvc
kijegecesedik	8570080167	148	cvc
kémlelődik	8570080167	183	cvc
nyerekedik	8570080167	42	cvc
szúródik	8570080167	475	cvc
tépődik	8570080167	410	cvc
belemártózik	8570080167	74	cvc
botorkázik	8570080167	93	cvc
csúfondároskodik	8570080167	59	cvc
dermedezik	8570080167	116	cvc
facsarodik	8570080167	541	cvc
feketéllik	8570080167	1197	cc
felhangosodik	8570080167	271	cvc
féktelenkedik	8570080167	64	cvc
gyeplabdázik	8570080167	33	cvc
hamiskodik	8570080167	87	cvc
kedvetlenedik	8570080167	491	cvc
kofáskodik	8570080167	22	cvc
levelesedik	8570080167	104	cvc
lopódzkodik	8570080167	156	cvc
nehézkedik	8570080167	243	cvc
pityeredik	8570080167	469	cvc
szaglálódik	8570080167	77	cvc
tetvesedik	8570080167	144	cvc
évelődik	8570080167	200	cvc
danászik	8570080167	181	cvc
diákoskodik	8570080167	351	cvc
dominózik	8570080167	213	cvc
ellenzékieskedik	8570080167	63	cvc
fasizálódik	8570080167	175	cvc
festődik	8570080167	541	cvc
gyepesedik	8570080167	130	cvc
haszontalankodik	8570080167	65	cvc
hazafiaskodik	8570080167	39	cvc
hullik	8570080167	123414	cc
kutyálkodik	8570080167	73	cvc
lúgozódik	8570080167	108	cvc
náthásodik	8570080167	65	cvc
tanítóskodik	8570080167	418	cvc
villanyozódik	8570080167	154	cvc
öblösödik	8570080167	214	cvc
bojtárkodik	8570080167	99	cvc
dölyfösködik	8570080167	73	cvc
farizeuskodik	8570080167	32	cvc
fűlik	8570080167	3353	cvc
gazdasszonykodik	8570080167	34	cvc
hagyakozik	8570080167	116	cvc
hivatalnokoskodik	8570080167	145	cvc
intéződik	8570080167	1032	cvc
kegyeskedik	8570080167	2677	cvc
kevesbedik	8570080167	309	cvc
krokettezik	8570080167	24	cvc
népieskedik	8570080167	33	cvc
patinásodik	8570080167	303	cvc
redőződik	8570080167	114	cvc
reggeledik	8570080167	165	cvc
szétválasztódik	8570080167	184	cvc
összevonódik	8570080167	223	cvc
búvik	8570080167	2269	cvc
csibukozik	8570080167	85	cvc
cuclizik	8570080167	42	cvc
elméskedik	8570080167	41	cvc
emberesedik	8570080167	88	cvc
fókázik	8570080167	48	cvc
hajnallik	8570080167	359	cc
kellemkedik	8570080167	62	cvc
korcsosodik	8570080167	127	cvc
kupeckodik	8570080167	27	cvc
kékellik	8570080167	139	cc
nyűgölődik	8570080167	61	cvc
rétegeződik	8570080167	241	cvc
szabályozódik	8570080167	454	cvc
szólalkozik	8570080167	757	cvc
vetítődik	8570080167	711	cvc
vállasodik	8570080167	49	cvc
zajoskodik	8570080167	39	cvc
íratik	8570080167	29583	cvc
öregbedik	8570080167	117	cvc
összefogózik	8570080167	345	cvc
csőszködik	8570080167	91	cvc
datálódik	8570080167	4294	cvc
elfintorodik	8570080167	1329	cvc
epéskedik	8570080167	66	cvc
fodrosodik	8570080167	90	cvc
gombolyodik	8570080167	213	cvc
hasasodik	8570080167	108	cvc
kalászosodik	8570080167	20	cvc
kuktálkodik	8570080167	35	cvc
lelkészkedik	8570080167	524	cvc
megidéződik	8570080167	939	cvc
nyegléskedik	8570080167	48	cvc
rugódik	8570080167	40	cvc
spanglizik	8570080167	61	cvc
szemérmetlenkedik	8570080167	25	cvc
szószátyárkodik	8570080167	78	cvc
tallózik	8570080167	1926	cvc
alattomoskodik	8570080167	57	cvc
anyátlanodik	8570080167	120	cvc
csupaszodik	8570080167	208	cvc
deklasszálódik	8570080167	122	cvc
determinálódik	8570080167	98	cvc
dívik	8570080167	9090	cvc
elkanászosodik	8570080167	50	cvc
elszemélytelenedik	8570080167	260	cvc
eltájolódik	8570080167	80	cvc
felpaprikázódik	8570080167	197	cvc
fösvénykedik	8570080167	69	cvc
generalizálódik	8570080167	193	cvc
hamarkodik	8570080167	1217	cvc
helyettesítődik	8570080167	315	cvc
hengeredik	8570080167	413	cvc
házsártoskodik	8570080167	37	cvc
hólabdázik	8570080167	22	cvc
illetlenkedik	8570080167	141	cvc
jegecesedik	8570080167	197	cvc
kempingezik	8570080167	3918	cvc
kétszínűsködik	8570080167	49	cvc
nyelődik	8570080167	1698	cvc
pelyhesedik	8570080167	62	cvc
posványosodik	8570080167	57	cvc
sarjasodik	8570080167	17	cvc
sekélyesedik	8570080167	147	cvc
szétdarabolódik	8570080167	240	cvc
unalmaskodik	8570080167	26	cvc
zsémbelődik	8570080167	82	cvc
értetődik	8570080167	7670	cvc
újhodik	8570080167	81	cvc
akkomodálódik	8570080167	20	cvc
asszonyosodik	8570080167	24	cvc
atomizálódik	8570080167	495	cvc
centralizálódik	8570080167	317	cvc
cimboráskodik	8570080167	51	cvc
csinálódik	8570080167	189	cvc
denaturálódik	8570080167	410	cvc
esztelenkedik	8570080167	36	cvc
felcsévélődik	8570080167	67	cvc
foglyászik	8570080167	10	cvc
fondorlatoskodik	8570080167	100	cvc
férgesedik	8570080167	339	cvc
gyöngélkedik	8570080167	198	cvc
gőgösködik	8570080167	206	cvc
hóhérkodik	8570080167	19	cvc
kifejtődik	8570080167	89	cvc
kormosodik	8570080167	61	cvc
petyhüdik	8570080167	119	cvc
pontoskodik	8570080167	16	cvc
sározódik	8570080167	179	cvc
tornyosodik	8570080167	659	cvc
tízszereződik	8570080167	179	cvc
tötyörészik	8570080167	43	cvc
vidámodik	8570080167	151	cvc
ízléstelenkedik	8570080167	39	cvc
öntudatosodik	8570080167	43	cvc
bankettezik	8570080167	22	cvc
behegesedik	8570080167	66	cvc
bimbódzik	8570080167	111	cc
bágyadozik	8570080167	82	cvc
bürokratizálódik	8570080167	88	cvc
bütykösödik	8570080167	15	cvc
csíkászik	8570080167	21	cvc
darálódik	8570080167	106	cvc
előkelősködik	8570080167	37	cvc
félrehajlik	8570080167	35	cc
gennyedzik	8570080167	153	cc
göngyölődik	8570080167	194	cvc
hagyományozódik	8570080167	1980	cvc
hatodik	8570080167	24	cvc
kaszinózik	8570080167	274	cvc
komplikálódik	8570080167	161	cvc
konfundálódik	8570080167	17	cvc
kutyulódik	8570080167	64	cvc
lassúdik	8570080167	81	cvc
meggyökeredzik	8570080167	71	cc
máriásozik	8570080167	10	cvc
negédeskedik	8570080167	61	cvc
nyúlósodik	8570080167	21	cvc
polgáriasodik	8570080167	49	cvc
párállik	8570080167	226	cc
szeplősödik	8570080167	25	cvc
szeszélyeskedik	8570080167	83	cvc
színtelenedik	8570080167	73	cvc
tekergőzik	8570080167	959	cvc
vigyorodik	8570080167	2118	cvc
vásik	8570080167	1244	cvc
áporodik	8570080167	40	cvc
összekutyulódik	8570080167	130	cvc
akarózik	8570080167	9063	cvc
bogozódik	8570080167	170	cvc
bolhászkodik	8570080167	36	cvc
decentralizálódik	8570080167	174	cvc
dobálódik	8570080167	163	cvc
domesztikálódik	8570080167	119	cvc
eliszapolódik	8570080167	123	cvc
erélyeskedik	8570080167	18	cvc
evődik	8570080167	90	cvc
felkorbácsolódik	8570080167	306	cvc
felmagasztalódik	8570080167	94	cvc
fuvalkodik	8570080167	1234	cvc
füvészkedik	8570080167	27	cvc
gógyizik	8570080167	23	cvc
hazakéredzkedik	8570080167	62	cvc
hetykélkedik	8570080167	62	cvc
kitaposódik	8570080167	20	cvc
kormozódik	8570080167	168	cvc
leveledzik	8570080167	60	cc
megmacskásodik	8570080167	104	cvc
motyorászik	8570080167	67	cvc
méreteződik	8570080167	116	cvc
mérsékelődik	8570080167	88	cvc
napkúrázik	8570080167	12	cvc
nevelősködik	8570080167	414	cvc
nivellálódik	8570080167	138	cvc
németesedik	8570080167	51	cvc
palatalizálódik	8570080167	74	cvc
prolongálódik	8570080167	72	cvc
pudvásodik	8570080167	54	cvc
rovátkázik	8570080167	23	cvc
szertelenkedik	8570080167	49	cvc
szorítózik	8570080167	11	cvc
szüremkedik	8570080167	316	cvc
süllyedezik	8570080167	42	cvc
zsebhokizik	8570080167	18	cvc
zsidósodik	8570080167	36	cvc
áhítatoskodik	8570080167	44	cvc
édeskedik	8570080167	69	cvc
éretlenkedik	8570080167	18	cvc
értekeződik	8570080167	11	cvc
írnokoskodik	8570080167	105	cvc
önfejűsködik	8570080167	32	cvc
örökösödik	8570080167	74	cvc
aprólékoskodik	8570080167	20	cvc
arcátlankodik	8570080167	31	cvc
bakafántoskodik	8570080167	25	cvc
befüvesedik	8570080167	46	cvc
beporzódik	8570080167	31	cvc
bimbózik	8570080167	814	cvc
borsózik	8570080167	1100	cvc
dajkálkodik	8570080167	11	cvc
dúskálkodik	8570080167	54	cvc
dülleszkedik	8570080167	71	cvc
elodázódik	8570080167	237	cvc
feltáskásodik	8570080167	67	cvc
feslődik	8570080167	30	cvc
fojtódik	8570080167	106	cvc
furfangoskodik	8570080167	23	cvc
horzsolódik	8570080167	219	cvc
hámozódik	8570080167	33	cvc
híresedik	8570080167	83	cvc
ifjodik	8570080167	54	cvc
jojózik	8570080167	552	cvc
juhászkodik	8570080167	105	cvc
kelletlenkedik	8570080167	105	cvc
kicombosodik	8570080167	84	cvc
kiküszöbölődik	8570080167	386	cvc
krajcároskodik	8570080167	14	cvc
kövéredik	8570080167	162	cvc
latorkodik	8570080167	29	cvc
megemlítődik	8570080167	333	cvc
megtúrósodik	8570080167	50	cvc
nappalodik	8570080167	41	cvc
nyughatatlankodik	8570080167	81	cvc
nyüzsgölődik	8570080167	20	cvc
odvasodik	8570080167	45	cvc
olcsóbbodik	8570080167	113	cvc
organizálódik	8570080167	35	cvc
orvhalászik	8570080167	47	cvc
paklizik	8570080167	13	cvc
peszterkedik	8570080167	12	cvc
proletarizálódik	8570080167	85	cvc
pólózik	8570080167	842	cvc
románosodik	8570080167	65	cvc
rosszulesik	8570080167	1076	cvc
rózsállik	8570080167	48	cc
szatócskodik	8570080167	11	cvc
szögellik	8570080167	109	cc
tarkállik	8570080167	639	cc
vakmerősködik	8570080167	36	cvc
világiasodik	8570080167	74	cvc
ágasodik	8570080167	17	cvc
átszüremkedik	8570080167	70	cvc
émelyedik	8570080167	43	cvc
ízesedik	8570080167	77	cvc
ökrendezik	8570080167	31	cvc
ömledezik	8570080167	68	cvc
acélosodik	8570080167	150	cvc
betaknyosodik	8570080167	83	cvc
boltozódik	8570080167	153	cvc
bukdosik	8570080167	98	cvc
cinkoskodik	8570080167	35	cvc
csikózik	8570080167	41	cvc
császárkodik	8570080167	16	cvc
csökönyösködik	8570080167	58	cvc
dombosodik	8570080167	27	cvc
dúslakodik	8570080167	157	cvc
elcsigázódik	8570080167	68	cvc
embertelenedik	8570080167	30	cvc
filmezik	8570080167	4060	cvc
fortélyoskodik	8570080167	30	cvc
gátlódik	8570080167	818	cvc
határozódik	8570080167	1046	cvc
hurkolódik	8570080167	208	cvc
hátrahajlik	8570080167	383	cc
hóbortoskodik	8570080167	7	cvc
húsosodik	8570080167	60	cvc
ismerszik	8570080167	7941	cc
iszákoskodik	8570080167	29	cvc
kapcáskodik	8570080167	17	cvc
lajhárkodik	8570080167	6	cvc
lejtősödik	8570080167	67	cvc
lestrapálódik	8570080167	81	cvc
lóbálózik	8570080167	70	cvc
mafláskodik	8570080167	15	cvc
mecénáskodik	8570080167	26	cvc
megacélozódik	8570080167	73	cvc
neveletlenkedik	8570080167	16	cvc
nyavalyáskodik	8570080167	21	cvc
nyelveskedik	8570080167	11	cvc
pilinckézik	8570080167	16	cvc
piszkosodik	8570080167	42	cvc
rongyoskodik	8570080167	40	cvc
szeleskedik	8570080167	46	cvc
szlovákosodik	8570080167	24	cvc
taszítódik	8570080167	58	cvc
tokásodik	8570080167	15	cvc
tyúkászik	8570080167	8	cvc
tőzsérkedik	8570080167	6	cvc
vagdalózik	8570080167	386	cvc
vénhedik	8570080167	116	cvc
érdektelenedik	8570080167	16	cvc
észrevevődik	8570080167	50	cvc
óhajtozik	8570080167	144	cvc
alapszik	8570080167	60602	cc
aláhajlik	8570080167	55	cc
bajuszosodik	8570080167	4	cvc
beszekundázik	8570080167	9	cvc
bohóskodik	8570080167	27	cvc
buszozik	8570080167	4958	cvc
böngészik	8570080167	9773	cvc
csacsiskodik	8570080167	52	cvc
csenevészedik	8570080167	20	cvc
csuszamodik	8570080167	15	cvc
csücsörödik	8570080167	26	cvc
deriválódik	8570080167	37	cvc
elforgácsolódik	8570080167	88	cvc
elpimaszodik	8570080167	50	cvc
elszarusodik	8570080167	869	cvc
elérdektelenedik	8570080167	22	cvc
felfejtődik	8570080167	36	cvc
felhergelődik	8570080167	70	cvc
fogódik	8570080167	93	cvc
fölémagasodik	8570080167	20	cvc
gombolódik	8570080167	183	cvc
gomolyodik	8570080167	104	cvc
gubbaszkodik	8570080167	215	cvc
gyapjasodik	8570080167	21	cvc
gyáváskodik	8570080167	25	cvc
gyökeredzik	8570080167	3833	cc
hallózik	8570080167	163	cvc
henteredik	8570080167	35	cvc
hepajozik	8570080167	18	cvc
idegződik	8570080167	216	cvc
jelölődik	8570080167	347	cvc
juhászodik	8570080167	60	cvc
kihajnalodik	8570080167	44	cvc
kirugódik	8570080167	22	cvc
kishitűsködik	8570080167	10	cvc
kitűrődik	8570080167	27	cvc
kocsmároskodik	8570080167	10	cvc
kondizik	8570080167	1116	cvc
konfidenskedik	8570080167	9	cvc
kopírozódik	8570080167	167	cvc
krakélereskedik	8570080167	3	cvc
káplánkodik	8570080167	201	cvc
készségeskedik	8570080167	81	cvc
közvetítődik	8570080167	543	cvc
lepadlózik	8570080167	251	cvc
lovagiaskodik	8570080167	21	cvc
lovászkodik	8570080167	22	cvc
léháskodik	8570080167	23	cvc
makizik	8570080167	3	cvc
malmozik	8570080167	969	cvc
megjámborodik	8570080167	37	cvc
mezítelenkedik	8570080167	17	cvc
nagyhangúskodik	8570080167	4	cvc
nyúzódik	8570080167	26	cvc
odázódik	8570080167	50	cvc
otrombáskodik	8570080167	20	cvc
rekrutálódik	8570080167	416	cvc
rókászik	8570080167	2	cvc
silózik	8570080167	32	cvc
szívózik	8570080167	624	cvc
tapintatlankodik	8570080167	2	cvc
tekerőzik	8570080167	218	cvc
tudakolózik	8570080167	110	cvc
táplálódik	8570080167	137	cvc
utálatoskodik	8570080167	25	cvc
vonatozik	8570080167	6608	cvc
zsugoriskodik	8570080167	20	cvc
állatiasodik	8570080167	49	cvc
áthagyományozódik	8570080167	220	cvc
éjjeledik	8570080167	49	cvc
öklelőzik	8570080167	51	cvc
összeszerelődik	8570080167	25	cvc
összeötvöződik	8570080167	60	cvc
begyeskedik	8570080167	35	cvc
beiktatódik	8570080167	141	cvc
bendzsózik	8570080167	115	cvc
berekesztődik	8570080167	15	cvc
bodorodik	8570080167	181	cvc
borjadzik	8570080167	132	cc
brutalizálódik	8570080167	25	cvc
csalárdkodik	8570080167	20	cvc
csomózódik	8570080167	105	cvc
csévélődik	8570080167	92	cvc
csökik	8570080167	555	cvc
dátumozódik	8570080167	3	cvc
egyenetlenkedik	8570080167	28	cvc
elbarbárosodik	8570080167	7	cvc
elcsenevészesedik	8570080167	36	cvc
elfecserészik	8570080167	22	cvc
elhalasztódik	8570080167	504	cvc
elnyűvődik	8570080167	23	cvc
eloldózik	8570080167	9	cvc
elrejtődik	8570080167	68	cvc
elszlávosodik	8570080167	286	cvc
előrehajlik	8570080167	471	cc
felfedődik	8570080167	49	cvc
felfüggesztődik	8570080167	549	cvc
fölhangosodik	8570080167	7	cvc
fölhergelődik	8570080167	3	cvc
fölidéződik	8570080167	129	cvc
fürjészik	8570080167	3	cvc
göthösködik	8570080167	3	cvc
határozatlankodik	8570080167	25	cvc
horpadozik	8570080167	67	cvc
háryjánoskodik	8570080167	15	cvc
illesztődik	8570080167	115	cvc
illuminálódik	8570080167	5	cvc
indignálódik	8570080167	195	cvc
kagylózik	8570080167	96	cvc
kallózik	8570080167	14	cvc
kamaszkodik	8570080167	16	cvc
kileveledzik	8570080167	9	cc
kipurgálódik	8570080167	4	cvc
kofálkodik	8570080167	15	cvc
kéglizik	8570080167	5	cvc
kényszeredik	8570080167	769	cvc
kétkulacsoskodik	8570080167	5	cvc
kótyagosodik	8570080167	15	cvc
különködik	8570080167	13	cvc
lassabbodik	8570080167	9	cvc
legidázik	8570080167	1	cvc
legátlódik	8570080167	27	cvc
lehorzsolódik	8570080167	305	cvc
lilik	8570080167	2628	cvc
megjuházik	8570080167	31	cvc
megszagosodik	8570080167	14	cvc
megtaknyosodik	8570080167	28	cvc
mentekezik	8570080167	16	cvc
nyápickodik	8570080167	2	cvc
orcátlankodik	8570080167	13	cvc
parlagiasodik	8570080167	6	cvc
patvarkodik	8570080167	68	cvc
penderedik	8570080167	84	cvc
pákászkodik	8570080167	11	cvc
redvesedik	8570080167	7	cvc
repedezik	8570080167	2432	cvc
revelálódik	8570080167	70	cvc
ráhajlik	8570080167	361	cc
sokadozik	8570080167	22	cvc
szajháskodik	8570080167	3	cvc
szarozik	8570080167	1439	cvc
szarusodik	8570080167	80	cvc
szeleburdiskodik	8570080167	9	cvc
szilveszterezik	8570080167	767	cvc
szinteződik	8570080167	47	cvc
számosodik	8570080167	8	cvc
szégyenkedik	8570080167	53	cvc
szélesbedik	8570080167	33	cvc
szürkéllik	8570080167	211	cc
szűkmarkúskodik	8570080167	8	cvc
taxizik	8570080167	1888	cvc
titánkodik	8570080167	11	cvc
tokozódik	8570080167	81	cvc
tósztozik	8570080167	7	cvc
utálkodik	8570080167	9	cvc
valakik	8570080167	24	cvc
vízipólózik	8570080167	80	cvc
általánosodik	8570080167	46	cvc
élceskedik	8570080167	7	cvc
összerántódik	8570080167	32	cvc
