onset	v1c1c2	v2c3c4	tr	word	vowel_skeleton	consonant_skeleton
k	ág	adz	kágadzik	kágadzik	áai	kgdzk
k	ág	ajl	kágajlik	kágajlik	áai	kgjlk
k	ág	aml	kágamlik	kágamlik	áai	kgmlk
k	ág	apß	kágapßik	kágapszik	áai	kgpßk
k	ág	arz	kágarzik	kágarzik	áai	kgrzk
k	ág	asl	kágaslik	kágaslik	áai	kgslk
k	al	á¥l	kalá¥lik	kalánylik	aái	kl¥lk
k	al	ádz	kaládzik	kaládzik	aái	kldzk
k	al	ágl	kaláglik	kaláglik	aái	klglk
k	al	ágz	kalágzik	kalágzik	aái	klgzk
k	al	árz	kalárzik	kalárzik	aái	klrzk
k	ál	adz	káladzik	káladzik	áai	kldzk
k	ál	agl	kálaglik	kálaglik	áai	klglk
k	ál	agß	kálagßik	kálagszik	áai	klgßk
k	ál	agz	kálagzik	kálagzik	áai	klgzk
k	ál	ajl	kálajlik	kálajlik	áai	kljlk
k	ál	aml	kálamlik	kálamlik	áai	klmlk
k	ál	apß	kálapßik	kálapszik	áai	klpßk
k	ál	arz	kálarzik	kálarzik	áai	klrzk
k	ál	asl	kálaslik	kálaslik	áai	klslk
k	ar	á¥l	kará¥lik	karánylik	aái	kr¥lk
k	ar	ádz	karádzik	karádzik	aái	krdzk
k	ar	ágl	karáglik	karáglik	aái	krglk
k	ar	ágz	karágzik	karágzik	aái	krgzk
k	ár	adz	káradzik	káradzik	áai	krdzk
k	ár	agl	káraglik	káraglik	áai	krglk
k	ár	agß	káragßik	káragszik	áai	krgßk
k	ár	agz	káragzik	káragzik	áai	krgzk
k	ár	ajl	kárajlik	kárajlik	áai	krjlk
k	ár	aml	káramlik	káramlik	áai	krmlk
k	ár	apß	kárapßik	kárapszik	áai	krpßk
k	ár	asl	káraslik	káraslik	áai	krslk
k	arj	á¥l	karjá¥lik	karjánylik	aái	krj¥lk
k	arj	ádz	karjádzik	karjádzik	aái	krjdzk
k	arj	ágl	karjáglik	karjáglik	aái	krjglk
k	arj	ágz	karjágzik	karjágzik	aái	krjgzk
k	arj	árz	karjárzik	karjárzik	aái	krjrzk
k	at	á¥l	katá¥lik	katánylik	aái	kt¥lk
k	at	ádz	katádzik	katádzik	aái	ktdzk
k	at	ágl	katáglik	katáglik	aái	ktglk
k	at	ágz	katágzik	katágzik	aái	ktgzk
k	at	árz	katárzik	katárzik	aái	ktrzk
k	eh	é¥l	kehé¥lik	kehénylik	eéi	kh¥lk
k	eh	égß	kehégßik	kehégszik	eéi	khgßk
k	el	é¥l	kelé¥lik	kelénylik	eéi	kl¥lk
k	el	égß	kelégßik	kelégszik	eéi	klgßk
k	él	edz	kéledzik	kéledzik	éei	kldzk
k	él	egl	kéleglik	kéleglik	éei	klglk
k	él	egß	kélegßik	kélegszik	éei	klgßk
k	él	egz	kélegzik	kélegzik	éei	klgzk
k	él	ejl	kélejlik	kélejlik	éei	kljlk
k	él	eml	kélemlik	kélemlik	éei	klmlk
k	él	epß	kélepßik	kélepszik	éei	klpßk
k	él	esl	kéleslik	kéleslik	éei	klslk
k	er	é¥l	keré¥lik	kerénylik	eéi	kr¥lk
k	er	égß	kerégßik	kerégszik	eéi	krgßk
k	ér	edz	kéredzik	kéredzik	éei	krdzk
k	ér	egl	kéreglik	kéreglik	éei	krglk
k	ér	egß	kéregßik	kéregszik	éei	krgßk
k	ér	egz	kéregzik	kéregzik	éei	krgzk
k	ér	ejl	kérejlik	kérejlik	éei	krjlk
k	ér	eml	kéremlik	kéremlik	éei	krmlk
k	ér	epß	kérepßik	kérepszik	éei	krpßk
k	ér	esl	kéreslik	kéreslik	éei	krslk
k	et	é¥l	keté¥lik	keténylik	eéi	kt¥lk
k	et	égß	ketégßik	ketégszik	eéi	ktgßk
k	ib	á¥l	kibá¥lik	kibánylik	iái	kb¥lk
k	ib	adz	kibadzik	kibadzik	iai	kbdzk
k	ib	ádz	kibádzik	kibádzik	iái	kbdzk
k	ib	agl	kibaglik	kibaglik	iai	kbglk
k	ib	ágl	kibáglik	kibáglik	iái	kbglk
k	ib	agß	kibagßik	kibagszik	iai	kbgßk
k	ib	agz	kibagzik	kibagzik	iai	kbgzk
k	ib	ágz	kibágzik	kibágzik	iái	kbgzk
k	ib	ajl	kibajlik	kibajlik	iai	kbjlk
k	ib	aml	kibamlik	kibamlik	iai	kbmlk
k	ib	apß	kibapßik	kibapszik	iai	kbpßk
k	ib	arz	kibarzik	kibarzik	iai	kbrzk
k	ib	árz	kibárzik	kibárzik	iái	kbrzk
k	ib	asl	kibaslik	kibaslik	iai	kbslk
k	ib	é¥l	kibé¥lik	kibénylik	iéi	kb¥lk
k	ib	edz	kibedzik	kibedzik	iei	kbdzk
k	ib	egl	kibeglik	kibeglik	iei	kbglk
k	ib	egß	kibegßik	kibegszik	iei	kbgßk
k	ib	égß	kibégßik	kibégszik	iéi	kbgßk
k	ib	egz	kibegzik	kibegzik	iei	kbgzk
k	ib	ejl	kibejlik	kibejlik	iei	kbjlk
k	ib	eml	kibemlik	kibemlik	iei	kbmlk
k	ib	epß	kibepßik	kibepszik	iei	kbpßk
k	ib	esl	kibeslik	kibeslik	iei	kbslk
k	ih	á¥l	kihá¥lik	kihánylik	iái	kh¥lk
k	ih	adz	kihadzik	kihadzik	iai	khdzk
k	ih	ádz	kihádzik	kihádzik	iái	khdzk
k	ih	agl	kihaglik	kihaglik	iai	khglk
k	ih	ágl	kiháglik	kiháglik	iái	khglk
k	ih	agß	kihagßik	kihagszik	iai	khgßk
k	ih	agz	kihagzik	kihagzik	iai	khgzk
k	ih	ágz	kihágzik	kihágzik	iái	khgzk
k	ih	ajl	kihajlik	kihajlik	iai	khjlk
k	ih	aml	kihamlik	kihamlik	iai	khmlk
k	ih	apß	kihapßik	kihapszik	iai	khpßk
k	ih	arz	kiharzik	kiharzik	iai	khrzk
k	ih	árz	kihárzik	kihárzik	iái	khrzk
k	ih	asl	kihaslik	kihaslik	iai	khslk
k	ih	é¥l	kihé¥lik	kihénylik	iéi	kh¥lk
k	ih	edz	kihedzik	kihedzik	iei	khdzk
k	ih	egl	kiheglik	kiheglik	iei	khglk
k	ih	egß	kihegßik	kihegszik	iei	khgßk
k	ih	égß	kihégßik	kihégszik	iéi	khgßk
k	ih	egz	kihegzik	kihegzik	iei	khgzk
k	ih	ejl	kihejlik	kihejlik	iei	khjlk
k	ih	eml	kihemlik	kihemlik	iei	khmlk
k	ih	epß	kihepßik	kihepszik	iei	khpßk
k	ih	esl	kiheslik	kiheslik	iei	khslk
k	il	á¥l	kilá¥lik	kilánylik	iái	kl¥lk
k	il	adz	kiladzik	kiladzik	iai	kldzk
k	il	ádz	kiládzik	kiládzik	iái	kldzk
k	il	agl	kilaglik	kilaglik	iai	klglk
k	il	ágl	kiláglik	kiláglik	iái	klglk
k	il	agß	kilagßik	kilagszik	iai	klgßk
k	il	agz	kilagzik	kilagzik	iai	klgzk
k	il	ágz	kilágzik	kilágzik	iái	klgzk
k	il	ajl	kilajlik	kilajlik	iai	kljlk
k	il	aml	kilamlik	kilamlik	iai	klmlk
k	il	apß	kilapßik	kilapszik	iai	klpßk
k	il	arz	kilarzik	kilarzik	iai	klrzk
k	il	árz	kilárzik	kilárzik	iái	klrzk
k	il	asl	kilaslik	kilaslik	iai	klslk
k	il	é¥l	kilé¥lik	kilénylik	iéi	kl¥lk
k	il	edz	kiledzik	kiledzik	iei	kldzk
k	il	egl	kileglik	kileglik	iei	klglk
k	il	egß	kilegßik	kilegszik	iei	klgßk
k	il	égß	kilégßik	kilégszik	iéi	klgßk
k	il	egz	kilegzik	kilegzik	iei	klgzk
k	il	ejl	kilejlik	kilejlik	iei	kljlk
k	il	eml	kilemlik	kilemlik	iei	klmlk
k	il	epß	kilepßik	kilepszik	iei	klpßk
k	il	esl	kileslik	kileslik	iei	klslk
k	ir	á¥l	kirá¥lik	kiránylik	iái	kr¥lk
k	ir	adz	kiradzik	kiradzik	iai	krdzk
k	ir	ádz	kirádzik	kirádzik	iái	krdzk
k	ir	agl	kiraglik	kiraglik	iai	krglk
k	ir	ágl	kiráglik	kiráglik	iái	krglk
k	ir	agß	kiragßik	kiragszik	iai	krgßk
k	ir	agz	kiragzik	kiragzik	iai	krgzk
k	ir	ágz	kirágzik	kirágzik	iái	krgzk
k	ir	ajl	kirajlik	kirajlik	iai	krjlk
k	ir	aml	kiramlik	kiramlik	iai	krmlk
k	ir	apß	kirapßik	kirapszik	iai	krpßk
k	ir	asl	kiraslik	kiraslik	iai	krslk
k	ir	é¥l	kiré¥lik	kirénylik	iéi	kr¥lk
k	ir	edz	kiredzik	kiredzik	iei	krdzk
k	ir	egl	kireglik	kireglik	iei	krglk
k	ir	egß	kiregßik	kiregszik	iei	krgßk
k	ir	égß	kirégßik	kirégszik	iéi	krgßk
k	ir	egz	kiregzik	kiregzik	iei	krgzk
k	ir	ejl	kirejlik	kirejlik	iei	krjlk
k	ir	eml	kiremlik	kiremlik	iei	krmlk
k	ir	epß	kirepßik	kirepszik	iei	krpßk
k	ir	esl	kireslik	kireslik	iei	krslk
k	iv	á¥l	kivá¥lik	kiványlik	iái	kv¥lk
k	iv	adz	kivadzik	kivadzik	iai	kvdzk
k	iv	ádz	kivádzik	kivádzik	iái	kvdzk
k	iv	agl	kivaglik	kivaglik	iai	kvglk
k	iv	ágl	kiváglik	kiváglik	iái	kvglk
k	iv	agß	kivagßik	kivagszik	iai	kvgßk
k	iv	agz	kivagzik	kivagzik	iai	kvgzk
k	iv	ágz	kivágzik	kivágzik	iái	kvgzk
k	iv	ajl	kivajlik	kivajlik	iai	kvjlk
k	iv	aml	kivamlik	kivamlik	iai	kvmlk
k	iv	apß	kivapßik	kivapszik	iai	kvpßk
k	iv	arz	kivarzik	kivarzik	iai	kvrzk
k	iv	árz	kivárzik	kivárzik	iái	kvrzk
k	iv	asl	kivaslik	kivaslik	iai	kvslk
k	iv	é¥l	kivé¥lik	kivénylik	iéi	kv¥lk
k	iv	edz	kivedzik	kivedzik	iei	kvdzk
k	iv	egl	kiveglik	kiveglik	iei	kvglk
k	iv	egß	kivegßik	kivegszik	iei	kvgßk
k	iv	égß	kivégßik	kivégszik	iéi	kvgßk
k	iv	egz	kivegzik	kivegzik	iei	kvgzk
k	iv	ejl	kivejlik	kivejlik	iei	kvjlk
k	iv	eml	kivemlik	kivemlik	iei	kvmlk
k	iv	epß	kivepßik	kivepszik	iei	kvpßk
k	iv	esl	kiveslik	kiveslik	iei	kvslk
k	ob	ódz	kobódzik	kobódzik	oói	kbdzk
k	og	ódz	kogódzik	kogódzik	oói	kgdzk
k	oh	ódz	kohódzik	kohódzik	oói	khdzk
k	ol	ódz	kolódzik	kolódzik	oói	kldzk
k	ól	o¥l	kólo¥lik	kólonylik	óoi	kl¥lk
k	ól	orz	kólorzik	kólorzik	óoi	klrzk
k	ól	osl	kóloslik	kóloslik	óoi	klslk
k	or	ódz	koródzik	koródzik	oói	krdzk
k	ör	ődz	körődzik	körődzik	öői	krdzk
k	ör	űdz	körűdzik	körűdzik	öűi	krdzk
k	orj	ódz	korjódzik	korjódzik	oói	krjdzk
k	öt	ődz	kötődzik	kötődzik	öői	ktdzk
k	öt	őrz	kötőrzik	kötőrzik	öői	ktrzk
k	öt	űdz	kötűdzik	kötűdzik	öűi	ktdzk
k	öv	ődz	kövődzik	kövődzik	öői	kvdzk
k	öv	őrz	kövőrzik	kövőrzik	öői	kvrzk
k	öv	űdz	kövűdzik	kövűdzik	öűi	kvdzk
k	ub	o¥l	kubo¥lik	kubonylik	uoi	kb¥lk
k	ub	ódz	kubódzik	kubódzik	uói	kbdzk
k	ub	orz	kuborzik	kuborzik	uoi	kbrzk
k	ub	osl	kuboslik	kuboslik	uoi	kbslk
k	ug	o¥l	kugo¥lik	kugonylik	uoi	kg¥lk
k	ug	ódz	kugódzik	kugódzik	uói	kgdzk
k	ug	orz	kugorzik	kugorzik	uoi	kgrzk
k	ug	osl	kugoslik	kugoslik	uoi	kgslk
k	ül	ődz	külődzik	külődzik	üői	kldzk
k	ül	őrz	külőrzik	külőrzik	üői	klrzk
k	ül	ösl	külöslik	külöslik	üöi	klslk
k	ül	űdz	külűdzik	külűdzik	üűi	kldzk
k	ur	o¥l	kuro¥lik	kuronylik	uoi	kr¥lk
k	ur	ódz	kuródzik	kuródzik	uói	krdzk
k	ur	osl	kuroslik	kuroslik	uoi	krslk
k	ür	ődz	kürődzik	kürődzik	üői	krdzk
k	ür	ösl	küröslik	küröslik	üöi	krslk
k	ür	űdz	kürűdzik	kürűdzik	üűi	krdzk
k	űr	ődz	kűrődzik	kűrődzik	űői	krdzk
k	űr	ösl	kűröslik	kűröslik	űöi	krslk
k	urj	o¥l	kurjo¥lik	kurjonylik	uoi	krj¥lk
k	urj	ódz	kurjódzik	kurjódzik	uói	krjdzk
k	urj	orz	kurjorzik	kurjorzik	uoi	krjrzk
k	urj	osl	kurjoslik	kurjoslik	uoi	krjslk
kl	ag	á¥l	klagá¥lik	klagánylik	aái	klg¥lk
kl	ag	ádz	klagádzik	klagádzik	aái	klgdzk
kl	ag	árz	klagárzik	klagárzik	aái	klgrzk
kl	ág	adz	klágadzik	klágadzik	áai	klgdzk
kl	ág	ajl	klágajlik	klágajlik	áai	klgjlk
kl	ág	aml	klágamlik	klágamlik	áai	klgmlk
kl	ág	apß	klágapßik	klágapszik	áai	klgpßk
kl	ág	arz	klágarzik	klágarzik	áai	klgrzk
kl	ág	asl	klágaslik	klágaslik	áai	klgslk
kl	ar	á¥l	klará¥lik	klaránylik	aái	klr¥lk
kl	ar	ádz	klarádzik	klarádzik	aái	klrdzk
kl	ar	ágl	klaráglik	klaráglik	aái	klrglk
kl	ar	ágz	klarágzik	klarágzik	aái	klrgzk
kl	ár	adz	kláradzik	kláradzik	áai	klrdzk
kl	ár	agl	kláraglik	kláraglik	áai	klrglk
kl	ár	agß	kláragßik	kláragszik	áai	klrgßk
kl	ár	agz	kláragzik	kláragzik	áai	klrgzk
kl	ár	ajl	klárajlik	klárajlik	áai	klrjlk
kl	ár	aml	kláramlik	kláramlik	áai	klrmlk
kl	ár	apß	klárapßik	klárapszik	áai	klrpßk
kl	ár	asl	kláraslik	kláraslik	áai	klrslk
kl	at	á¥l	klatá¥lik	klatánylik	aái	klt¥lk
kl	at	ádz	klatádzik	klatádzik	aái	kltdzk
kl	at	ágl	klatáglik	klatáglik	aái	kltglk
kl	at	ágz	klatágzik	klatágzik	aái	kltgzk
kl	at	árz	klatárzik	klatárzik	aái	kltrzk
kl	eh	é¥l	klehé¥lik	klehénylik	eéi	klh¥lk
kl	eh	égß	klehégßik	klehégszik	eéi	klhgßk
kl	er	é¥l	kleré¥lik	klerénylik	eéi	klr¥lk
kl	er	égß	klerégßik	klerégszik	eéi	klrgßk
kl	ér	edz	kléredzik	kléredzik	éei	klrdzk
kl	ér	egl	kléreglik	kléreglik	éei	klrglk
kl	ér	egß	kléregßik	kléregszik	éei	klrgßk
kl	ér	egz	kléregzik	kléregzik	éei	klrgzk
kl	ér	ejl	klérejlik	klérejlik	éei	klrjlk
kl	ér	eml	kléremlik	kléremlik	éei	klrmlk
kl	ér	epß	klérepßik	klérepszik	éei	klrpßk
kl	ér	esl	kléreslik	kléreslik	éei	klrslk
kl	et	é¥l	kleté¥lik	kleténylik	eéi	klt¥lk
kl	et	égß	kletégßik	kletégszik	eéi	kltgßk
kl	ib	á¥l	klibá¥lik	klibánylik	iái	klb¥lk
kl	ib	adz	klibadzik	klibadzik	iai	klbdzk
kl	ib	ádz	klibádzik	klibádzik	iái	klbdzk
kl	ib	agl	klibaglik	klibaglik	iai	klbglk
kl	ib	ágl	klibáglik	klibáglik	iái	klbglk
kl	ib	agß	klibagßik	klibagszik	iai	klbgßk
kl	ib	agz	klibagzik	klibagzik	iai	klbgzk
kl	ib	ágz	klibágzik	klibágzik	iái	klbgzk
kl	ib	ajl	klibajlik	klibajlik	iai	klbjlk
kl	ib	aml	klibamlik	klibamlik	iai	klbmlk
kl	ib	apß	klibapßik	klibapszik	iai	klbpßk
kl	ib	arz	klibarzik	klibarzik	iai	klbrzk
kl	ib	árz	klibárzik	klibárzik	iái	klbrzk
kl	ib	asl	klibaslik	klibaslik	iai	klbslk
kl	ib	é¥l	klibé¥lik	klibénylik	iéi	klb¥lk
kl	ib	edz	klibedzik	klibedzik	iei	klbdzk
kl	ib	egl	klibeglik	klibeglik	iei	klbglk
kl	ib	egß	klibegßik	klibegszik	iei	klbgßk
kl	ib	égß	klibégßik	klibégszik	iéi	klbgßk
kl	ib	egz	klibegzik	klibegzik	iei	klbgzk
kl	ib	ejl	klibejlik	klibejlik	iei	klbjlk
kl	ib	eml	klibemlik	klibemlik	iei	klbmlk
kl	ib	epß	klibepßik	klibepszik	iei	klbpßk
kl	ib	esl	klibeslik	klibeslik	iei	klbslk
kl	ih	á¥l	klihá¥lik	klihánylik	iái	klh¥lk
kl	ih	adz	klihadzik	klihadzik	iai	klhdzk
kl	ih	ádz	klihádzik	klihádzik	iái	klhdzk
kl	ih	agl	klihaglik	klihaglik	iai	klhglk
kl	ih	ágl	kliháglik	kliháglik	iái	klhglk
kl	ih	agß	klihagßik	klihagszik	iai	klhgßk
kl	ih	agz	klihagzik	klihagzik	iai	klhgzk
kl	ih	ágz	klihágzik	klihágzik	iái	klhgzk
kl	ih	ajl	klihajlik	klihajlik	iai	klhjlk
kl	ih	aml	klihamlik	klihamlik	iai	klhmlk
kl	ih	apß	klihapßik	klihapszik	iai	klhpßk
kl	ih	arz	kliharzik	kliharzik	iai	klhrzk
kl	ih	árz	klihárzik	klihárzik	iái	klhrzk
kl	ih	asl	klihaslik	klihaslik	iai	klhslk
kl	ih	é¥l	klihé¥lik	klihénylik	iéi	klh¥lk
kl	ih	edz	klihedzik	klihedzik	iei	klhdzk
kl	ih	egl	kliheglik	kliheglik	iei	klhglk
kl	ih	egß	klihegßik	klihegszik	iei	klhgßk
kl	ih	égß	klihégßik	klihégszik	iéi	klhgßk
kl	ih	egz	klihegzik	klihegzik	iei	klhgzk
kl	ih	ejl	klihejlik	klihejlik	iei	klhjlk
kl	ih	eml	klihemlik	klihemlik	iei	klhmlk
kl	ih	epß	klihepßik	klihepszik	iei	klhpßk
kl	ih	esl	kliheslik	kliheslik	iei	klhslk
kl	ir	á¥l	klirá¥lik	kliránylik	iái	klr¥lk
kl	ir	adz	kliradzik	kliradzik	iai	klrdzk
kl	ir	ádz	klirádzik	klirádzik	iái	klrdzk
kl	ir	agl	kliraglik	kliraglik	iai	klrglk
kl	ir	ágl	kliráglik	kliráglik	iái	klrglk
kl	ir	agß	kliragßik	kliragszik	iai	klrgßk
kl	ir	agz	kliragzik	kliragzik	iai	klrgzk
kl	ir	ágz	klirágzik	klirágzik	iái	klrgzk
kl	ir	ajl	klirajlik	klirajlik	iai	klrjlk
kl	ir	aml	kliramlik	kliramlik	iai	klrmlk
kl	ir	apß	klirapßik	klirapszik	iai	klrpßk
kl	ir	asl	kliraslik	kliraslik	iai	klrslk
kl	ir	é¥l	kliré¥lik	klirénylik	iéi	klr¥lk
kl	ir	edz	kliredzik	kliredzik	iei	klrdzk
kl	ir	egl	klireglik	klireglik	iei	klrglk
kl	ir	egß	kliregßik	kliregszik	iei	klrgßk
kl	ir	égß	klirégßik	klirégszik	iéi	klrgßk
kl	ir	egz	kliregzik	kliregzik	iei	klrgzk
kl	ir	ejl	klirejlik	klirejlik	iei	klrjlk
kl	ir	eml	kliremlik	kliremlik	iei	klrmlk
kl	ir	epß	klirepßik	klirepszik	iei	klrpßk
kl	ir	esl	klireslik	klireslik	iei	klrslk
kl	iv	á¥l	klivá¥lik	kliványlik	iái	klv¥lk
kl	iv	adz	klivadzik	klivadzik	iai	klvdzk
kl	iv	ádz	klivádzik	klivádzik	iái	klvdzk
kl	iv	agl	klivaglik	klivaglik	iai	klvglk
kl	iv	ágl	kliváglik	kliváglik	iái	klvglk
kl	iv	agß	klivagßik	klivagszik	iai	klvgßk
kl	iv	agz	klivagzik	klivagzik	iai	klvgzk
kl	iv	ágz	klivágzik	klivágzik	iái	klvgzk
kl	iv	ajl	klivajlik	klivajlik	iai	klvjlk
kl	iv	aml	klivamlik	klivamlik	iai	klvmlk
kl	iv	apß	klivapßik	klivapszik	iai	klvpßk
kl	iv	arz	klivarzik	klivarzik	iai	klvrzk
kl	iv	árz	klivárzik	klivárzik	iái	klvrzk
kl	iv	asl	klivaslik	klivaslik	iai	klvslk
kl	iv	é¥l	klivé¥lik	klivénylik	iéi	klv¥lk
kl	iv	edz	klivedzik	klivedzik	iei	klvdzk
kl	iv	egl	kliveglik	kliveglik	iei	klvglk
kl	iv	egß	klivegßik	klivegszik	iei	klvgßk
kl	iv	égß	klivégßik	klivégszik	iéi	klvgßk
kl	iv	egz	klivegzik	klivegzik	iei	klvgzk
kl	iv	ejl	klivejlik	klivejlik	iei	klvjlk
kl	iv	eml	klivemlik	klivemlik	iei	klvmlk
kl	iv	epß	klivepßik	klivepszik	iei	klvpßk
kl	iv	esl	kliveslik	kliveslik	iei	klvslk
kl	ob	ódz	klobódzik	klobódzik	oói	klbdzk
kl	og	ódz	klogódzik	klogódzik	oói	klgdzk
kl	oh	ódz	klohódzik	klohódzik	oói	klhdzk
kl	or	ódz	kloródzik	kloródzik	oói	klrdzk
kl	ör	ődz	klörődzik	klörődzik	öői	klrdzk
kl	ör	űdz	klörűdzik	klörűdzik	öűi	klrdzk
kl	öt	ődz	klötődzik	klötődzik	öői	kltdzk
kl	öt	őrz	klötőrzik	klötőrzik	öői	kltrzk
kl	öt	űdz	klötűdzik	klötűdzik	öűi	kltdzk
kl	öv	ődz	klövődzik	klövődzik	öői	klvdzk
kl	öv	őrz	klövőrzik	klövőrzik	öői	klvrzk
kl	öv	űdz	klövűdzik	klövűdzik	öűi	klvdzk
kl	ub	o¥l	klubo¥lik	klubonylik	uoi	klb¥lk
kl	ub	ódz	klubódzik	klubódzik	uói	klbdzk
kl	ub	orz	kluborzik	kluborzik	uoi	klbrzk
kl	ub	osl	kluboslik	kluboslik	uoi	klbslk
kl	ug	o¥l	klugo¥lik	klugonylik	uoi	klg¥lk
kl	ug	ódz	klugódzik	klugódzik	uói	klgdzk
kl	ug	orz	klugorzik	klugorzik	uoi	klgrzk
kl	ug	osl	klugoslik	klugoslik	uoi	klgslk
kl	ur	o¥l	kluro¥lik	kluronylik	uoi	klr¥lk
kl	ur	ódz	kluródzik	kluródzik	uói	klrdzk
kl	ur	osl	kluroslik	kluroslik	uoi	klrslk
kl	ür	ődz	klürődzik	klürődzik	üői	klrdzk
kl	ür	ösl	klüröslik	klüröslik	üöi	klrslk
kl	ür	űdz	klürűdzik	klürűdzik	üűi	klrdzk
kl	űr	ődz	klűrődzik	klűrődzik	űői	klrdzk
kl	űr	ösl	klűröslik	klűröslik	űöi	klrslk
l	ag	á¥l	lagá¥lik	lagánylik	aái	lg¥lk
l	ag	ádz	lagádzik	lagádzik	aái	lgdzk
l	ag	árz	lagárzik	lagárzik	aái	lgrzk
l	ág	adz	lágadzik	lágadzik	áai	lgdzk
l	ág	ajl	lágajlik	lágajlik	áai	lgjlk
l	ág	akl	lágaklik	lágaklik	áai	lgklk
l	ág	akß	lágakßik	lágakszik	áai	lgkßk
l	ág	aml	lágamlik	lágamlik	áai	lgmlk
l	ág	apß	lágapßik	lágapszik	áai	lgpßk
l	ág	arz	lágarzik	lágarzik	áai	lgrzk
l	ág	asl	lágaslik	lágaslik	áai	lgslk
l	ar	á¥l	lará¥lik	laránylik	aái	lr¥lk
l	ar	ádz	larádzik	larádzik	aái	lrdzk
l	ar	ágl	laráglik	laráglik	aái	lrglk
l	ar	ágz	larágzik	larágzik	aái	lrgzk
l	ár	adz	láradzik	láradzik	áai	lrdzk
l	ár	agl	láraglik	láraglik	áai	lrglk
l	ár	agß	láragßik	láragszik	áai	lrgßk
l	ár	agz	láragzik	láragzik	áai	lrgzk
l	ár	ajl	lárajlik	lárajlik	áai	lrjlk
l	ár	akl	láraklik	láraklik	áai	lrklk
l	ár	akß	lárakßik	lárakszik	áai	lrkßk
l	ár	aml	láramlik	láramlik	áai	lrmlk
l	ár	apß	lárapßik	lárapszik	áai	lrpßk
l	ár	asl	láraslik	láraslik	áai	lrslk
l	arj	á¥l	larjá¥lik	larjánylik	aái	lrj¥lk
l	arj	ádz	larjádzik	larjádzik	aái	lrjdzk
l	arj	ágl	larjáglik	larjáglik	aái	lrjglk
l	arj	ágz	larjágzik	larjágzik	aái	lrjgzk
l	arj	árz	larjárzik	larjárzik	aái	lrjrzk
l	at	á¥l	latá¥lik	latánylik	aái	lt¥lk
l	at	ádz	latádzik	latádzik	aái	ltdzk
l	at	ágl	latáglik	latáglik	aái	ltglk
l	at	ágz	latágzik	latágzik	aái	ltgzk
l	at	árz	latárzik	latárzik	aái	ltrzk
l	eh	é¥l	lehé¥lik	lehénylik	eéi	lh¥lk
l	eh	égß	lehégßik	lehégszik	eéi	lhgßk
l	eh	ékß	lehékßik	lehékszik	eéi	lhkßk
l	er	é¥l	leré¥lik	lerénylik	eéi	lr¥lk
l	er	égß	lerégßik	lerégszik	eéi	lrgßk
l	er	ékß	lerékßik	lerékszik	eéi	lrkßk
l	ér	edz	léredzik	léredzik	éei	lrdzk
l	ér	egl	léreglik	léreglik	éei	lrglk
l	ér	egß	léregßik	léregszik	éei	lrgßk
l	ér	egz	léregzik	léregzik	éei	lrgzk
l	ér	ejl	lérejlik	lérejlik	éei	lrjlk
l	ér	ekß	lérekßik	lérekszik	éei	lrkßk
l	ér	eml	léremlik	léremlik	éei	lrmlk
l	ér	epß	lérepßik	lérepszik	éei	lrpßk
l	ér	esl	léreslik	léreslik	éei	lrslk
l	et	é¥l	leté¥lik	leténylik	eéi	lt¥lk
l	et	égß	letégßik	letégszik	eéi	ltgßk
l	et	ékß	letékßik	letékszik	eéi	ltkßk
l	ib	á¥l	libá¥lik	libánylik	iái	lb¥lk
l	ib	adz	libadzik	libadzik	iai	lbdzk
l	ib	ádz	libádzik	libádzik	iái	lbdzk
l	ib	agl	libaglik	libaglik	iai	lbglk
l	ib	ágl	libáglik	libáglik	iái	lbglk
l	ib	agß	libagßik	libagszik	iai	lbgßk
l	ib	agz	libagzik	libagzik	iai	lbgzk
l	ib	ágz	libágzik	libágzik	iái	lbgzk
l	ib	ajl	libajlik	libajlik	iai	lbjlk
l	ib	akl	libaklik	libaklik	iai	lbklk
l	ib	akß	libakßik	libakszik	iai	lbkßk
l	ib	aml	libamlik	libamlik	iai	lbmlk
l	ib	apß	libapßik	libapszik	iai	lbpßk
l	ib	arz	libarzik	libarzik	iai	lbrzk
l	ib	árz	libárzik	libárzik	iái	lbrzk
l	ib	asl	libaslik	libaslik	iai	lbslk
l	ib	é¥l	libé¥lik	libénylik	iéi	lb¥lk
l	ib	edz	libedzik	libedzik	iei	lbdzk
l	ib	egl	libeglik	libeglik	iei	lbglk
l	ib	egß	libegßik	libegszik	iei	lbgßk
l	ib	égß	libégßik	libégszik	iéi	lbgßk
l	ib	egz	libegzik	libegzik	iei	lbgzk
l	ib	ejl	libejlik	libejlik	iei	lbjlk
l	ib	ekß	libekßik	libekszik	iei	lbkßk
l	ib	ékß	libékßik	libékszik	iéi	lbkßk
l	ib	eml	libemlik	libemlik	iei	lbmlk
l	ib	epß	libepßik	libepszik	iei	lbpßk
l	ib	esl	libeslik	libeslik	iei	lbslk
l	ih	á¥l	lihá¥lik	lihánylik	iái	lh¥lk
l	ih	adz	lihadzik	lihadzik	iai	lhdzk
l	ih	ádz	lihádzik	lihádzik	iái	lhdzk
l	ih	agl	lihaglik	lihaglik	iai	lhglk
l	ih	ágl	liháglik	liháglik	iái	lhglk
