prompt_cc	prompt_cvc	suffix_ep	target_cc	target_cvc	tr_stem	tr_end	prompt_cc_tr	nsyl	tr	keep_enough_distance	keep_no_overlap
flihagzik	flihagozik	tek	flihagzotok	flihagoztok	flihag	zik	flihagzik	2	flihagzik	TRUE	TRUE
flihagzik	flihagozik	ünk	flihagzunk	flihagozunk	flihag	zik	flihagzik	2	flihagzik	TRUE	TRUE
véregzik	véregezik	nek	véregzenek	véregeznek	véreg	zik	véregzik	2	véregzik	FALSE	TRUE
véregzik	véregezik	tek	véregzetek	véregeztek	véreg	zik	véregzik	2	véregzik	FALSE	TRUE
véregzik	véregezik	ünk	véregzünk	véregezünk	véreg	zik	véregzik	2	véregzik	FALSE	TRUE
trelékszik	trelékedik	nek	trelékszenek	trelékednek	trelék	ßik	trelékßik	2	trelékßik	TRUE	TRUE
trelékszik	trelékedik	tek	trelékszetek	trelékedtek	trelék	ßik	trelékßik	2	trelékßik	TRUE	TRUE
trelékszik	trelékedik	ünk	trelékszünk	trelékedünk	trelék	ßik	trelékßik	2	trelékßik	TRUE	TRUE
farágzik	farágozik	nek	farágzanak	farágoznak	farág	zik	farágzik	2	farágzik	TRUE	TRUE
farágzik	farágozik	tek	farágzotok	farágoztok	farág	zik	farágzik	2	farágzik	TRUE	TRUE
farágzik	farágozik	ünk	farágzunk	farágozunk	farág	zik	farágzik	2	farágzik	TRUE	TRUE
tűgzik	tűgözik	nek	tűgzenek	tűgöznek	tűg	zik	tűgzik	1	tűgzik	TRUE	TRUE
tűgzik	tűgözik	tek	tűgzötök	tűgöztök	tűg	zik	tűgzik	1	tűgzik	TRUE	TRUE
tűgzik	tűgözik	ünk	tűgzünk	tűgözünk	tűg	zik	tűgzik	1	tűgzik	TRUE	TRUE
plágaklik	plágakozik	nek	plágaklanak	plágakoznak	plágak	lik	plágaklik	2	plágaklik	TRUE	FALSE
plágaklik	plágakozik	tek	plágaklotok	plágakoztok	plágak	lik	plágaklik	2	plágaklik	TRUE	FALSE
plágaklik	plágakozik	ünk	plágaklunk	plágakozunk	plágak	lik	plágaklik	2	plágaklik	TRUE	FALSE
klibaglik	klibagozik	nek	klibaglanak	klibagoznak	klibag	lik	klibaglik	2	klibaglik	TRUE	TRUE
klibaglik	klibagozik	tek	klibaglotok	klibagoztok	klibag	lik	klibaglik	2	klibaglik	TRUE	TRUE
klibaglik	klibagozik	ünk	klibaglunk	klibagozunk	klibag	lik	klibaglik	2	klibaglik	TRUE	TRUE
szireglik	sziregezik	nek	szireglenek	sziregeznek	ßireg	lik	ßireglik	2	ßireglik	TRUE	TRUE
szireglik	sziregezik	tek	sziregletek	sziregeztek	ßireg	lik	ßireglik	2	ßireglik	TRUE	TRUE
szireglik	sziregezik	ünk	szireglünk	sziregezünk	ßireg	lik	ßireglik	2	ßireglik	TRUE	TRUE
bríglik	brígozik	nek	bríglanak	brígoznak	bríg	lik	bríglik	1	bríglik	TRUE	TRUE
bríglik	brígozik	tek	bríglotok	brígoztok	bríg	lik	bríglik	1	bríglik	TRUE	TRUE
bríglik	brígozik	ünk	bríglunk	brígozunk	bríg	lik	bríglik	1	bríglik	TRUE	TRUE
gyivaslik	gyivasozik	nek	gyivaslanak	gyivasoznak	©ivas	lik	©ivaslik	2	©ivaslik	TRUE	TRUE
gyivaslik	gyivasozik	tek	gyivaslotok	gyivasoztok	©ivas	lik	©ivaslik	2	©ivaslik	TRUE	TRUE
gyivaslik	gyivasozik	ünk	gyivaslunk	gyivasozunk	©ivas	lik	©ivaslik	2	©ivaslik	TRUE	TRUE
pehégszik	pehégedik	nek	pehégszenek	pehégednek	pehég	ßik	pehégßik	2	pehégßik	TRUE	TRUE
pehégszik	pehégedik	tek	pehégszetek	pehégedtek	pehég	ßik	pehégßik	2	pehégßik	TRUE	TRUE
pehégszik	pehégedik	ünk	pehégszünk	pehégedünk	pehég	ßik	pehégßik	2	pehégßik	TRUE	TRUE
sprozlik	sprozozik	nek	sprozlanak	sprozoznak	sproz	lik	sprozlik	1	sprozlik	TRUE	TRUE
sprozlik	sprozozik	tek	sprozlotok	sprozoztok	sproz	lik	sprozlik	1	sprozlik	TRUE	TRUE
sprozlik	sprozozik	ünk	sprozlunk	sprozozunk	sproz	lik	sprozlik	1	sprozlik	TRUE	TRUE
nivárzik	nivározik	nek	nivárzanak	nivároznak	nivár	zik	nivárzik	2	nivárzik	TRUE	TRUE
nivárzik	nivározik	tek	nivárzotok	nivároztok	nivár	zik	nivárzik	2	nivárzik	TRUE	TRUE
nivárzik	nivározik	ünk	nivárzunk	nivározunk	nivár	zik	nivárzik	2	nivárzik	TRUE	TRUE
plorzik	plorozik	nek	plorzanak	ploroznak	plor	zik	plorzik	1	plorzik	TRUE	TRUE
plorzik	plorozik	tek	plorzotok	ploroztok	plor	zik	plorzik	1	plorzik	TRUE	TRUE
plorzik	plorozik	ünk	plorzunk	plorozunk	plor	zik	plorzik	1	plorzik	TRUE	TRUE
játlik	játozik	nek	játlanak	játoznak	ját	lik	játlik	1	játlik	TRUE	TRUE
játlik	játozik	tek	játlotok	játoztok	ját	lik	játlik	1	játlik	TRUE	TRUE
játlik	játozik	ünk	játlunk	játozunk	ját	lik	játlik	1	játlik	TRUE	TRUE
fliveglik	flivegezik	nek	fliveglenek	flivegeznek	fliveg	lik	fliveglik	2	fliveglik	TRUE	TRUE
fliveglik	flivegezik	tek	flivegletek	flivegeztek	fliveg	lik	fliveglik	2	fliveglik	TRUE	TRUE
fliveglik	flivegezik	ünk	fliveglünk	flivegezünk	fliveg	lik	fliveglik	2	fliveglik	TRUE	TRUE
trihénylik	trihényezik	nek	trihénylenek	trihényeznek	trihé¥	lik	trihé¥lik	2	trihé¥lik	TRUE	TRUE
trihénylik	trihényezik	tek	trihényletek	trihényeztek	trihé¥	lik	trihé¥lik	2	trihé¥lik	TRUE	TRUE
trihénylik	trihényezik	ünk	trihénylünk	trihényezünk	trihé¥	lik	trihé¥lik	2	trihé¥lik	TRUE	TRUE
flurzik	flurozik	nek	flurzanak	fluroznak	flur	zik	flurzik	1	flurzik	TRUE	TRUE
flurzik	flurozik	tek	flurzotok	fluroztok	flur	zik	flurzik	1	flurzik	TRUE	TRUE
flurzik	flurozik	ünk	flurzunk	flurozunk	flur	zik	flurzik	1	flurzik	TRUE	TRUE
sálamlik	sálamozik	nek	sálamlanak	sálamoznak	sálam	lik	sálamlik	2	sálamlik	TRUE	FALSE
sálamlik	sálamozik	tek	sálamlotok	sálamoztok	sálam	lik	sálamlik	2	sálamlik	TRUE	FALSE
sálamlik	sálamozik	ünk	sálamlunk	sálamozunk	sálam	lik	sálamlik	2	sálamlik	TRUE	FALSE
mágamlik	mágamozik	nek	mágamlanak	mágamoznak	mágam	lik	mágamlik	2	mágamlik	TRUE	TRUE
mágamlik	mágamozik	tek	mágamlotok	mágamoztok	mágam	lik	mágamlik	2	mágamlik	TRUE	TRUE
mágamlik	mágamozik	ünk	mágamlunk	mágamozunk	mágam	lik	mágamlik	2	mágamlik	TRUE	TRUE
prilepszik	prilepedik	nek	prilepszenek	prilepednek	prilep	ßik	prilepßik	2	prilepßik	TRUE	TRUE
prilepszik	prilepedik	tek	prilepszetek	prilepedtek	prilep	ßik	prilepßik	2	prilepßik	TRUE	TRUE
prilepszik	prilepedik	ünk	prilepszünk	prilepedünk	prilep	ßik	prilepßik	2	prilepßik	TRUE	TRUE
kögzik	kögözik	nek	kögzenek	kögöznek	kög	zik	kögzik	1	kögzik	TRUE	TRUE
kögzik	kögözik	tek	kögzötök	kögöztök	kög	zik	kögzik	1	kögzik	TRUE	TRUE
kögzik	kögözik	ünk	kögzünk	kögözünk	kög	zik	kögzik	1	kögzik	TRUE	TRUE
tibánylik	tibányozik	nek	tibánylanak	tibányoznak	tibá¥	lik	tibá¥lik	2	tibá¥lik	TRUE	FALSE
tibánylik	tibányozik	tek	tibánylotok	tibányoztok	tibá¥	lik	tibá¥lik	2	tibá¥lik	TRUE	FALSE
tibánylik	tibányozik	ünk	tibánylunk	tibányozunk	tibá¥	lik	tibá¥lik	2	tibá¥lik	TRUE	FALSE
pilégszik	pilégedik	nek	pilégszenek	pilégednek	pilég	ßik	pilégßik	2	pilégßik	TRUE	TRUE
pilégszik	pilégedik	tek	pilégszetek	pilégedtek	pilég	ßik	pilégßik	2	pilégßik	TRUE	TRUE
pilégszik	pilégedik	ünk	pilégszünk	pilégedünk	pilég	ßik	pilégßik	2	pilégßik	TRUE	TRUE
brileglik	brilegezik	nek	brileglenek	brilegeznek	brileg	lik	brileglik	2	brileglik	TRUE	TRUE
brileglik	brilegezik	tek	brilegletek	brilegeztek	brileg	lik	brileglik	2	brileglik	TRUE	TRUE
brileglik	brilegezik	ünk	brileglünk	brilegezünk	brileg	lik	brileglik	2	brileglik	TRUE	TRUE
náragzik	náragozik	nek	náragzanak	náragoznak	nárag	zik	náragzik	2	náragzik	TRUE	TRUE
náragzik	náragozik	tek	náragzotok	náragoztok	nárag	zik	náragzik	2	náragzik	TRUE	TRUE
náragzik	náragozik	ünk	náragzunk	náragozunk	nárag	zik	náragzik	2	náragzik	TRUE	TRUE
dirlik	dirozik	nek	dirlanak	diroznak	dir	lik	dirlik	1	dirlik	TRUE	TRUE
dirlik	dirozik	tek	dirlotok	diroztok	dir	lik	dirlik	1	dirlik	TRUE	TRUE
dirlik	dirozik	ünk	dirlunk	dirozunk	dir	lik	dirlik	1	dirlik	TRUE	TRUE
gibemlik	gibemezik	nek	gibemlenek	gibemeznek	gibem	lik	gibemlik	2	gibemlik	TRUE	TRUE
gibemlik	gibemezik	tek	gibemletek	gibemeztek	gibem	lik	gibemlik	2	gibemlik	TRUE	TRUE
gibemlik	gibemezik	ünk	gibemlünk	gibemezünk	gibem	lik	gibemlik	2	gibemlik	TRUE	TRUE
flűgzik	flűgözik	nek	flűgzenek	flűgöznek	flűg	zik	flűgzik	1	flűgzik	TRUE	TRUE
flűgzik	flűgözik	tek	flűgzötök	flűgöztök	flűg	zik	flűgzik	1	flűgzik	TRUE	TRUE
flűgzik	flűgözik	ünk	flűgzünk	flűgözünk	flűg	zik	flűgzik	1	flűgzik	TRUE	TRUE
léregszik	léregedik	nek	léregszenek	léregednek	léreg	ßik	léregßik	2	léregßik	TRUE	FALSE
léregszik	léregedik	tek	léregszetek	léregedtek	léreg	ßik	léregßik	2	léregßik	TRUE	FALSE
léregszik	léregedik	ünk	léregszünk	léregedünk	léreg	ßik	léregßik	2	léregßik	TRUE	FALSE
plihapszik	plihapodik	nek	plihapszanak	plihapodnak	plihap	ßik	plihapßik	2	plihapßik	TRUE	FALSE
plihapszik	plihapodik	tek	plihapszotok	plihapodtok	plihap	ßik	plihapßik	2	plihapßik	TRUE	FALSE
plihapszik	plihapodik	ünk	plihapszunk	plihapodunk	plihap	ßik	plihapßik	2	plihapßik	TRUE	FALSE
jínylik	jínyozik	nek	jínylanak	jínyoznak	jí¥	lik	jí¥lik	1	jí¥lik	TRUE	TRUE
jínylik	jínyozik	tek	jínylotok	jínyoztok	jí¥	lik	jí¥lik	1	jí¥lik	TRUE	TRUE
jínylik	jínyozik	ünk	jínylunk	jínyozunk	jí¥	lik	jí¥lik	1	jí¥lik	TRUE	TRUE
dronylik	dronyozik	nek	dronylanak	dronyoznak	dro¥	lik	dro¥lik	1	dro¥lik	TRUE	FALSE
dronylik	dronyozik	tek	dronylotok	dronyoztok	dro¥	lik	dro¥lik	1	dro¥lik	TRUE	FALSE
dronylik	dronyozik	ünk	dronylunk	dronyozunk	dro¥	lik	dro¥lik	1	dro¥lik	TRUE	FALSE
riványlik	riványozik	nek	riványlanak	riványoznak	rivá¥	lik	rivá¥lik	2	rivá¥lik	TRUE	TRUE
riványlik	riványozik	tek	riványlotok	riványoztok	rivá¥	lik	rivá¥lik	2	rivá¥lik	TRUE	TRUE
riványlik	riványozik	ünk	riványlunk	riványozunk	rivá¥	lik	rivá¥lik	2	rivá¥lik	TRUE	TRUE
szajlik	szajozik	nek	szajlanak	szajoznak	ßaj	lik	ßajlik	1	ßajlik	TRUE	TRUE
szajlik	szajozik	tek	szajlotok	szajoztok	ßaj	lik	ßajlik	1	ßajlik	TRUE	TRUE
szajlik	szajozik	ünk	szajlunk	szajozunk	ßaj	lik	ßajlik	1	ßajlik	TRUE	TRUE
rilagzik	rilagozik	nek	rilagzanak	rilagoznak	rilag	zik	rilagzik	2	rilagzik	TRUE	TRUE
rilagzik	rilagozik	tek	rilagzotok	rilagoztok	rilag	zik	rilagzik	2	rilagzik	TRUE	TRUE
rilagzik	rilagozik	ünk	rilagzunk	rilagozunk	rilag	zik	rilagzik	2	rilagzik	TRUE	TRUE
spilajlik	spilajozik	nek	spilajlanak	spilajoznak	spilaj	lik	spilajlik	2	spilajlik	TRUE	TRUE
spilajlik	spilajozik	tek	spilajlotok	spilajoztok	spilaj	lik	spilajlik	2	spilajlik	TRUE	TRUE
spilajlik	spilajozik	ünk	spilajlunk	spilajozunk	spilaj	lik	spilajlik	2	spilajlik	TRUE	TRUE
frihekszik	frihekedik	nek	frihekszenek	frihekednek	frihek	ßik	frihekßik	2	frihekßik	TRUE	TRUE
frihekszik	frihekedik	tek	frihekszetek	frihekedtek	frihek	ßik	frihekßik	2	frihekßik	TRUE	TRUE
frihekszik	frihekedik	ünk	frihekszünk	frihekedünk	frihek	ßik	frihekßik	2	frihekßik	TRUE	TRUE
csilárzik	csilározik	nek	csilárzanak	csilároznak	çilár	zik	çilárzik	2	çilárzik	TRUE	TRUE
csilárzik	csilározik	tek	csilárzotok	csilároztok	çilár	zik	çilárzik	2	çilárzik	TRUE	TRUE
csilárzik	csilározik	ünk	csilárzunk	csilározunk	çilár	zik	çilárzik	2	çilárzik	TRUE	TRUE
spivejlik	spivejezik	nek	spivejlenek	spivejeznek	spivej	lik	spivejlik	2	spivejlik	TRUE	TRUE
spivejlik	spivejezik	tek	spivejletek	spivejeztek	spivej	lik	spivejlik	2	spivejlik	TRUE	TRUE
spivejlik	spivejezik	ünk	spivejlünk	spivejezünk	spivej	lik	spivejlik	2	spivejlik	TRUE	TRUE
ihagszik	ihagodik	nek	ihagszanak	ihagodnak	ihag	ßik	ihagßik	2	ihagßik	TRUE	TRUE
ihagszik	ihagodik	tek	ihagszotok	ihagodtok	ihag	ßik	ihagßik	2	ihagßik	TRUE	TRUE
ihagszik	ihagodik	ünk	ihagszunk	ihagodunk	ihag	ßik	ihagßik	2	ihagßik	TRUE	TRUE
tágarzik	tágarozik	nek	tágarzanak	tágaroznak	tágar	zik	tágarzik	2	tágarzik	TRUE	TRUE
tágarzik	tágarozik	tek	tágarzotok	tágaroztok	tágar	zik	tágarzik	2	tágarzik	TRUE	TRUE
tágarzik	tágarozik	ünk	tágarzunk	tágarozunk	tágar	zik	tágarzik	2	tágarzik	TRUE	TRUE
bratárzik	bratározik	nek	bratárzanak	bratároznak	bratár	zik	bratárzik	2	bratárzik	TRUE	TRUE
bratárzik	bratározik	tek	bratárzotok	bratároztok	bratár	zik	bratárzik	2	bratárzik	TRUE	TRUE
bratárzik	bratározik	ünk	bratárzunk	bratározunk	bratár	zik	bratárzik	2	bratárzik	TRUE	TRUE
kléglik	klégezik	nek	kléglenek	klégeznek	klég	lik	kléglik	1	kléglik	TRUE	TRUE
kléglik	klégezik	tek	klégletek	klégeztek	klég	lik	kléglik	1	kléglik	TRUE	TRUE
kléglik	klégezik	ünk	kléglünk	klégezünk	klég	lik	kléglik	1	kléglik	TRUE	TRUE
fréslik	frésezik	nek	fréslenek	fréseznek	frés	lik	fréslik	1	fréslik	TRUE	TRUE
fréslik	frésezik	tek	frésletek	fréseztek	frés	lik	fréslik	1	fréslik	TRUE	TRUE
fréslik	frésezik	ünk	fréslünk	frésezünk	frés	lik	fréslik	1	fréslik	TRUE	TRUE
trálagszik	trálagodik	nek	trálagszanak	trálagodnak	trálag	ßik	trálagßik	2	trálagßik	TRUE	TRUE
trálagszik	trálagodik	tek	trálagszotok	trálagodtok	trálag	ßik	trálagßik	2	trálagßik	TRUE	TRUE
trálagszik	trálagodik	ünk	trálagszunk	trálagodunk	trálag	ßik	trálagßik	2	trálagßik	TRUE	TRUE
fröjzik	fröjözik	nek	fröjzenek	fröjöznek	fröj	zik	fröjzik	1	fröjzik	TRUE	TRUE
fröjzik	fröjözik	tek	fröjzötök	fröjöztök	fröj	zik	fröjzik	1	fröjzik	TRUE	TRUE
fröjzik	fröjözik	ünk	fröjzünk	fröjözünk	fröj	zik	fröjzik	1	fröjzik	TRUE	TRUE
bejzik	bejezik	nek	bejzenek	bejeznek	bej	zik	bejzik	1	bejzik	TRUE	TRUE
bejzik	bejezik	tek	bejzetek	bejeztek	bej	zik	bejzik	1	bejzik	TRUE	TRUE
bejzik	bejezik	ünk	bejzünk	bejezünk	bej	zik	bejzik	1	bejzik	TRUE	TRUE
brözlik	brözözik	nek	brözlenek	brözöznek	bröz	lik	brözlik	1	brözlik	TRUE	TRUE
brözlik	brözözik	tek	brözlötök	brözöztök	bröz	lik	brözlik	1	brözlik	TRUE	TRUE
brözlik	brözözik	ünk	brözlünk	brözözünk	bröz	lik	brözlik	1	brözlik	TRUE	TRUE
szehénylik	szehényezik	nek	szehénylenek	szehényeznek	ßehé¥	lik	ßehé¥lik	2	ßehé¥lik	TRUE	TRUE
szehénylik	szehényezik	tek	szehényletek	szehényeztek	ßehé¥	lik	ßehé¥lik	2	ßehé¥lik	TRUE	TRUE
szehénylik	szehényezik	ünk	szehénylünk	szehényezünk	ßehé¥	lik	ßehé¥lik	2	ßehé¥lik	TRUE	TRUE
hibaglik	hibagozik	nek	hibaglanak	hibagoznak	hibag	lik	hibaglik	2	hibaglik	TRUE	FALSE
hibaglik	hibagozik	tek	hibaglotok	hibagoztok	hibag	lik	hibaglik	2	hibaglik	TRUE	FALSE
hibaglik	hibagozik	ünk	hibaglunk	hibagozunk	hibag	lik	hibaglik	2	hibaglik	TRUE	FALSE
gyihékszik	gyihékedik	nek	gyihékszenek	gyihékednek	©ihék	ßik	©ihékßik	2	©ihékßik	TRUE	TRUE
gyihékszik	gyihékedik	tek	gyihékszetek	gyihékedtek	©ihék	ßik	©ihékßik	2	©ihékßik	TRUE	TRUE
gyihékszik	gyihékedik	ünk	gyihékszünk	gyihékedünk	©ihék	ßik	©ihékßik	2	©ihékßik	TRUE	TRUE
gyérepszik	gyérepedik	nek	gyérepszenek	gyérepednek	©érep	ßik	©érepßik	2	©érepßik	TRUE	FALSE
gyérepszik	gyérepedik	tek	gyérepszetek	gyérepedtek	©érep	ßik	©érepßik	2	©érepßik	TRUE	FALSE
gyérepszik	gyérepedik	ünk	gyérepszünk	gyérepedünk	©érep	ßik	©érepßik	2	©érepßik	TRUE	FALSE
klirégszik	klirégedik	nek	klirégszenek	klirégednek	klirég	ßik	klirégßik	2	klirégßik	TRUE	TRUE
klirégszik	klirégedik	tek	klirégszetek	klirégedtek	klirég	ßik	klirégßik	2	klirégßik	TRUE	TRUE
klirégszik	klirégedik	ünk	klirégszünk	klirégedünk	klirég	ßik	klirégßik	2	klirégßik	TRUE	TRUE
trojlik	trojozik	nek	trojlanak	trojoznak	troj	lik	trojlik	1	trojlik	TRUE	TRUE
trojlik	trojozik	tek	trojlotok	trojoztok	troj	lik	trojlik	1	trojlik	TRUE	TRUE
trojlik	trojozik	ünk	trojlunk	trojozunk	troj	lik	trojlik	1	trojlik	TRUE	TRUE
klehénylik	klehényezik	nek	klehénylenek	klehényeznek	klehé¥	lik	klehé¥lik	2	klehé¥lik	TRUE	TRUE
klehénylik	klehényezik	tek	klehényletek	klehényeztek	klehé¥	lik	klehé¥lik	2	klehé¥lik	TRUE	TRUE
klehénylik	klehényezik	ünk	klehénylünk	klehényezünk	klehé¥	lik	klehé¥lik	2	klehé¥lik	TRUE	TRUE
vibeglik	vibegezik	nek	vibeglenek	vibegeznek	vibeg	lik	vibeglik	2	vibeglik	TRUE	TRUE
vibeglik	vibegezik	tek	vibegletek	vibegeztek	vibeg	lik	vibeglik	2	vibeglik	TRUE	TRUE
vibeglik	vibegezik	ünk	vibeglünk	vibegezünk	vibeg	lik	vibeglik	2	vibeglik	TRUE	TRUE
brólorzik	brólorozik	nek	brólorzanak	bróloroznak	brólor	zik	brólorzik	2	brólorzik	TRUE	TRUE
brólorzik	brólorozik	tek	brólorzotok	bróloroztok	brólor	zik	brólorzik	2	brólorzik	TRUE	TRUE
brólorzik	brólorozik	ünk	brólorzunk	brólorozunk	brólor	zik	brólorzik	2	brólorzik	TRUE	TRUE
máragszik	máragodik	nek	máragszanak	máragodnak	márag	ßik	máragßik	2	máragßik	TRUE	FALSE
máragszik	máragodik	tek	máragszotok	máragodtok	márag	ßik	máragßik	2	máragßik	TRUE	FALSE
máragszik	máragodik	ünk	máragszunk	máragodunk	márag	ßik	máragßik	2	máragßik	TRUE	FALSE
vonylik	vonyozik	nek	vonylanak	vonyoznak	vo¥	lik	vo¥lik	1	vo¥lik	TRUE	TRUE
vonylik	vonyozik	tek	vonylotok	vonyoztok	vo¥	lik	vo¥lik	1	vo¥lik	TRUE	TRUE
vonylik	vonyozik	ünk	vonylunk	vonyozunk	vo¥	lik	vo¥lik	1	vo¥lik	TRUE	TRUE
döjlik	döjözik	nek	döjlenek	döjöznek	döj	lik	döjlik	1	döjlik	TRUE	TRUE
döjlik	döjözik	tek	döjlötök	döjöztök	döj	lik	döjlik	1	döjlik	TRUE	TRUE
döjlik	döjözik	ünk	döjlünk	döjözünk	döj	lik	döjlik	1	döjlik	TRUE	TRUE
drágajlik	drágajozik	nek	drágajlanak	drágajoznak	drágaj	lik	drágajlik	2	drágajlik	TRUE	FALSE
drágajlik	drágajozik	tek	drágajlotok	drágajoztok	drágaj	lik	drágajlik	2	drágajlik	TRUE	FALSE
drágajlik	drágajozik	ünk	drágajlunk	drágajozunk	drágaj	lik	drágajlik	2	drágajlik	TRUE	FALSE
gihamlik	gihamozik	nek	gihamlanak	gihamoznak	giham	lik	gihamlik	2	gihamlik	TRUE	TRUE
gihamlik	gihamozik	tek	gihamlotok	gihamoztok	giham	lik	gihamlik	2	gihamlik	TRUE	TRUE
gihamlik	gihamozik	ünk	gihamlunk	gihamozunk	giham	lik	gihamlik	2	gihamlik	TRUE	TRUE
magánylik	magányozik	nek	magánylanak	magányoznak	magá¥	lik	magá¥lik	2	magá¥lik	TRUE	FALSE
magánylik	magányozik	tek	magánylotok	magányoztok	magá¥	lik	magá¥lik	2	magá¥lik	TRUE	FALSE
magánylik	magányozik	ünk	magánylunk	magányozunk	magá¥	lik	magá¥lik	2	magá¥lik	TRUE	FALSE
dilemlik	dilemezik	nek	dilemlenek	dilemeznek	dilem	lik	dilemlik	2	dilemlik	TRUE	TRUE
dilemlik	dilemezik	tek	dilemletek	dilemeztek	dilem	lik	dilemlik	2	dilemlik	TRUE	TRUE
dilemlik	dilemezik	ünk	dilemlünk	dilemezünk	dilem	lik	dilemlik	2	dilemlik	TRUE	TRUE
nyizlik	nyizozik	nek	nyizlanak	nyizoznak	¥iz	lik	¥izlik	1	¥izlik	TRUE	TRUE
nyizlik	nyizozik	tek	nyizlotok	nyizoztok	¥iz	lik	¥izlik	1	¥izlik	TRUE	TRUE
nyizlik	nyizozik	ünk	nyizlunk	nyizozunk	¥iz	lik	¥izlik	1	¥izlik	TRUE	TRUE
trilekszik	trilekedik	nek	trilekszenek	trilekednek	trilek	ßik	trilekßik	2	trilekßik	TRUE	TRUE
trilekszik	trilekedik	tek	trilekszetek	trilekedtek	trilek	ßik	trilekßik	2	trilekßik	TRUE	TRUE
trilekszik	trilekedik	ünk	trilekszünk	trilekedünk	trilek	ßik	trilekßik	2	trilekßik	TRUE	TRUE
fláraslik	flárasozik	nek	fláraslanak	flárasoznak	fláras	lik	fláraslik	2	fláraslik	TRUE	TRUE
fláraslik	flárasozik	tek	fláraslotok	flárasoztok	fláras	lik	fláraslik	2	fláraslik	TRUE	TRUE
fláraslik	flárasozik	ünk	fláraslunk	flárasozunk	fláras	lik	fláraslik	2	fláraslik	TRUE	TRUE
sprigzik	sprigozik	nek	sprigzanak	sprigoznak	sprig	zik	sprigzik	1	sprigzik	TRUE	TRUE
sprigzik	sprigozik	tek	sprigzotok	sprigoztok	sprig	zik	sprigzik	1	sprigzik	TRUE	TRUE
sprigzik	sprigozik	ünk	sprigzunk	sprigozunk	sprig	zik	sprigzik	1	sprigzik	TRUE	TRUE
plibagszik	plibagodik	nek	plibagszanak	plibagodnak	plibag	ßik	plibagßik	2	plibagßik	TRUE	FALSE
plibagszik	plibagodik	tek	plibagszotok	plibagodtok	plibag	ßik	plibagßik	2	plibagßik	TRUE	FALSE
plibagszik	plibagodik	ünk	plibagszunk	plibagodunk	plibag	ßik	plibagßik	2	plibagßik	TRUE	FALSE
csázlik	csázozik	nek	csázlanak	csázoznak	çáz	lik	çázlik	1	çázlik	TRUE	TRUE
csázlik	csázozik	tek	csázlotok	csázoztok	çáz	lik	çázlik	1	çázlik	TRUE	TRUE
csázlik	csázozik	ünk	csázlunk	csázozunk	çáz	lik	çázlik	1	çázlik	TRUE	TRUE
dilaklik	dilakozik	nek	dilaklanak	dilakoznak	dilak	lik	dilaklik	2	dilaklik	TRUE	TRUE
dilaklik	dilakozik	tek	dilaklotok	dilakoztok	dilak	lik	dilaklik	2	dilaklik	TRUE	TRUE
dilaklik	dilakozik	ünk	dilaklunk	dilakozunk	dilak	lik	dilaklik	2	dilaklik	TRUE	TRUE
hálakszik	hálakodik	nek	hálakszanak	hálakodnak	hálak	ßik	hálakßik	2	hálakßik	TRUE	FALSE
hálakszik	hálakodik	tek	hálakszotok	hálakodtok	hálak	ßik	hálakßik	2	hálakßik	TRUE	FALSE
hálakszik	hálakodik	ünk	hálakszunk	hálakodunk	hálak	ßik	hálakßik	2	hálakßik	TRUE	FALSE
vömlik	vömözik	nek	vömlenek	vömöznek	vöm	lik	vömlik	1	vömlik	TRUE	FALSE
vömlik	vömözik	tek	vömlötök	vömöztök	vöm	lik	vömlik	1	vömlik	TRUE	FALSE
vömlik	vömözik	ünk	vömlünk	vömözünk	vöm	lik	vömlik	1	vömlik	TRUE	FALSE
drejlik	drejezik	nek	drejlenek	drejeznek	drej	lik	drejlik	1	drejlik	TRUE	FALSE
drejlik	drejezik	tek	drejletek	drejeztek	drej	lik	drejlik	1	drejlik	TRUE	FALSE
drejlik	drejezik	ünk	drejlünk	drejezünk	drej	lik	drejlik	1	drejlik	TRUE	FALSE
dihagzik	dihagozik	nek	dihagzanak	dihagoznak	dihag	zik	dihagzik	2	dihagzik	TRUE	TRUE
dihagzik	dihagozik	tek	dihagzotok	dihagoztok	dihag	zik	dihagzik	2	dihagzik	TRUE	TRUE
dihagzik	dihagozik	ünk	dihagzunk	dihagozunk	dihag	zik	dihagzik	2	dihagzik	TRUE	TRUE
flézlik	flézezik	nek	flézlenek	flézeznek	fléz	lik	flézlik	1	flézlik	TRUE	TRUE
flézlik	flézezik	tek	flézletek	flézeztek	fléz	lik	flézlik	1	flézlik	TRUE	TRUE
flézlik	flézezik	ünk	flézlünk	flézezünk	fléz	lik	flézlik	1	flézlik	TRUE	TRUE
fratánylik	fratányozik	nek	fratánylanak	fratányoznak	fratá¥	lik	fratá¥lik	2	fratá¥lik	TRUE	TRUE
fratánylik	fratányozik	tek	fratánylotok	fratányoztok	fratá¥	lik	fratá¥lik	2	fratá¥lik	TRUE	TRUE
fratánylik	fratányozik	ünk	fratánylunk	fratányozunk	fratá¥	lik	fratá¥lik	2	fratá¥lik	TRUE	TRUE
pliremlik	pliremezik	nek	pliremlenek	pliremeznek	plirem	lik	pliremlik	2	pliremlik	TRUE	FALSE
pliremlik	pliremezik	tek	pliremletek	pliremeztek	plirem	lik	pliremlik	2	pliremlik	TRUE	FALSE
