prompt_cc	prompt_cvc	suffix_ep	target_cc	target_cvc	tr_stem	tr_end	prompt_cc_tr	nsyl
máragszik	máragodik	ünk	máragszunk	máragodunk	márag	ßik	máragßik	2
vonylik	vonyozik	nek	vonylanak	vonyoznak	vo¥	lik	vo¥lik	1
vonylik	vonyozik	tek	vonylotok	vonyoztok	vo¥	lik	vo¥lik	1
vonylik	vonyozik	ünk	vonylunk	vonyozunk	vo¥	lik	vo¥lik	1
döjlik	döjözik	nek	döjlenek	döjöznek	döj	lik	döjlik	1
döjlik	döjözik	tek	döjlötök	döjöztök	döj	lik	döjlik	1
döjlik	döjözik	ünk	döjlünk	döjözünk	döj	lik	döjlik	1
drágajlik	drágajozik	nek	drágajlanak	drágajoznak	drágaj	lik	drágajlik	2
drágajlik	drágajozik	tek	drágajlotok	drágajoztok	drágaj	lik	drágajlik	2
drágajlik	drágajozik	ünk	drágajlunk	drágajozunk	drágaj	lik	drágajlik	2
gihamlik	gihamozik	nek	gihamlanak	gihamoznak	giham	lik	gihamlik	2
gihamlik	gihamozik	tek	gihamlotok	gihamoztok	giham	lik	gihamlik	2
gihamlik	gihamozik	ünk	gihamlunk	gihamozunk	giham	lik	gihamlik	2
magánylik	magányozik	nek	magánylanak	magányoznak	magá¥	lik	magá¥lik	2
magánylik	magányozik	tek	magánylotok	magányoztok	magá¥	lik	magá¥lik	2
magánylik	magányozik	ünk	magánylunk	magányozunk	magá¥	lik	magá¥lik	2
dilemlik	dilemezik	nek	dilemlenek	dilemeznek	dilem	lik	dilemlik	2
dilemlik	dilemezik	tek	dilemletek	dilemeztek	dilem	lik	dilemlik	2
dilemlik	dilemezik	ünk	dilemlünk	dilemezünk	dilem	lik	dilemlik	2
nyizlik	nyizozik	nek	nyizlanak	nyizoznak	¥iz	lik	¥izlik	1
nyizlik	nyizozik	tek	nyizlotok	nyizoztok	¥iz	lik	¥izlik	1
nyizlik	nyizozik	ünk	nyizlunk	nyizozunk	¥iz	lik	¥izlik	1
trilekszik	trilekedik	nek	trilekszenek	trilekednek	trilek	ßik	trilekßik	2
trilekszik	trilekedik	tek	trilekszetek	trilekedtek	trilek	ßik	trilekßik	2
trilekszik	trilekedik	ünk	trilekszünk	trilekedünk	trilek	ßik	trilekßik	2
fláraslik	flárasozik	nek	fláraslanak	flárasoznak	fláras	lik	fláraslik	2
fláraslik	flárasozik	tek	fláraslotok	flárasoztok	fláras	lik	fláraslik	2
fláraslik	flárasozik	ünk	fláraslunk	flárasozunk	fláras	lik	fláraslik	2
sprigzik	sprigozik	nek	sprigzanak	sprigoznak	sprig	zik	sprigzik	1
sprigzik	sprigozik	tek	sprigzotok	sprigoztok	sprig	zik	sprigzik	1
sprigzik	sprigozik	ünk	sprigzunk	sprigozunk	sprig	zik	sprigzik	1
plibagszik	plibagodik	nek	plibagszanak	plibagodnak	plibag	ßik	plibagßik	2
plibagszik	plibagodik	tek	plibagszotok	plibagodtok	plibag	ßik	plibagßik	2
plibagszik	plibagodik	ünk	plibagszunk	plibagodunk	plibag	ßik	plibagßik	2
csázlik	csázozik	nek	csázlanak	csázoznak	çáz	lik	çázlik	1
csázlik	csázozik	tek	csázlotok	csázoztok	çáz	lik	çázlik	1
csázlik	csázozik	ünk	csázlunk	csázozunk	çáz	lik	çázlik	1
dilaklik	dilakozik	nek	dilaklanak	dilakoznak	dilak	lik	dilaklik	2
dilaklik	dilakozik	tek	dilaklotok	dilakoztok	dilak	lik	dilaklik	2
dilaklik	dilakozik	ünk	dilaklunk	dilakozunk	dilak	lik	dilaklik	2
hálakszik	hálakodik	nek	hálakszanak	hálakodnak	hálak	ßik	hálakßik	2
hálakszik	hálakodik	tek	hálakszotok	hálakodtok	hálak	ßik	hálakßik	2
hálakszik	hálakodik	ünk	hálakszunk	hálakodunk	hálak	ßik	hálakßik	2
vömlik	vömözik	nek	vömlenek	vömöznek	vöm	lik	vömlik	1
vömlik	vömözik	tek	vömlötök	vömöztök	vöm	lik	vömlik	1
vömlik	vömözik	ünk	vömlünk	vömözünk	vöm	lik	vömlik	1
drejlik	drejezik	nek	drejlenek	drejeznek	drej	lik	drejlik	1
drejlik	drejezik	tek	drejletek	drejeztek	drej	lik	drejlik	1
drejlik	drejezik	ünk	drejlünk	drejezünk	drej	lik	drejlik	1
dihagzik	dihagozik	nek	dihagzanak	dihagoznak	dihag	zik	dihagzik	2
dihagzik	dihagozik	tek	dihagzotok	dihagoztok	dihag	zik	dihagzik	2
dihagzik	dihagozik	ünk	dihagzunk	dihagozunk	dihag	zik	dihagzik	2
flézlik	flézezik	nek	flézlenek	flézeznek	fléz	lik	flézlik	1
flézlik	flézezik	tek	flézletek	flézeztek	fléz	lik	flézlik	1
flézlik	flézezik	ünk	flézlünk	flézezünk	fléz	lik	flézlik	1
fratánylik	fratányozik	nek	fratánylanak	fratányoznak	fratá¥	lik	fratá¥lik	2
fratánylik	fratányozik	tek	fratánylotok	fratányoztok	fratá¥	lik	fratá¥lik	2
fratánylik	fratányozik	ünk	fratánylunk	fratányozunk	fratá¥	lik	fratá¥lik	2
pliremlik	pliremezik	nek	pliremlenek	pliremeznek	plirem	lik	pliremlik	2
pliremlik	pliremezik	tek	pliremletek	pliremeztek	plirem	lik	pliremlik	2
pliremlik	pliremezik	ünk	pliremlünk	pliremezünk	plirem	lik	pliremlik	2
promlik	promozik	nek	promlanak	promoznak	prom	lik	promlik	1
promlik	promozik	tek	promlotok	promoztok	prom	lik	promlik	1
promlik	promozik	ünk	promlunk	promozunk	prom	lik	promlik	1
lűklik	lűközik	nek	lűklenek	lűköznek	lűk	lik	lűklik	1
lűklik	lűközik	tek	lűklötök	lűköztök	lűk	lik	lűklik	1
lűklik	lűközik	ünk	lűklünk	lűközünk	lűk	lik	lűklik	1
pörzik	pörözik	nek	pörzenek	pöröznek	pör	zik	pörzik	1
pörzik	pörözik	tek	pörzötök	pöröztök	pör	zik	pörzik	1
pörzik	pörözik	ünk	pörzünk	pörözünk	pör	zik	pörzik	1
gyihegzik	gyihegezik	nek	gyihegzenek	gyihegeznek	©iheg	zik	©ihegzik	2
gyihegzik	gyihegezik	tek	gyihegzetek	gyihegeztek	©iheg	zik	©ihegzik	2
gyihegzik	gyihegezik	ünk	gyihegzünk	gyihegezünk	©iheg	zik	©ihegzik	2
trűjzik	trűjözik	nek	trűjzenek	trűjöznek	trűj	zik	trűjzik	1
trűjzik	trűjözik	tek	trűjzötök	trűjöztök	trűj	zik	trűjzik	1
trűjzik	trűjözik	ünk	trűjzünk	trűjözünk	trűj	zik	trűjzik	1
bálapszik	bálapodik	nek	bálapszanak	bálapodnak	bálap	ßik	bálapßik	2
bálapszik	bálapodik	tek	bálapszotok	bálapodtok	bálap	ßik	bálapßik	2
bálapszik	bálapodik	ünk	bálapszunk	bálapodunk	bálap	ßik	bálapßik	2
trólonylik	trólonyozik	nek	trólonylanak	trólonyoznak	trólo¥	lik	trólo¥lik	2
trólonylik	trólonyozik	tek	trólonylotok	trólonyoztok	trólo¥	lik	trólo¥lik	2
trólonylik	trólonyozik	ünk	trólonylunk	trólonyozunk	trólo¥	lik	trólo¥lik	2
spügzik	spügözik	nek	spügzenek	spügöznek	spüg	zik	spügzik	1
spügzik	spügözik	tek	spügzötök	spügöztök	spüg	zik	spügzik	1
spügzik	spügözik	ünk	spügzünk	spügözünk	spüg	zik	spügzik	1
fihakszik	fihakodik	nek	fihakszanak	fihakodnak	fihak	ßik	fihakßik	2
fihakszik	fihakodik	tek	fihakszotok	fihakodtok	fihak	ßik	fihakßik	2
fihakszik	fihakodik	ünk	fihakszunk	fihakodunk	fihak	ßik	fihakßik	2
siheglik	sihegezik	nek	siheglenek	sihegeznek	siheg	lik	siheglik	2
siheglik	sihegezik	tek	sihegletek	sihegeztek	siheg	lik	siheglik	2
siheglik	sihegezik	ünk	siheglünk	sihegezünk	siheg	lik	siheglik	2
vihapszik	vihapodik	nek	vihapszanak	vihapodnak	vihap	ßik	vihapßik	2
vihapszik	vihapodik	tek	vihapszotok	vihapodtok	vihap	ßik	vihapßik	2
vihapszik	vihapodik	ünk	vihapszunk	vihapodunk	vihap	ßik	vihapßik	2
gyihaklik	gyihakozik	nek	gyihaklanak	gyihakoznak	©ihak	lik	©ihaklik	2
gyihaklik	gyihakozik	tek	gyihaklotok	gyihakoztok	©ihak	lik	©ihaklik	2
gyihaklik	gyihakozik	ünk	gyihaklunk	gyihakozunk	©ihak	lik	©ihaklik	2
trivakszik	trivakodik	nek	trivakszanak	trivakodnak	trivak	ßik	trivakßik	2
trivakszik	trivakodik	tek	trivakszotok	trivakodtok	trivak	ßik	trivakßik	2
trivakszik	trivakodik	ünk	trivakszunk	trivakodunk	trivak	ßik	trivakßik	2
fröjlik	fröjözik	nek	fröjlenek	fröjöznek	fröj	lik	fröjlik	1
fröjlik	fröjözik	tek	fröjlötök	fröjöztök	fröj	lik	fröjlik	1
fröjlik	fröjözik	ünk	fröjlünk	fröjözünk	fröj	lik	fröjlik	1
fribakszik	fribakodik	nek	fribakszanak	fribakodnak	fribak	ßik	fribakßik	2
fribakszik	fribakodik	tek	fribakszotok	fribakodtok	fribak	ßik	fribakßik	2
fribakszik	fribakodik	ünk	fribakszunk	fribakodunk	fribak	ßik	fribakßik	2
triklik	trikozik	nek	triklanak	trikoznak	trik	lik	triklik	1
triklik	trikozik	tek	triklotok	trikoztok	trik	lik	triklik	1
triklik	trikozik	ünk	triklunk	trikozunk	trik	lik	triklik	1
dujzik	dujozik	nek	dujzanak	dujoznak	duj	zik	dujzik	1
dujzik	dujozik	tek	dujzotok	dujoztok	duj	zik	dujzik	1
dujzik	dujozik	ünk	dujzunk	dujozunk	duj	zik	dujzik	1
branylik	branyozik	nek	branylanak	branyoznak	bra¥	lik	bra¥lik	1
branylik	branyozik	tek	branylotok	branyoztok	bra¥	lik	bra¥lik	1
branylik	branyozik	ünk	branylunk	branyozunk	bra¥	lik	bra¥lik	1
pliszlik	pliszozik	nek	pliszlanak	pliszoznak	pliß	lik	plißlik	1
pliszlik	pliszozik	tek	pliszlotok	pliszoztok	pliß	lik	plißlik	1
pliszlik	pliszozik	ünk	pliszlunk	pliszozunk	pliß	lik	plißlik	1
hirégszik	hirégedik	nek	hirégszenek	hirégednek	hirég	ßik	hirégßik	2
hirégszik	hirégedik	tek	hirégszetek	hirégedtek	hirég	ßik	hirégßik	2
hirégszik	hirégedik	ünk	hirégszünk	hirégedünk	hirég	ßik	hirégßik	2
lélszik	léledik	nek	lélszenek	lélednek	lél	ßik	lélßik	1
lélszik	léledik	tek	lélszetek	léledtek	lél	ßik	lélßik	1
lélszik	léledik	ünk	lélszünk	léledünk	lél	ßik	lélßik	1
spalárzik	spalározik	nek	spalárzanak	spalároznak	spalár	zik	spalárzik	2
spalárzik	spalározik	tek	spalárzotok	spalároztok	spalár	zik	spalárzik	2
spalárzik	spalározik	ünk	spalárzunk	spalározunk	spalár	zik	spalárzik	2
mirénylik	mirényezik	nek	mirénylenek	mirényeznek	miré¥	lik	miré¥lik	2
mirénylik	mirényezik	tek	mirényletek	mirényeztek	miré¥	lik	miré¥lik	2
mirénylik	mirényezik	ünk	mirénylünk	mirényezünk	miré¥	lik	miré¥lik	2
nyélepszik	nyélepedik	nek	nyélepszenek	nyélepednek	¥élep	ßik	¥élepßik	2
nyélepszik	nyélepedik	tek	nyélepszetek	nyélepedtek	¥élep	ßik	¥élepßik	2
nyélepszik	nyélepedik	ünk	nyélepszünk	nyélepedünk	¥élep	ßik	¥élepßik	2
firamlik	firamozik	nek	firamlanak	firamoznak	firam	lik	firamlik	2
firamlik	firamozik	tek	firamlotok	firamoztok	firam	lik	firamlik	2
firamlik	firamozik	ünk	firamlunk	firamozunk	firam	lik	firamlik	2
píbzik	píbozik	nek	píbzanak	píboznak	píb	zik	píbzik	1
píbzik	píbozik	tek	píbzotok	píboztok	píb	zik	píbzik	1
píbzik	píbozik	ünk	píbzunk	píbozunk	píb	zik	píbzik	1
milegszik	milegedik	nek	milegszenek	milegednek	mileg	ßik	milegßik	2
milegszik	milegedik	tek	milegszetek	milegedtek	mileg	ßik	milegßik	2
milegszik	milegedik	ünk	milegszünk	milegedünk	mileg	ßik	milegßik	2
drojzik	drojozik	nek	drojzanak	drojoznak	droj	zik	drojzik	1
drojzik	drojozik	tek	drojzotok	drojoztok	droj	zik	drojzik	1
drojzik	drojozik	ünk	drojzunk	drojozunk	droj	zik	drojzik	1
frágakszik	frágakodik	nek	frágakszanak	frágakodnak	frágak	ßik	frágakßik	2
frágakszik	frágakodik	tek	frágakszotok	frágakodtok	frágak	ßik	frágakßik	2
frágakszik	frágakodik	ünk	frágakszunk	frágakodunk	frágak	ßik	frágakßik	2
spűjzik	spűjözik	nek	spűjzenek	spűjöznek	spűj	zik	spűjzik	1
spűjzik	spűjözik	tek	spűjzötök	spűjöztök	spűj	zik	spűjzik	1
spűjzik	spűjözik	ünk	spűjzünk	spűjözünk	spűj	zik	spűjzik	1
brájzik	brájozik	nek	brájzanak	brájoznak	bráj	zik	brájzik	1
brájzik	brájozik	tek	brájzotok	brájoztok	bráj	zik	brájzik	1
brájzik	brájozik	ünk	brájzunk	brájozunk	bráj	zik	brájzik	1
brárlik	brározik	nek	brárlanak	brároznak	brár	lik	brárlik	1
brárlik	brározik	tek	brárlotok	brároztok	brár	lik	brárlik	1
brárlik	brározik	ünk	brárlunk	brározunk	brár	lik	brárlik	1
bruborzik	bruborozik	nek	bruborzanak	bruboroznak	brubor	zik	bruborzik	2
bruborzik	bruborozik	tek	bruborzotok	bruboroztok	brubor	zik	bruborzik	2
bruborzik	bruborozik	ünk	bruborzunk	bruborozunk	brubor	zik	bruborzik	2
kláragszik	kláragodik	nek	kláragszanak	kláragodnak	klárag	ßik	kláragßik	2
kláragszik	kláragodik	tek	kláragszotok	kláragodtok	klárag	ßik	kláragßik	2
kláragszik	kláragodik	ünk	kláragszunk	kláragodunk	klárag	ßik	kláragßik	2
valánylik	valányozik	nek	valánylanak	valányoznak	valá¥	lik	valá¥lik	2
valánylik	valányozik	tek	valánylotok	valányoztok	valá¥	lik	valá¥lik	2
valánylik	valányozik	ünk	valánylunk	valányozunk	valá¥	lik	valá¥lik	2
nyüröslik	nyürösözik	nek	nyüröslenek	nyürösöznek	¥ürös	lik	¥üröslik	2
nyüröslik	nyürösözik	tek	nyüröslötök	nyürösöztök	¥ürös	lik	¥üröslik	2
nyüröslik	nyürösözik	ünk	nyüröslünk	nyürösözünk	¥ürös	lik	¥üröslik	2
tratágzik	tratágozik	nek	tratágzanak	tratágoznak	tratág	zik	tratágzik	2
tratágzik	tratágozik	tek	tratágzotok	tratágoztok	tratág	zik	tratágzik	2
tratágzik	tratágozik	ünk	tratágzunk	tratágozunk	tratág	zik	tratágzik	2
drakszik	drakodik	nek	drakszanak	drakodnak	drak	ßik	drakßik	1
drakszik	drakodik	tek	drakszotok	drakodtok	drak	ßik	drakßik	1
drakszik	drakodik	ünk	drakszunk	drakodunk	drak	ßik	drakßik	1
hirajlik	hirajozik	nek	hirajlanak	hirajoznak	hiraj	lik	hirajlik	2
hirajlik	hirajozik	tek	hirajlotok	hirajoztok	hiraj	lik	hirajlik	2
hirajlik	hirajozik	ünk	hirajlunk	hirajozunk	hiraj	lik	hirajlik	2
csibagzik	csibagozik	nek	csibagzanak	csibagoznak	çibag	zik	çibagzik	2
csibagzik	csibagozik	tek	csibagzotok	csibagoztok	çibag	zik	çibagzik	2
csibagzik	csibagozik	ünk	csibagzunk	csibagozunk	çibag	zik	çibagzik	2
tágaklik	tágakozik	nek	tágaklanak	tágakoznak	tágak	lik	tágaklik	2
tágaklik	tágakozik	tek	tágaklotok	tágakoztok	tágak	lik	tágaklik	2
tágaklik	tágakozik	ünk	tágaklunk	tágakozunk	tágak	lik	tágaklik	2
leténylik	letényezik	nek	leténylenek	letényeznek	leté¥	lik	leté¥lik	2
leténylik	letényezik	tek	letényletek	letényeztek	leté¥	lik	leté¥lik	2
leténylik	letényezik	ünk	leténylünk	letényezünk	leté¥	lik	leté¥lik	2
telszik	teledik	nek	telszenek	telednek	tel	ßik	telßik	1
telszik	teledik	tek	telszetek	teledtek	tel	ßik	telßik	1
telszik	teledik	ünk	telszünk	teledünk	tel	ßik	telßik	1
tilapszik	tilapodik	nek	tilapszanak	tilapodnak	tilap	ßik	tilapßik	2
tilapszik	tilapodik	tek	tilapszotok	tilapodtok	tilap	ßik	tilapßik	2
tilapszik	tilapodik	ünk	tilapszunk	tilapodunk	tilap	ßik	tilapßik	2
hákszik	hákodik	nek	hákszanak	hákodnak	hák	ßik	hákßik	1
hákszik	hákodik	tek	hákszotok	hákodtok	hák	ßik	hákßik	1
hákszik	hákodik	ünk	hákszunk	hákodunk	hák	ßik	hákßik	1
bokszik	bokodik	nek	bokszanak	bokodnak	bok	ßik	bokßik	1
bokszik	bokodik	tek	bokszotok	bokodtok	bok	ßik	bokßik	1
bokszik	bokodik	ünk	bokszunk	bokodunk	bok	ßik	bokßik	1
lagárzik	lagározik	nek	lagárzanak	lagároznak	lagár	zik	lagárzik	2
lagárzik	lagározik	tek	lagárzotok	lagároztok	lagár	zik	lagárzik	2
lagárzik	lagározik	ünk	lagárzunk	lagározunk	lagár	zik	lagárzik	2
sigzik	sigozik	nek	sigzanak	sigoznak	sig	zik	sigzik	1
sigzik	sigozik	tek	sigzotok	sigoztok	sig	zik	sigzik	1
sigzik	sigozik	ünk	sigzunk	sigozunk	sig	zik	sigzik	1
tágakszik	tágakodik	nek	tágakszanak	tágakodnak	tágak	ßik	tágakßik	2
tágakszik	tágakodik	tek	tágakszotok	tágakodtok	tágak	ßik	tágakßik	2
tágakszik	tágakodik	ünk	tágakszunk	tágakodunk	tágak	ßik	tágakßik	2
bötőrzik	bötőrözik	nek	bötőrzenek	bötőröznek	bötőr	zik	bötőrzik	2
bötőrzik	bötőrözik	tek	bötőrzötök	bötőröztök	bötőr	zik	bötőrzik	2
bötőrzik	bötőrözik	ünk	bötőrzünk	bötőrözünk	bötőr	zik	bötőrzik	2
sprűrlik	sprűrözik	nek	sprűrlenek	sprűröznek	sprűr	lik	sprűrlik	1
sprűrlik	sprűrözik	tek	sprűrlötök	sprűröztök	sprűr	lik	sprűrlik	1
sprűrlik	sprűrözik	ünk	sprűrlünk	sprűrözünk	sprűr	lik	sprűrlik	1
lumlik	lumozik	nek	lumlanak	lumoznak	lum	lik	lumlik	1
lumlik	lumozik	tek	lumlotok	lumoztok	lum	lik	lumlik	1
lumlik	lumozik	ünk	lumlunk	lumozunk	lum	lik	lumlik	1
kliránylik	klirányozik	nek	kliránylanak	klirányoznak	klirá¥	lik	klirá¥lik	2
kliránylik	klirányozik	tek	kliránylotok	klirányoztok	klirá¥	lik	klirá¥lik	2
kliránylik	klirányozik	ünk	kliránylunk	klirányozunk	klirá¥	lik	klirá¥lik	2
csubzik	csubozik	nek	csubzanak	csuboznak	çub	zik	çubzik	1
csubzik	csubozik	tek	csubzotok	csuboztok	çub	zik	çubzik	1
csubzik	csubozik	ünk	csubzunk	csubozunk	çub	zik	çubzik	1
szörlik	szörözik	nek	szörlenek	szöröznek	ßör	lik	ßörlik	1
szörlik	szörözik	tek	szörlötök	szöröztök	ßör	lik	ßörlik	1
szörlik	szörözik	ünk	szörlünk	szörözünk	ßör	lik	ßörlik	1
fihemlik	fihemezik	nek	fihemlenek	fihemeznek	fihem	lik	fihemlik	2
fihemlik	fihemezik	tek	fihemletek	fihemeztek	fihem	lik	fihemlik	2
fihemlik	fihemezik	ünk	fihemlünk	fihemezünk	fihem	lik	fihemlik	2
filánylik	filányozik	nek	filánylanak	filányoznak	filá¥	lik	filá¥lik	2
filánylik	filányozik	tek	filánylotok	filányoztok	filá¥	lik	filá¥lik	2
filánylik	filányozik	ünk	filánylunk	filányozunk	filá¥	lik	filá¥lik	2
hílszik	hílodik	nek	hílszanak	hílodnak	híl	ßik	hílßik	1
hílszik	hílodik	tek	hílszotok	hílodtok	híl	ßik	hílßik	1
hílszik	hílodik	ünk	hílszunk	hílodunk	híl	ßik	hílßik	1
spuborzik	spuborozik	nek	spuborzanak	spuboroznak	spubor	zik	spuborzik	2
spuborzik	spuborozik	tek	spuborzotok	spuboroztok	spubor	zik	spuborzik	2
spuborzik	spuborozik	ünk	spuborzunk	spuborozunk	spubor	zik	spuborzik	2
fegzik	fegezik	nek	fegzenek	fegeznek	feg	zik	fegzik	1
fegzik	fegezik	tek	fegzetek	fegeztek	feg	zik	fegzik	1
fegzik	fegezik	ünk	fegzünk	fegezünk	feg	zik	fegzik	1
drilarzik	drilarozik	nek	drilarzanak	drilaroznak	drilar	zik	drilarzik	2
drilarzik	drilarozik	tek	drilarzotok	drilaroztok	drilar	zik	drilarzik	2
drilarzik	drilarozik	ünk	drilarzunk	drilarozunk	drilar	zik	drilarzik	2
drivegzik	drivegezik	nek	drivegzenek	drivegeznek	driveg	zik	drivegzik	2
drivegzik	drivegezik	tek	drivegzetek	drivegeztek	driveg	zik	drivegzik	2
drivegzik	drivegezik	ünk	drivegzünk	drivegezünk	driveg	zik	drivegzik	2
lödlik	lödözik	nek	lödlenek	lödöznek	löd	lik	lödlik	1
lödlik	lödözik	tek	lödlötök	lödöztök	löd	lik	lödlik	1
lödlik	lödözik	ünk	lödlünk	lödözünk	löd	lik	lödlik	1
plímlik	plímozik	nek	plímlanak	plímoznak	plím	lik	plímlik	1
plímlik	plímozik	tek	plímlotok	plímoztok	plím	lik	plímlik	1
plímlik	plímozik	ünk	plímlunk	plímozunk	plím	lik	plímlik	1
fóloklik	fólokozik	nek	fóloklanak	fólokoznak	fólok	lik	fóloklik	2
fóloklik	fólokozik	tek	fóloklotok	fólokoztok	fólok	lik	fóloklik	2
fóloklik	fólokozik	ünk	fóloklunk	fólokozunk	fólok	lik	fóloklik	2
plérepszik	plérepedik	nek	plérepszenek	plérepednek	plérep	ßik	plérepßik	2
plérepszik	plérepedik	tek	plérepszetek	plérepedtek	plérep	ßik	plérepßik	2
plérepszik	plérepedik	ünk	plérepszünk	plérepedünk	plérep	ßik	plérepßik	2
spibamlik	spibamozik	nek	spibamlanak	spibamoznak	spibam	lik	spibamlik	2
spibamlik	spibamozik	tek	spibamlotok	spibamoztok	spibam	lik	spibamlik	2
spibamlik	spibamozik	ünk	spibamlunk	spibamozunk	spibam	lik	spibamlik	2
nágapszik	nágapodik	nek	nágapszanak	nágapodnak	nágap	ßik	nágapßik	2
nágapszik	nágapodik	tek	nágapszotok	nágapodtok	nágap	ßik	nágapßik	2
nágapszik	nágapodik	ünk	nágapszunk	nágapodunk	nágap	ßik	nágapßik	2
köszlik	köszözik	nek	köszlenek	köszöznek	köß	lik	kößlik	1
köszlik	köszözik	tek	köszlötök	köszöztök	köß	lik	kößlik	1
köszlik	köszözik	ünk	köszlünk	köszözünk	köß	lik	kößlik	1
nyürzik	nyürözik	nek	nyürzenek	nyüröznek	¥ür	zik	¥ürzik	1
nyürzik	nyürözik	tek	nyürzötök	nyüröztök	¥ür	zik	¥ürzik	1
nyürzik	nyürözik	ünk	nyürzünk	nyürözünk	¥ür	zik	¥ürzik	1
spelénylik	spelényezik	nek	spelénylenek	spelényeznek	spelé¥	lik	spelé¥lik	2
spelénylik	spelényezik	tek	spelényletek	spelényeztek	spelé¥	lik	spelé¥lik	2
spelénylik	spelényezik	ünk	spelénylünk	spelényezünk	spelé¥	lik	spelé¥lik	2
dribemlik	dribemezik	nek	dribemlenek	dribemeznek	dribem	lik	dribemlik	2
dribemlik	dribemezik	tek	dribemletek	dribemeztek	dribem	lik	dribemlik	2
dribemlik	dribemezik	ünk	dribemlünk	dribemezünk	dribem	lik	dribemlik	2
míslik	mísozik	nek	míslanak	mísoznak	mís	lik	míslik	1
míslik	mísozik	tek	míslotok	mísoztok	mís	lik	míslik	1
míslik	mísozik	ünk	míslunk	mísozunk	mís	lik	míslik	1
brürzik	brürözik	nek	brürzenek	brüröznek	brür	zik	brürzik	1
brürzik	brürözik	tek	brürzötök	brüröztök	brür	zik	brürzik	1
brürzik	brürözik	ünk	brürzünk	brürözünk	brür	zik	brürzik	1
hilepszik	hilepedik	nek	hilepszenek	hilepednek	hilep	ßik	hilepßik	2
hilepszik	hilepedik	tek	hilepszetek	hilepedtek	hilep	ßik	hilepßik	2
hilepszik	hilepedik	ünk	hilepszünk	hilepedünk	hilep	ßik	hilepßik	2
tuborzik	tuborozik	nek	tuborzanak	tuboroznak	tubor	zik	tuborzik	2
tuborzik	tuborozik	tek	tuborzotok	tuboroztok	tubor	zik	tuborzik	2
tuborzik	tuborozik	ünk	tuborzunk	tuborozunk	tubor	zik	tuborzik	2
pribaglik	pribagozik	nek	pribaglanak	pribagoznak	pribag	lik	pribaglik	2
pribaglik	pribagozik	tek	pribaglotok	pribagoztok	pribag	lik	pribaglik	2
pribaglik	pribagozik	ünk	pribaglunk	pribagozunk	pribag	lik	pribaglik	2
diránylik	dirányozik	nek	diránylanak	dirányoznak	dirá¥	lik	dirá¥lik	2
diránylik	dirányozik	tek	diránylotok	dirányoztok	dirá¥	lik	dirá¥lik	2
diránylik	dirányozik	ünk	diránylunk	dirányozunk	dirá¥	lik	dirá¥lik	2
tivégszik	tivégedik	nek	tivégszenek	tivégednek	tivég	ßik	tivégßik	2
tivégszik	tivégedik	tek	tivégszetek	tivégedtek	tivég	ßik	tivégßik	2
tivégszik	tivégedik	ünk	tivégszünk	tivégedünk	tivég	ßik	tivégßik	2
tribégszik	tribégedik	nek	tribégszenek	tribégednek	tribég	ßik	tribégßik	2
tribégszik	tribégedik	tek	tribégszetek	tribégedtek	tribég	ßik	tribégßik	2
tribégszik	tribégedik	ünk	tribégszünk	tribégedünk	tribég	ßik	tribégßik	2
giharzik	giharozik	nek	giharzanak	giharoznak	gihar	zik	giharzik	2
giharzik	giharozik	tek	giharzotok	giharoztok	gihar	zik	giharzik	2
giharzik	giharozik	ünk	giharzunk	giharozunk	gihar	zik	giharzik	2
lájzik	lájozik	nek	lájzanak	lájoznak	láj	zik	lájzik	1
lájzik	lájozik	tek	lájzotok	lájoztok	láj	zik	lájzik	1
lájzik	lájozik	ünk	lájzunk	lájozunk	láj	zik	lájzik	1
hileglik	hilegezik	nek	hileglenek	hilegeznek	hileg	lik	hileglik	2
hileglik	hilegezik	tek	hilegletek	hilegeztek	hileg	lik	hileglik	2
hileglik	hilegezik	ünk	hileglünk	hilegezünk	hileg	lik	hileglik	2
livekszik	livekedik	nek	livekszenek	livekednek	livek	ßik	livekßik	2
livekszik	livekedik	tek	livekszetek	livekedtek	livek	ßik	livekßik	2
livekszik	livekedik	ünk	livekszünk	livekedünk	livek	ßik	livekßik	2
míjzik	míjozik	nek	míjzanak	míjoznak	míj	zik	míjzik	1
míjzik	míjozik	tek	míjzotok	míjoztok	míj	zik	míjzik	1
míjzik	míjozik	ünk	míjzunk	míjozunk	míj	zik	míjzik	1
gihejlik	gihejezik	nek	gihejlenek	gihejeznek	gihej	lik	gihejlik	2
gihejlik	gihejezik	tek	gihejletek	gihejeztek	gihej	lik	gihejlik	2
gihejlik	gihejezik	ünk	gihejlünk	gihejezünk	gihej	lik	gihejlik	2
kiháglik	kihágozik	nek	kiháglanak	kihágoznak	kihág	lik	kiháglik	2
kiháglik	kihágozik	tek	kiháglotok	kihágoztok	kihág	lik	kiháglik	2
kiháglik	kihágozik	ünk	kiháglunk	kihágozunk	kihág	lik	kiháglik	2
padlik	padozik	nek	padlanak	padoznak	pad	lik	padlik	1
padlik	padozik	tek	padlotok	padoztok	pad	lik	padlik	1
padlik	padozik	ünk	padlunk	padozunk	pad	lik	padlik	1
plűröslik	plűrösözik	nek	plűröslenek	plűrösöznek	plűrös	lik	plűröslik	2
