tr	prompt	vowel_e	suffix_back	suffix_front	target_front	target_back
borßén	borszén	FALSE	ban	ben	borszénben	borszénban
borßén	borszén	FALSE	nak	nek	borszénnek	borszénnak
borßén	borszén	FALSE	nál	nél	borszénnél	borszénnál
dupet	dupet	TRUE	ban	ben	dupetben	dupetban
dupet	dupet	TRUE	nak	nek	dupetnek	dupetnak
dupet	dupet	TRUE	nál	nél	dupetnél	dupetnál
fihek	fihek	TRUE	ban	ben	fihekben	fihekban
fihek	fihek	TRUE	nak	nek	fiheknek	fiheknak
fihek	fihek	TRUE	nál	nél	fiheknél	fiheknál
ßáde©	szádegy	TRUE	ban	ben	szádegyben	szádegyban
ßáde©	szádegy	TRUE	nak	nek	szádegynek	szádegynak
ßáde©	szádegy	TRUE	nál	nél	szádegynél	szádegynál
morßép	morszép	FALSE	ban	ben	morszépben	morszépban
morßép	morszép	FALSE	nak	nek	morszépnek	morszépnak
morßép	morszép	FALSE	nál	nél	morszépnél	morszépnál
ine¬	inely	TRUE	ban	ben	inelyben	inelyban
ine¬	inely	TRUE	nak	nek	inelynek	inelynak
ine¬	inely	TRUE	nál	nél	inelynél	inelynál
pritéz	pritéz	FALSE	ban	ben	pritézben	pritézban
pritéz	pritéz	FALSE	nak	nek	pritéznek	pritéznak
pritéz	pritéz	FALSE	nál	nél	pritéznél	pritéznál
hije©	hijegy	TRUE	ban	ben	hijegyben	hijegyban
hije©	hijegy	TRUE	nak	nek	hijegynek	hijegynak
hije©	hijegy	TRUE	nál	nél	hijegynél	hijegynál
vorzét	vorzét	FALSE	ban	ben	vorzétben	vorzétban
vorzét	vorzét	FALSE	nak	nek	vorzétnek	vorzétnak
vorzét	vorzét	FALSE	nál	nél	vorzétnél	vorzétnál
fote©	fotegy	TRUE	ban	ben	fotegyben	fotegyban
fote©	fotegy	TRUE	nak	nek	fotegynek	fotegynak
fote©	fotegy	TRUE	nál	nél	fotegynél	fotegynál
húslec	húslec	TRUE	ban	ben	húslecben	húslecban
húslec	húslec	TRUE	nak	nek	húslecnek	húslecnak
húslec	húslec	TRUE	nál	nél	húslecnél	húslecnál
çukét	csukét	FALSE	ban	ben	csukétben	csukétban
çukét	csukét	FALSE	nak	nek	csukétnek	csukétnak
çukét	csukét	FALSE	nál	nél	csukétnél	csukétnál
kisec	kisec	TRUE	ban	ben	kisecben	kisecban
kisec	kisec	TRUE	nak	nek	kisecnek	kisecnak
kisec	kisec	TRUE	nál	nél	kisecnél	kisecnál
dorték	dorték	FALSE	ban	ben	dortékben	dortékban
dorték	dorték	FALSE	nak	nek	dortéknek	dortéknak
dorték	dorték	FALSE	nál	nél	dortéknél	dortéknál
dábe©	dábegy	TRUE	ban	ben	dábegyben	dábegyban
dábe©	dábegy	TRUE	nak	nek	dábegynek	dábegynak
dábe©	dábegy	TRUE	nál	nél	dábegynél	dábegynál
dibez	dibez	TRUE	ban	ben	dibezben	dibezban
dibez	dibez	TRUE	nak	nek	dibeznek	dibeznak
dibez	dibez	TRUE	nál	nél	dibeznél	dibeznál
brisket	brisket	TRUE	ban	ben	brisketben	brisketban
brisket	brisket	TRUE	nak	nek	brisketnek	brisketnak
brisket	brisket	TRUE	nál	nél	brisketnél	brisketnál
ßalfer	szalfer	TRUE	ban	ben	szalferben	szalferban
ßalfer	szalfer	TRUE	nak	nek	szalfernek	szalfernak
ßalfer	szalfer	TRUE	nál	nél	szalfernél	szalfernál
buhen	buhen	TRUE	ban	ben	buhenben	buhenban
buhen	buhen	TRUE	nak	nek	buhennek	buhennak
buhen	buhen	TRUE	nál	nél	buhennél	buhennál
zábe¬	zábely	TRUE	ban	ben	zábelyben	zábelyban
zábe¬	zábely	TRUE	nak	nek	zábelynek	zábelynak
zábe¬	zábely	TRUE	nál	nél	zábelynél	zábelynál
rosén	rosén	FALSE	ban	ben	rosénben	rosénban
rosén	rosén	FALSE	nak	nek	rosénnek	rosénnak
rosén	rosén	FALSE	nál	nél	rosénnél	rosénnál
bincez	bincez	TRUE	ban	ben	bincezben	bincezban
bincez	bincez	TRUE	nak	nek	binceznek	binceznak
bincez	bincez	TRUE	nál	nél	binceznél	binceznál
gúden	gúden	TRUE	ban	ben	gúdenben	gúdenban
gúden	gúden	TRUE	nak	nek	gúdennek	gúdennak
gúden	gúden	TRUE	nál	nél	gúdennél	gúdennál
Ωigén	zsigén	FALSE	ban	ben	zsigénben	zsigénban
Ωigén	zsigén	FALSE	nak	nek	zsigénnek	zsigénnak
Ωigén	zsigén	FALSE	nál	nél	zsigénnél	zsigénnál
ítens	ítens	TRUE	ban	ben	ítensben	ítensban
ítens	ítens	TRUE	nak	nek	ítensnek	ítensnak
ítens	ítens	TRUE	nál	nél	ítensnél	ítensnál
giçed	gicsed	TRUE	ban	ben	gicsedben	gicsedban
giçed	gicsed	TRUE	nak	nek	gicsednek	gicsednak
giçed	gicsed	TRUE	nál	nél	gicsednél	gicsednál
finde©	findegy	TRUE	ban	ben	findegyben	findegyban
finde©	findegy	TRUE	nak	nek	findegynek	findegynak
finde©	findegy	TRUE	nál	nél	findegynél	findegynál
rupéß	rupész	FALSE	ban	ben	rupészben	rupészban
rupéß	rupész	FALSE	nak	nek	rupésznek	rupésznak
rupéß	rupész	FALSE	nál	nél	rupésznél	rupésznál
gupel	gupel	TRUE	ban	ben	gupelben	gupelban
gupel	gupel	TRUE	nak	nek	gupelnek	gupelnak
gupel	gupel	TRUE	nál	nél	gupelnél	gupelnál
bruhe©	bruhegy	TRUE	ban	ben	bruhegyben	bruhegyban
bruhe©	bruhegy	TRUE	nak	nek	bruhegynek	bruhegynak
bruhe©	bruhegy	TRUE	nál	nél	bruhegynél	bruhegynál
pazév	pazév	FALSE	ban	ben	pazévben	pazévban
pazév	pazév	FALSE	nak	nek	pazévnek	pazévnak
pazév	pazév	FALSE	nál	nél	pazévnél	pazévnál
ßarted	szarted	TRUE	ban	ben	szartedben	szartedban
ßarted	szarted	TRUE	nak	nek	szartednek	szartednak
ßarted	szarted	TRUE	nál	nél	szartednél	szartednál
porzen	porzen	TRUE	ban	ben	porzenben	porzenban
porzen	porzen	TRUE	nak	nek	porzennek	porzennak
porzen	porzen	TRUE	nál	nél	porzennél	porzennál
nazes	nazes	TRUE	ban	ben	nazesben	nazesban
nazes	nazes	TRUE	nak	nek	nazesnek	nazesnak
nazes	nazes	TRUE	nál	nél	nazesnél	nazesnál
fißent	fiszent	TRUE	ban	ben	fiszentben	fiszentban
fißent	fiszent	TRUE	nak	nek	fiszentnek	fiszentnak
fißent	fiszent	TRUE	nál	nél	fiszentnél	fiszentnál
kublent	kublent	TRUE	ban	ben	kublentben	kublentban
kublent	kublent	TRUE	nak	nek	kublentnek	kublentnak
kublent	kublent	TRUE	nál	nél	kublentnél	kublentnál
jatéd	jatéd	FALSE	ban	ben	jatédben	jatédban
jatéd	jatéd	FALSE	nak	nek	jatédnek	jatédnak
jatéd	jatéd	FALSE	nál	nél	jatédnél	jatédnál
sonvel	sonvel	TRUE	ban	ben	sonvelben	sonvelban
sonvel	sonvel	TRUE	nak	nek	sonvelnek	sonvelnak
sonvel	sonvel	TRUE	nál	nél	sonvelnél	sonvelnál
pár¥éj	párnyéj	FALSE	ban	ben	párnyéjben	párnyéjban
pár¥éj	párnyéj	FALSE	nak	nek	párnyéjnek	párnyéjnak
pár¥éj	párnyéj	FALSE	nál	nél	párnyéjnél	párnyéjnál
surne©	surnegy	TRUE	ban	ben	surnegyben	surnegyban
surne©	surnegy	TRUE	nak	nek	surnegynek	surnegynak
surne©	surnegy	TRUE	nál	nél	surnegynél	surnegynál
vóhel	vóhel	TRUE	ban	ben	vóhelben	vóhelban
vóhel	vóhel	TRUE	nak	nek	vóhelnek	vóhelnak
vóhel	vóhel	TRUE	nál	nél	vóhelnél	vóhelnál
malkeß	malkesz	TRUE	ban	ben	malkeszben	malkeszban
malkeß	malkesz	TRUE	nak	nek	malkesznek	malkesznak
malkeß	malkesz	TRUE	nál	nél	malkesznél	malkesznál
mibég	mibég	FALSE	ban	ben	mibégben	mibégban
mibég	mibég	FALSE	nak	nek	mibégnek	mibégnak
mibég	mibég	FALSE	nál	nél	mibégnél	mibégnál
ramed	ramed	TRUE	ban	ben	ramedben	ramedban
ramed	ramed	TRUE	nak	nek	ramednek	ramednak
ramed	ramed	TRUE	nál	nél	ramednél	ramednál
gílent	gílent	TRUE	ban	ben	gílentben	gílentban
gílent	gílent	TRUE	nak	nek	gílentnek	gílentnak
gílent	gílent	TRUE	nál	nél	gílentnél	gílentnál
fádél	fádél	FALSE	ban	ben	fádélben	fádélban
fádél	fádél	FALSE	nak	nek	fádélnek	fádélnak
fádél	fádél	FALSE	nál	nél	fádélnél	fádélnál
lumeß	lumesz	TRUE	ban	ben	lumeszben	lumeszban
lumeß	lumesz	TRUE	nak	nek	lumesznek	lumesznak
lumeß	lumesz	TRUE	nál	nél	lumesznél	lumesznál
vijec	vijec	TRUE	ban	ben	vijecben	vijecban
vijec	vijec	TRUE	nak	nek	vijecnek	vijecnak
vijec	vijec	TRUE	nál	nél	vijecnél	vijecnál
navec	navec	TRUE	ban	ben	navecben	navecban
navec	navec	TRUE	nak	nek	navecnek	navecnak
navec	navec	TRUE	nál	nél	navecnél	navecnál
vádelt	vádelt	TRUE	ban	ben	vádeltben	vádeltban
vádelt	vádelt	TRUE	nak	nek	vádeltnek	vádeltnak
vádelt	vádelt	TRUE	nál	nél	vádeltnél	vádeltnál
ßuké¬	szukély	FALSE	ban	ben	szukélyben	szukélyban
ßuké¬	szukély	FALSE	nak	nek	szukélynek	szukélynak
ßuké¬	szukély	FALSE	nál	nél	szukélynél	szukélynál
jóbec	jóbec	TRUE	ban	ben	jóbecben	jóbecban
jóbec	jóbec	TRUE	nak	nek	jóbecnek	jóbecnak
jóbec	jóbec	TRUE	nál	nél	jóbecnél	jóbecnál
zosép	zosép	FALSE	ban	ben	zosépben	zosépban
zosép	zosép	FALSE	nak	nek	zosépnek	zosépnak
zosép	zosép	FALSE	nál	nél	zosépnél	zosépnál
spotév	spotév	FALSE	ban	ben	spotévben	spotévban
spotév	spotév	FALSE	nak	nek	spotévnek	spotévnak
spotév	spotév	FALSE	nál	nél	spotévnél	spotévnál
zopé¬	zopély	FALSE	ban	ben	zopélyben	zopélyban
zopé¬	zopély	FALSE	nak	nek	zopélynek	zopélynak
zopé¬	zopély	FALSE	nál	nél	zopélynél	zopélynál
zuten	zuten	TRUE	ban	ben	zutenben	zutenban
zuten	zuten	TRUE	nak	nek	zutennek	zutennak
zuten	zuten	TRUE	nál	nél	zutennél	zutennál
viské¬	viskély	FALSE	ban	ben	viskélyben	viskélyban
viské¬	viskély	FALSE	nak	nek	viskélynek	viskélynak
viské¬	viskély	FALSE	nál	nél	viskélynél	viskélynál
fincek	fincek	TRUE	ban	ben	fincekben	fincekban
fincek	fincek	TRUE	nak	nek	finceknek	finceknak
fincek	fincek	TRUE	nál	nél	finceknél	finceknál
brágéd	brágéd	FALSE	ban	ben	brágédben	brágédban
brágéd	brágéd	FALSE	nak	nek	brágédnek	brágédnak
brágéd	brágéd	FALSE	nál	nél	brágédnél	brágédnál
búsled	búsled	TRUE	ban	ben	búsledben	búsledban
búsled	búsled	TRUE	nak	nek	búslednek	búslednak
búsled	búsled	TRUE	nál	nél	búslednél	búslednál
klutes	klutes	TRUE	ban	ben	klutesben	klutesban
klutes	klutes	TRUE	nak	nek	klutesnek	klutesnak
klutes	klutes	TRUE	nál	nél	klutesnél	klutesnál
sprá©el	sprágyel	TRUE	ban	ben	sprágyelben	sprágyelban
sprá©el	sprágyel	TRUE	nak	nek	sprágyelnek	sprágyelnak
sprá©el	sprágyel	TRUE	nál	nél	sprágyelnél	sprágyelnál
Ωóher	zsóher	TRUE	ban	ben	zsóherben	zsóherban
Ωóher	zsóher	TRUE	nak	nek	zsóhernek	zsóhernak
Ωóher	zsóher	TRUE	nál	nél	zsóhernél	zsóhernál
çublé¥	csublény	FALSE	ban	ben	csublényben	csublényban
çublé¥	csublény	FALSE	nak	nek	csublénynek	csublénynak
çublé¥	csublény	FALSE	nál	nél	csublénynél	csublénynál
tronved	tronved	TRUE	ban	ben	tronvedben	tronvedban
tronved	tronved	TRUE	nak	nek	tronvednek	tronvednak
tronved	tronved	TRUE	nál	nél	tronvednél	tronvednál
ßanéj	szanéj	FALSE	ban	ben	szanéjben	szanéjban
ßanéj	szanéj	FALSE	nak	nek	szanéjnek	szanéjnak
ßanéj	szanéj	FALSE	nál	nél	szanéjnél	szanéjnál
Ωonvég	zsonvég	FALSE	ban	ben	zsonvégben	zsonvégban
Ωonvég	zsonvég	FALSE	nak	nek	zsonvégnek	zsonvégnak
Ωonvég	zsonvég	FALSE	nál	nél	zsonvégnél	zsonvégnál
runke©	runkegy	TRUE	ban	ben	runkegyben	runkegyban
runke©	runkegy	TRUE	nak	nek	runkegynek	runkegynak
runke©	runkegy	TRUE	nál	nél	runkegynél	runkegynál
hurdet	hurdet	TRUE	ban	ben	hurdetben	hurdetban
hurdet	hurdet	TRUE	nak	nek	hurdetnek	hurdetnak
hurdet	hurdet	TRUE	nál	nél	hurdetnél	hurdetnál
Ωopéd	zsopéd	FALSE	ban	ben	zsopédben	zsopédban
Ωopéd	zsopéd	FALSE	nak	nek	zsopédnek	zsopédnak
Ωopéd	zsopéd	FALSE	nál	nél	zsopédnél	zsopédnál
Ωingél	zsingél	FALSE	ban	ben	zsingélben	zsingélban
Ωingél	zsingél	FALSE	nak	nek	zsingélnek	zsingélnak
Ωingél	zsingél	FALSE	nál	nél	zsingélnél	zsingélnál
gublér	gublér	FALSE	ban	ben	gublérben	gublérban
gublér	gublér	FALSE	nak	nek	gublérnek	gublérnak
gublér	gublér	FALSE	nál	nél	gublérnél	gublérnál
visét	visét	FALSE	ban	ben	visétben	visétban
visét	visét	FALSE	nak	nek	visétnek	visétnak
visét	visét	FALSE	nál	nél	visétnél	visétnál
çuhég	csuhég	FALSE	ban	ben	csuhégben	csuhégban
çuhég	csuhég	FALSE	nak	nek	csuhégnek	csuhégnak
çuhég	csuhég	FALSE	nál	nél	csuhégnél	csuhégnál
tridég	tridég	FALSE	ban	ben	tridégben	tridégban
tridég	tridég	FALSE	nak	nek	tridégnek	tridégnak
tridég	tridég	FALSE	nál	nél	tridégnél	tridégnál
bralhéß	bralhész	FALSE	ban	ben	bralhészben	bralhészban
bralhéß	bralhész	FALSE	nak	nek	bralhésznek	bralhésznak
bralhéß	bralhész	FALSE	nál	nél	bralhésznél	bralhésznál
fibéd	fibéd	FALSE	ban	ben	fibédben	fibédban
fibéd	fibéd	FALSE	nak	nek	fibédnek	fibédnak
fibéd	fibéd	FALSE	nál	nél	fibédnél	fibédnál
talhens	talhens	TRUE	ban	ben	talhensben	talhensban
talhens	talhens	TRUE	nak	nek	talhensnek	talhensnak
talhens	talhens	TRUE	nál	nél	talhensnél	talhensnál
çóbe©	csóbegy	TRUE	ban	ben	csóbegyben	csóbegyban
çóbe©	csóbegy	TRUE	nak	nek	csóbegynek	csóbegynak
çóbe©	csóbegy	TRUE	nál	nél	csóbegynél	csóbegynál
murnek	murnek	TRUE	ban	ben	murnekben	murnekban
murnek	murnek	TRUE	nak	nek	murneknek	murneknak
murnek	murnek	TRUE	nál	nél	murneknél	murneknál
gukenc	gukenc	TRUE	ban	ben	gukencben	gukencban
gukenc	gukenc	TRUE	nak	nek	gukencnek	gukencnak
gukenc	gukenc	TRUE	nál	nél	gukencnél	gukencnál
niskér	niskér	FALSE	ban	ben	niskérben	niskérban
niskér	niskér	FALSE	nak	nek	niskérnek	niskérnak
niskér	niskér	FALSE	nál	nél	niskérnél	niskérnál
dóbert	dóbert	TRUE	ban	ben	dóbertben	dóbertban
dóbert	dóbert	TRUE	nak	nek	dóbertnek	dóbertnak
dóbert	dóbert	TRUE	nál	nél	dóbertnél	dóbertnál
mindép	mindép	FALSE	ban	ben	mindépben	mindépban
mindép	mindép	FALSE	nak	nek	mindépnek	mindépnak
mindép	mindép	FALSE	nál	nél	mindépnél	mindépnál
gißtén	gisztén	FALSE	ban	ben	giszténben	giszténban
gißtén	gisztén	FALSE	nak	nek	giszténnek	giszténnak
gißtén	gisztén	FALSE	nál	nél	giszténnél	giszténnál
vismer	vismer	TRUE	ban	ben	vismerben	vismerban
vismer	vismer	TRUE	nak	nek	vismernek	vismernak
vismer	vismer	TRUE	nál	nél	vismernél	vismernál
¥arcéj	nyarcéj	FALSE	ban	ben	nyarcéjben	nyarcéjban
¥arcéj	nyarcéj	FALSE	nak	nek	nyarcéjnek	nyarcéjnak
¥arcéj	nyarcéj	FALSE	nál	nél	nyarcéjnél	nyarcéjnál
pite¬	pitely	TRUE	ban	ben	pitelyben	pitelyban
pite¬	pitely	TRUE	nak	nek	pitelynek	pitelynak
pite¬	pitely	TRUE	nál	nél	pitelynél	pitelynál
mupec	mupec	TRUE	ban	ben	mupecben	mupecban
mupec	mupec	TRUE	nak	nek	mupecnek	mupecnak
mupec	mupec	TRUE	nál	nél	mupecnél	mupecnál
inceg	inceg	TRUE	ban	ben	incegben	incegban
inceg	inceg	TRUE	nak	nek	incegnek	incegnak
inceg	inceg	TRUE	nál	nél	incegnél	incegnál
pristél	pristél	FALSE	ban	ben	pristélben	pristélban
pristél	pristél	FALSE	nak	nek	pristélnek	pristélnak
pristél	pristél	FALSE	nál	nél	pristélnél	pristélnál
júder	júder	TRUE	ban	ben	júderben	júderban
júder	júder	TRUE	nak	nek	júdernek	júdernak
júder	júder	TRUE	nál	nél	júdernél	júdernál
bingéj	bingéj	FALSE	ban	ben	bingéjben	bingéjban
bingéj	bingéj	FALSE	nak	nek	bingéjnek	bingéjnak
bingéj	bingéj	FALSE	nál	nél	bingéjnél	bingéjnál
spavéj	spavéj	FALSE	ban	ben	spavéjben	spavéjban
spavéj	spavéj	FALSE	nak	nek	spavéjnek	spavéjnak
spavéj	spavéj	FALSE	nál	nél	spavéjnél	spavéjnál
spincer	spincer	TRUE	ban	ben	spincerben	spincerban
spincer	spincer	TRUE	nak	nek	spincernek	spincernak
spincer	spincer	TRUE	nál	nél	spincernél	spincernál
ronßek	ronszek	TRUE	ban	ben	ronszekben	ronszekban
ronßek	ronszek	TRUE	nak	nek	ronszeknek	ronszeknak
ronßek	ronszek	TRUE	nál	nél	ronszeknél	ronszeknál
narcét	narcét	FALSE	ban	ben	narcétben	narcétban
narcét	narcét	FALSE	nak	nek	narcétnek	narcétnak
narcét	narcét	FALSE	nál	nél	narcétnél	narcétnál
bráték	bráték	FALSE	ban	ben	brátékben	brátékban
bráték	bráték	FALSE	nak	nek	brátéknek	brátéknak
bráték	bráték	FALSE	nál	nél	brátéknél	brátéknál
vicer	vicer	TRUE	ban	ben	vicerben	vicerban
vicer	vicer	TRUE	nak	nek	vicernek	vicernak
vicer	vicer	TRUE	nál	nél	vicernél	vicernál
tosé¬	tosély	FALSE	ban	ben	tosélyben	tosélyban
tosé¬	tosély	FALSE	nak	nek	tosélynek	tosélynak
tosé¬	tosély	FALSE	nál	nél	tosélynél	tosélynál
zadél	zadél	FALSE	ban	ben	zadélben	zadélban
zadél	zadél	FALSE	nak	nek	zadélnek	zadélnak
zadél	zadél	FALSE	nál	nél	zadélnél	zadélnál
bálét	bálét	FALSE	ban	ben	bálétben	bálétban
bálét	bálét	FALSE	nak	nek	bálétnek	bálétnak
bálét	bálét	FALSE	nál	nél	bálétnél	bálétnál
çá©elt	cságyelt	TRUE	ban	ben	cságyeltben	cságyeltban
çá©elt	cságyelt	TRUE	nak	nek	cságyeltnek	cságyeltnak
çá©elt	cságyelt	TRUE	nál	nél	cságyeltnél	cságyeltnál
çatél	csatél	FALSE	ban	ben	csatélben	csatélban
çatél	csatél	FALSE	nak	nek	csatélnek	csatélnak
çatél	csatél	FALSE	nál	nél	csatélnél	csatélnál
ßinget	szinget	TRUE	ban	ben	szingetben	szingetban
ßinget	szinget	TRUE	nak	nek	szingetnek	szingetnak
ßinget	szinget	TRUE	nál	nél	szingetnél	szingetnál
vártép	vártép	FALSE	ban	ben	vártépben	vártépban
vártép	vártép	FALSE	nak	nek	vártépnek	vártépnak
vártép	vártép	FALSE	nál	nél	vártépnél	vártépnál
dóheg	dóheg	TRUE	ban	ben	dóhegben	dóhegban
dóheg	dóheg	TRUE	nak	nek	dóhegnek	dóhegnak
dóheg	dóheg	TRUE	nál	nél	dóhegnél	dóhegnál
ßodév	szodév	FALSE	ban	ben	szodévben	szodévban
ßodév	szodév	FALSE	nak	nek	szodévnek	szodévnak
ßodév	szodév	FALSE	nál	nél	szodévnél	szodévnál
tindek	tindek	TRUE	ban	ben	tindekben	tindekban
tindek	tindek	TRUE	nak	nek	tindeknek	tindeknak
tindek	tindek	TRUE	nál	nél	tindeknél	tindeknál
jampé¬	jampély	FALSE	ban	ben	jampélyben	jampélyban
jampé¬	jampély	FALSE	nak	nek	jampélynek	jampélynak
jampé¬	jampély	FALSE	nál	nél	jampélynél	jampélynál
spalhér	spalhér	FALSE	ban	ben	spalhérben	spalhérban
spalhér	spalhér	FALSE	nak	nek	spalhérnek	spalhérnak
spalhér	spalhér	FALSE	nál	nél	spalhérnél	spalhérnál
spróbe©	spróbegy	TRUE	ban	ben	spróbegyben	spróbegyban
spróbe©	spróbegy	TRUE	nak	nek	spróbegynek	spróbegynak
spróbe©	spróbegy	TRUE	nál	nél	spróbegynél	spróbegynál
móked	móked	TRUE	ban	ben	mókedben	mókedban
móked	móked	TRUE	nak	nek	mókednek	mókednak
móked	móked	TRUE	nál	nél	mókednél	mókednál
hikßéd	hikszéd	FALSE	ban	ben	hikszédben	hikszédban
hikßéd	hikszéd	FALSE	nak	nek	hikszédnek	hikszédnak
hikßéd	hikszéd	FALSE	nál	nél	hikszédnél	hikszédnál
tikßén	tikszén	FALSE	ban	ben	tikszénben	tikszénban
tikßén	tikszén	FALSE	nak	nek	tikszénnek	tikszénnak
tikßén	tikszén	FALSE	nál	nél	tikszénnél	tikszénnál
zoté¥	zotény	FALSE	ban	ben	zotényben	zotényban
zoté¥	zotény	FALSE	nak	nek	zoténynek	zoténynak
zoté¥	zotény	FALSE	nál	nél	zoténynél	zoténynál
giheßt	giheszt	TRUE	ban	ben	gihesztben	gihesztban
giheßt	giheszt	TRUE	nak	nek	gihesztnek	gihesztnak
giheßt	giheszt	TRUE	nál	nél	gihesztnél	gihesztnál
sihen	sihen	TRUE	ban	ben	sihenben	sihenban
sihen	sihen	TRUE	nak	nek	sihennek	sihennak
sihen	sihen	TRUE	nál	nél	sihennél	sihennál
ingép	ingép	FALSE	ban	ben	ingépben	ingépban
ingép	ingép	FALSE	nak	nek	ingépnek	ingépnak
ingép	ingép	FALSE	nál	nél	ingépnél	ingépnál
hálér	hálér	FALSE	ban	ben	hálérben	hálérban
hálér	hálér	FALSE	nak	nek	hálérnek	hálérnak
hálér	hálér	FALSE	nál	nél	hálérnél	hálérnál
paveß	pavesz	TRUE	ban	ben	paveszben	paveszban
paveß	pavesz	TRUE	nak	nek	pavesznek	pavesznak
paveß	pavesz	TRUE	nál	nél	pavesznél	pavesznál
¥avér	nyavér	FALSE	ban	ben	nyavérben	nyavérban
¥avér	nyavér	FALSE	nak	nek	nyavérnek	nyavérnak
¥avér	nyavér	FALSE	nál	nél	nyavérnél	nyavérnál
pízek	pízek	TRUE	ban	ben	pízekben	pízekban
pízek	pízek	TRUE	nak	nek	pízeknek	pízeknak
pízek	pízek	TRUE	nál	nél	pízeknél	pízeknál
lóhed	lóhed	TRUE	ban	ben	lóhedben	lóhedban
lóhed	lóhed	TRUE	nak	nek	lóhednek	lóhednak
lóhed	lóhed	TRUE	nál	nél	lóhednél	lóhednál
hutéz	hutéz	FALSE	ban	ben	hutézben	hutézban
hutéz	hutéz	FALSE	nak	nek	hutéznek	hutéznak
hutéz	hutéz	FALSE	nál	nél	hutéznél	hutéznál
¥içét	nyicsét	FALSE	ban	ben	nyicsétben	nyicsétban
¥içét	nyicsét	FALSE	nak	nek	nyicsétnek	nyicsétnak
¥içét	nyicsét	FALSE	nál	nél	nyicsétnél	nyicsétnál
prißec	priszec	TRUE	ban	ben	priszecben	priszecban
prißec	priszec	TRUE	nak	nek	priszecnek	priszecnak
prißec	priszec	TRUE	nál	nél	priszecnél	priszecnál
ziskent	ziskent	TRUE	ban	ben	ziskentben	ziskentban
ziskent	ziskent	TRUE	nak	nek	ziskentnek	ziskentnak
ziskent	ziskent	TRUE	nál	nél	ziskentnél	ziskentnál
kalhéß	kalhész	FALSE	ban	ben	kalhészben	kalhészban
kalhéß	kalhész	FALSE	nak	nek	kalhésznek	kalhésznak
kalhéß	kalhész	FALSE	nál	nél	kalhésznél	kalhésznál
dívez	dívez	TRUE	ban	ben	dívezben	dívezban
dívez	dívez	TRUE	nak	nek	díveznek	díveznak
dívez	dívez	TRUE	nál	nél	díveznél	díveznál
hosem	hosem	TRUE	ban	ben	hosemben	hosemban
hosem	hosem	TRUE	nak	nek	hosemnek	hosemnak
hosem	hosem	TRUE	nál	nél	hosemnél	hosemnál
naltég	naltég	FALSE	ban	ben	naltégben	naltégban
naltég	naltég	FALSE	nak	nek	naltégnek	naltégnak
naltég	naltég	FALSE	nál	nél	naltégnél	naltégnál
sprókec	sprókec	TRUE	ban	ben	sprókecben	sprókecban
sprókec	sprókec	TRUE	nak	nek	sprókecnek	sprókecnak
sprókec	sprókec	TRUE	nál	nél	sprókecnél	sprókecnál
trumec	trumec	TRUE	ban	ben	trumecben	trumecban
trumec	trumec	TRUE	nak	nek	trumecnek	trumecnak
trumec	trumec	TRUE	nál	nél	trumecnél	trumecnál
dopér	dopér	FALSE	ban	ben	dopérben	dopérban
dopér	dopér	FALSE	nak	nek	dopérnek	dopérnak
dopér	dopér	FALSE	nál	nél	dopérnél	dopérnál
talév	talév	FALSE	ban	ben	talévben	talévban
talév	talév	FALSE	nak	nek	talévnek	talévnak
talév	talév	FALSE	nál	nél	talévnél	talévnál
kadér	kadér	FALSE	ban	ben	kadérben	kadérban
kadér	kadér	FALSE	nak	nek	kadérnek	kadérnak
kadér	kadér	FALSE	nál	nél	kadérnél	kadérnál
lajrez	lajrez	TRUE	ban	ben	lajrezben	lajrezban
lajrez	lajrez	TRUE	nak	nek	lajreznek	lajreznak
lajrez	lajrez	TRUE	nál	nél	lajreznél	lajreznál
fupét	fupét	FALSE	ban	ben	fupétben	fupétban
fupét	fupét	FALSE	nak	nek	fupétnek	fupétnak
fupét	fupét	FALSE	nál	nél	fupétnél	fupétnál
núslem	núslem	TRUE	ban	ben	núslemben	núslemban
núslem	núslem	TRUE	nak	nek	núslemnek	núslemnak
núslem	núslem	TRUE	nál	nél	núslemnél	núslemnál
brupél	brupél	FALSE	ban	ben	brupélben	brupélban
brupél	brupél	FALSE	nak	nek	brupélnek	brupélnak
brupél	brupél	FALSE	nál	nél	brupélnél	brupélnál
bóre©	bóregy	TRUE	ban	ben	bóregyben	bóregyban
bóre©	bóregy	TRUE	nak	nek	bóregynek	bóregynak
bóre©	bóregy	TRUE	nál	nél	bóregynél	bóregynál
ßibed	szibed	TRUE	ban	ben	szibedben	szibedban
ßibed	szibed	TRUE	nak	nek	szibednek	szibednak
ßibed	szibed	TRUE	nál	nél	szibednél	szibednál
çábéj	csábéj	FALSE	ban	ben	csábéjben	csábéjban
çábéj	csábéj	FALSE	nak	nek	csábéjnek	csábéjnak
çábéj	csábéj	FALSE	nál	nél	csábéjnél	csábéjnál
brihéz	brihéz	FALSE	ban	ben	brihézben	brihézban
brihéz	brihéz	FALSE	nak	nek	brihéznek	brihéznak
brihéz	brihéz	FALSE	nál	nél	brihéznél	brihéznál
çiner	csiner	TRUE	ban	ben	csinerben	csinerban
çiner	csiner	TRUE	nak	nek	csinernek	csinernak
çiner	csiner	TRUE	nál	nél	csinernél	csinernál
