form_1	freq_1	stem	xpostag	variation	lemma_freq_corrected	corpus_size	form_2	freq_2	odds	log_odds	darab	base	derivational	suffix	nsyl	base_tr
tajtékzottak	27	tajték	[/V][Pst.NDef.3Pl]	cselekszenek/cselekednek	48387	8570080167	tajtékoztak	49	0.56	-0.579818495252942	z	tajtékzik	zik	NA	2	tajtékzik
telepszünk	348	telep	[/V][Prs.NDef.1Pl]	cselekszenek/cselekednek	9119819	8570080167	telepedünk	234	1.4851063829787234	0.39548640805826824	sz	telepszik	szik	ünk	2	telepßik
telepszetek	1	telep	[/V][Prs.NDef.2Pl]	cselekszenek/cselekednek	9119819	8570080167	telepedtek	20473	9.768486861385173e-5	-9.233763886919771	sz	telepszik	szik	tek	2	telepßik
telepszenek	1523	telep	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	9119819	8570080167	telepednek	5224	0.29167464114832536	-1.2321163405864202	sz	telepszik	szik	nek	2	telepßik
tolakszani	1	tolak	[/V][Inf]	cselekszenek/cselekednek	678108	8570080167	tolakodni	1093	0.00182815356489945	-6.304448802421981	sz	tolakszik	szik	NA	2	tolakßik
tolakszunk	77	tolak	[/V][Prs.NDef.1Pl]	cselekszenek/cselekednek	678108	8570080167	tolakodunk	78	0.9873417721518988	-0.01273902577742971	sz	tolakszik	szik	ünk	2	tolakßik
tolakszanak	217	tolak	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	678108	8570080167	tolakodnak	1278	0.1704456606724003	-1.7693387387897537	sz	tolakszik	szik	nek	2	tolakßik
törekszeni	3	törek	[/V][Inf]	cselekszenek/cselekednek	71276285	8570080167	törekedni	68474	5.841548010222709e-5	-9.747929633011388	sz	törekszik	szik	NA	2	törekßik
törekszünk	87229	törek	[/V][Prs.NDef.1Pl]	cselekszenek/cselekednek	71276285	8570080167	törekedünk	1189	73.30252100840336	4.294595001321689	sz	törekszik	szik	ünk	2	törekßik
törekszetek	63	törek	[/V][Prs.NDef.2Pl]	cselekszenek/cselekednek	71276285	8570080167	törekedtek	26280	0.00243521935999391	-6.017718440265306	sz	törekszik	szik	tek	2	törekßik
törekszenek	27813	törek	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	71276285	8570080167	törekednek	35909	0.7745474798106377	-0.25547631718157243	sz	törekszik	szik	nek	2	törekßik
tülekszünk	13	tülek	[/V][Prs.NDef.1Pl]	cselekszenek/cselekednek	203690	8570080167	tülekedünk	95	0.14583333333333334	-1.9252908618525777	sz	tülekszik	szik	ünk	2	tülekßik
tülekszenek	51	tülek	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	203690	8570080167	tülekednek	1060	0.04901036757775683	-3.015723420032556	sz	tülekszik	szik	nek	2	tülekßik
tündöklene	4	tündök	[/V][Cond.NDef.3Sg]	cselekszenek/cselekednek	2879564	8570080167	tündökölne	189	0.02631578947368421	-3.6375861597263857	l	tündöklik	lik	NA	2	tündöklik
tündökleni	106	tündök	[/V][Inf]	cselekszenek/cselekednek	2879564	8570080167	tündökölni	3440	0.03109561174077303	-3.4706885713355744	l	tündöklik	lik	NA	2	tündöklik
tündöklünk	103	tündök	[/V][Prs.NDef.1Pl]	cselekszenek/cselekednek	2879564	8570080167	tündökölünk	13	7.428571428571429	2.005333569526114	l	tündöklik	lik	ünk	2	tündöklik
tündöklötök	2	tündök	[/V][Prs.NDef.2Pl]	cselekszenek/cselekednek	2879564	8570080167	tündököltök	26	0.1111111111111111	-2.1972245773362196	l	tündöklik	lik	tek	2	tündöklik
tündöklenek	96	tündök	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	2879564	8570080167	tündökölnek	2705	0.03584626755358462	-3.3285158302273508	l	tündöklik	lik	nek	2	tündöklik
tündöklöttek	49	tündök	[/V][Pst.NDef.3Pl]	cselekszenek/cselekednek	2879564	8570080167	tündököltek	1017	0.04911591355599214	-3.013572191682322	l	tündöklik	lik	NA	2	tündöklik
ugrana	2853	ug	[/V][Cond.NDef.3Sg]	cselekszenek/cselekednek	65697873	8570080167	ugorna	141	20.098591549295776	3.000649740435521	r	ugrik	NA	NA	1	ugrik
ugrani	32345	ug	[/V][Inf]	cselekszenek/cselekednek	65697873	8570080167	ugorni	1040	31.072046109510087	3.436308576064755	r	ugrik	NA	NA	1	ugrik
ugrotok	236	ug	[/V][Prs.NDef.2Pl]	cselekszenek/cselekednek	65697873	8570080167	ugortok	24	9.48	2.2491843162669305	r	ugrik	NA	tek	1	ugrik
ugranak	18333	ug	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	65697873	8570080167	ugornak	194	94.02051282051282	4.543512979957974	r	ugrik	NA	nek	1	ugrik
ugrottak	13191	ug	[/V][Pst.NDef.3Pl]	cselekszenek/cselekednek	65697873	8570080167	ugortak	33	388	5.961005339623274	r	ugrik	NA	NA	1	ugrik
ülepszenek	45	ülep	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	211524	8570080167	ülepednek	572	0.08027923211169284	-2.522244320225645	sz	ülepszik	szik	nek	2	ülepßik
vérzene	27	vér	[/V][Cond.NDef.3Sg]	cselekszenek/cselekednek	9327333	8570080167	vérezne	398	0.07017543859649122	-2.6567569067146595	z	vérzik	zik	NA	1	vérzik
vérzeni	77	vér	[/V][Inf]	cselekszenek/cselekednek	9327333	8570080167	vérezni	4879	0.01598360655737704	-4.136191672157601	z	vérzik	zik	NA	1	vérzik
vérzünk	393	vér	[/V][Prs.NDef.1Pl]	cselekszenek/cselekednek	9327333	8570080167	vérezünk	82	4.746987951807229	1.557510301501336	z	vérzik	zik	ünk	1	vérzik
vérzetek	2	vér	[/V][Prs.NDef.2Pl]	cselekszenek/cselekednek	9327333	8570080167	véreztek	1164	0.00257510729613733	-5.9618640773316915	z	vérzik	zik	tek	1	vérzik
vérzenek	140	vér	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	9327333	8570080167	véreznek	1698	0.08298999411418481	-2.4890352312937636	z	vérzik	zik	nek	1	vérzik
vérzettek	61	vér	[/V][Pst.NDef.3Pl]	cselekszenek/cselekednek	9327333	8570080167	véreztek	84	0.7294117647058823	-0.31551687144522494	z	vérzik	zik	NA	1	vérzik
verekszünk	332	verek	[/V][Prs.NDef.1Pl]	cselekszenek/cselekednek	3943354	8570080167	verekedünk	58	5.6440677966101696	1.7306050460747244	sz	verekszik	szik	ünk	2	verekßik
verekszetek	5	verek	[/V][Prs.NDef.2Pl]	cselekszenek/cselekednek	3943354	8570080167	verekedtek	2662	0.00225309800976342	-6.095449116585877	sz	verekszik	szik	tek	2	verekßik
verekszenek	810	verek	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	3943354	8570080167	verekednek	2198	0.36880400181900863	-0.9974899364393482	sz	verekszik	szik	nek	2	verekßik
vérengzeni	84	véreng	[/V][Inf]	cselekszenek/cselekednek	3466	8570080167	vérengezni	1	42.5	3.7495040759303713	z	vérengzik	zik	NA	2	vérengzik
vereslenek	3	veres	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	784	8570080167	vereselnek	6	0.5714285714285714	-0.5596157879354228	l	vereslik	lik	nek	2	vereslik
veszekszeni	1	veszek	[/V][Inf]	cselekszenek/cselekednek	3763729	8570080167	veszekedni	8857	2.2578460149017836e-4	-8.395929103923198	sz	veszekszik	szik	NA	2	veßekßik
veszekszünk	2023	veszek	[/V][Prs.NDef.1Pl]	cselekszenek/cselekednek	3763729	8570080167	veszekedünk	330	6.114803625377643	1.8107126550302932	sz	veszekszik	szik	ünk	2	veßekßik
veszekszetek	20	veszek	[/V][Prs.NDef.2Pl]	cselekszenek/cselekednek	3763729	8570080167	veszekedtek	5306	0.00395703787450537	-5.532259545104472	sz	veszekszik	szik	tek	2	veßekßik
veszekszenek	1054	veszek	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	3763729	8570080167	veszekednek	5038	0.2093669378845009	-1.5636668827704312	sz	veszekszik	szik	nek	2	veßekßik
vetekszünk	17	vetek	[/V][Prs.NDef.1Pl]	cselekszenek/cselekednek	2279057	8570080167	vetekedünk	3	4.5	1.5040773967762742	sz	vetekszik	szik	ünk	2	vetekßik
vetekszenek	1088	vetek	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	2279057	8570080167	vetekednek	1071	1.015858208955224	0.01573378130221323	sz	vetekszik	szik	nek	2	vetekßik
viharzana	2	vihar	[/V][Cond.NDef.3Sg]	cselekszenek/cselekednek	46411	8570080167	viharozna	1	1.5	0.4054651081081644	z	viharzik	zik	NA	2	viharzik
viharzani	32	vihar	[/V][Inf]	cselekszenek/cselekednek	46411	8570080167	viharozni	10	3	1.0986122886681098	z	viharzik	zik	NA	2	viharzik
viharzanak	94	vihar	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	46411	8570080167	viharoznak	8	10.555555555555555	2.3566523142643216	z	viharzik	zik	nek	2	viharzik
viharzottak	129	vihar	[/V][Pst.NDef.3Pl]	cselekszenek/cselekednek	46411	8570080167	viharoztak	9	13	2.5649493574615367	z	viharzik	zik	NA	2	viharzik
világlana	13	világ	[/V][Cond.NDef.3Sg]	cselekszenek/cselekednek	94656	8570080167	világolna	14	0.9333333333333332	-0.06899287148695143	l	világlik	lik	NA	2	világlik
világlani	34	világ	[/V][Inf]	cselekszenek/cselekednek	94656	8570080167	világolni	51	0.6730769230769231	-0.3958956570920136	l	világlik	lik	NA	2	világlik
világlanak	199	világ	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	94656	8570080167	világolnak	81	2.4390243902439024	0.8915981192837835	l	világlik	lik	nek	2	világlik
világlottak	27	világ	[/V][Pst.NDef.3Pl]	cselekszenek/cselekednek	94656	8570080167	világoltak	28	0.9655172413793104	-0.03509131981127006	l	világlik	lik	NA	2	világlik
villámlana	24	villám	[/V][Cond.NDef.3Sg]	cselekszenek/cselekednek	152246	8570080167	villámolna	4	5	1.6094379124341005	l	villámlik	lik	NA	2	villámlik
villámlani	278	villám	[/V][Inf]	cselekszenek/cselekednek	152246	8570080167	villámolni	1	139.5	4.93806460126142	l	villámlik	lik	NA	2	villámlik
villámlanak	57	villám	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	152246	8570080167	villámolnak	2	19.333333333333332	2.9618307218783095	l	villámlik	lik	nek	2	villámlik
villámlottak	52	villám	[/V][Pst.NDef.3Pl]	cselekszenek/cselekednek	152246	8570080167	villámoltak	1	26.5	3.277144732992177	l	villámlik	lik	NA	2	villámlik
virágzana	36	virág	[/V][Cond.NDef.3Sg]	cselekszenek/cselekednek	13288214	8570080167	virágozna	305	0.12091503267973856	-2.1126671893081563	z	virágzik	zik	NA	2	virágzik
virágzani	373	virág	[/V][Inf]	cselekszenek/cselekednek	13288214	8570080167	virágozni	5661	0.06605439773931474	-2.717276668257313	z	virágzik	zik	NA	2	virágzik
virágzunk	89	virág	[/V][Prs.NDef.1Pl]	cselekszenek/cselekednek	13288214	8570080167	virágozunk	6	12.857142857142858	2.553899521274952	z	virágzik	zik	ünk	2	virágzik
virágzotok	4	virág	[/V][Prs.NDef.2Pl]	cselekszenek/cselekednek	13288214	8570080167	virágoztok	11	0.4166666666666667	-0.8754687373538999	z	virágzik	zik	tek	2	virágzik
virágzanak	2005	virág	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	13288214	8570080167	virágoznak	6547	0.3063530849114233	-1.1830169699691446	z	virágzik	zik	nek	2	virágzik
virágzottak	352	virág	[/V][Pst.NDef.3Pl]	cselekszenek/cselekednek	13288214	8570080167	virágoztak	1963	0.17973523421588594	-1.7162704319811144	z	virágzik	zik	NA	2	virágzik
visszhangzana	52	visszhang	[/V][Cond.NDef.3Sg]	cselekszenek/cselekednek	1228783	8570080167	visszhangozna	125	0.42063492063492064	-0.8659899933993561	z	visszhangzik	zik	NA	2	visßhangzik
visszhangzani	133	visszhang	[/V][Inf]	cselekszenek/cselekednek	1228783	8570080167	visszhangozni	554	0.24144144144144145	-1.421128313795523	z	visszhangzik	zik	NA	2	visßhangzik
visszhangzunk	2	visszhang	[/V][Prs.NDef.1Pl]	cselekszenek/cselekednek	1228783	8570080167	visszhangozunk	2	1	0	z	visszhangzik	zik	ünk	2	visßhangzik
visszhangzanak	718	visszhang	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	1228783	8570080167	visszhangoznak	983	0.7306910569105691	-0.3137645393312067	z	visszhangzik	zik	nek	2	visßhangzik
visszhangzottak	531	visszhang	[/V][Pst.NDef.3Pl]	cselekszenek/cselekednek	1228783	8570080167	visszhangoztak	859	0.6186046511627907	-0.480288899905909	z	visszhangzik	zik	NA	2	visßhangzik
vonaglanak	686	vonag	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	192954	8570080167	vonagolnak	5	114.5	4.740574822994295	l	vonaglik	lik	nek	2	vonaglik
vonaglottak	380	vonag	[/V][Pst.NDef.3Pl]	cselekszenek/cselekednek	192954	8570080167	vonagoltak	5	63.5	4.151039905898646	l	vonaglik	lik	NA	2	vonaglik
zajlana	3226	zaj	[/V][Cond.NDef.3Sg]	cselekszenek/cselekednek	38097011	8570080167	zajolna	2	1075.6666666666667	6.980695903383852	l	zajlik	lik	NA	1	zajlik
zajlani	6329	zaj	[/V][Inf]	cselekszenek/cselekednek	38097011	8570080167	zajolni	13	452.1428571428572	6.113998185522964	l	zajlik	lik	NA	1	zajlik
zajlunk	14	zaj	[/V][Prs.NDef.1Pl]	cselekszenek/cselekednek	38097011	8570080167	zajolunk	2	5	1.6094379124341005	l	zajlik	lik	ünk	1	zajlik
zajlanak	86139	zaj	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	38097011	8570080167	zajolnak	14	5742.666666666667	8.655678957505891	l	zajlik	lik	nek	1	zajlik
zajlottak	49950	zaj	[/V][Pst.NDef.3Pl]	cselekszenek/cselekednek	38097011	8570080167	zajoltak	5	8325.166666666666	9.027038334668267	l	zajlik	lik	NA	1	zajlik
