"word";"lemma";"freq";"lemmafreq";"syllable_count";"analysis";"pos";"cv_skeleton"
"hordszékben";"hordszék";"12";"171";"3";"NOUN<CAS<INE>>";"NOUN";"cvcccvccvc"
"jogelvre";"jogelv";"12";"623";"3";"NOUN<CAS<SBL>>";"NOUN";"cvcvcccv"
"kábelnél";"kábel";"12";"10094";"3";"NOUN<CAS<ADE>>";"NOUN";"cvcvccvc"
"Karesznak";"Karesz";"12";"810";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcvccvc"
"kartellba";"kartell";"12";"491";"3";"NOUN<CAS<ILL>>";"NOUN";"cvccvcccv"
"koktélra";"koktél";"12";"2682";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvccv"
"koncertben";"koncert";"12";"32356";"3";"NOUN<CAS<INE>>";"NOUN";"cvccvcccvc"
"láncszemnél";"láncszem";"12";"2553";"3";"NOUN<CAS<ADE>>";"NOUN";"cvccvccvc"
"mágnesbe";"mágnes";"12";"2419";"3";"NOUN<CAS<ILL>>";"NOUN";"cvccvccv"
"modernre";"modern";"12";"68239";"3";"NOUN<CAS<SBL>>";"NOUN";"cvcvcccv"
"modemnél";"modem";"12";"4475";"3";"NOUN<CAS<ADE>>";"NOUN";"cvcvccvc"
"nyombélben";"nyombél";"12";"133";"3";"NOUN<CAS<INE>>";"NOUN";"cvccvccvc"
"páncélnak";"páncél";"12";"3125";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"pamfletben";"pamflet";"12";"372";"3";"NOUN<CAS<INE>>";"NOUN";"cvcccvccvc"
"pluszjelre";"pluszjel";"12";"28";"3";"NOUN<CAS<SBL>>";"NOUN";"ccvccvccv"
"poszternek";"poszter";"12";"2117";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"rubelnél";"rubel";"12";"757";"3";"NOUN<CAS<ADE>>";"NOUN";"cvcvccvc"
"számjelre";"számjel";"12";"452";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvccv"
"szószéknek";"szószék";"12";"2392";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcvccvc"
"szórendben";"szórend";"12";"456";"3";"NOUN<CAS<INE>>";"NOUN";"cvcvcccvc"
"tárhelynek";"tárhely";"12";"7602";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"vasércre";"vasérc";"12";"456";"3";"NOUN<CAS<SBL>>";"NOUN";"cvcvcccv"
"zárjegyre";"zárjegy";"12";"1224";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvccv"
"gallérnak";"gallér";"11";"2082";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"húsvétba";"húsvét";"11";"9116";"3";"NOUN<CAS<ILL>>";"NOUN";"cvccvccv"
"móresra";"móres";"11";"217";"3";"NOUN<CAS<SBL>>";"NOUN";"cvcvccv"
"tanszéknél";"tanszék";"11";"42194";"3";"NOUN<CAS<ADE>>";"NOUN";"cvccvccvc"
"tanrendre";"tanrend";"11";"2414";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvcccv"
"borbélyra";"borbély";"11";"3280";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvccv"
"flaszterre";"flaszter";"11";"292";"3";"NOUN<CAS<SBL>>";"NOUN";"ccvccvccv"
"hangképre";"hangkép";"11";"294";"3";"NOUN<CAS<SBL>>";"NOUN";"cvcccvccv"
"hangképbe";"hangkép";"11";"294";"3";"NOUN<CAS<ILL>>";"NOUN";"cvcccvccv"
"Hamletre";"Hamlet";"11";"2066";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvccv"
"Jamesnek";"James";"11";"3020";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcvccvc"
"Józsefbe";"József";"11";"112018";"3";"NOUN<CAS<ILL>>";"NOUN";"cvcvccv"
"komplettnek";"komplett";"11";"7181";"3";"ADJ<CAS<DAT>>";"ADJ";"cvcccvcccvc"
"lakbérbe";"lakbér";"11";"2911";"3";"NOUN<CAS<ILL>>";"NOUN";"cvccvccv"
"látképben";"látkép";"11";"856";"3";"NOUN<CAS<INE>>";"NOUN";"cvccvccvc"
"Macbethnek";"Macbeth";"11";"632";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvcccvc"
"mundérba";"mundér";"11";"391";"3";"NOUN<CAS<ILL>>";"NOUN";"cvccvccv"
"Róbertben";"Róbert";"11";"13131";"3";"NOUN<CAS<INE>>";"NOUN";"cvcvcccvc"
"szaknyelvnek";"szaknyelv";"11";"3479";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvcccvc"
"szlovénbe";"szlovén";"11";"6219";"3";"NOUN<CAS<ILL>>";"NOUN";"ccvcvccv"
"szonettnek";"szonett";"11";"1316";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcvcccvc"
"Tangerben";"Tanger";"11";"56";"3";"NOUN<CAS<INE>>";"NOUN";"cvccvccvc"
"Honvédra";"honvéd";"10";"7957";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvccv"
"Gólemnek";"gólem";"10";"229";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcvccvc"
"karcerba";"karcer";"10";"41";"3";"NOUN<CAS<ILL>>";"NOUN";"cvccvccv"
"faszénre";"faszén";"10";"632";"3";"NOUN<CAS<SBL>>";"NOUN";"cvcvccv"
"tájképnél";"tájkép";"10";"3743";"3";"NOUN<CAS<ADE>>";"NOUN";"cvccvccvc"
"bakternek";"bakter";"10";"574";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"Badenbe";"Baden";"10";"165";"3";"NOUN<CAS<ILL>>";"NOUN";"cvcvccv"
"Bayernek";"Bayer";"10";"1616";"3";"NOUN<CAS<DAT>>";"NOUN";"ccvccvc"
"Borszékre";"Borszék";"10";"307";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvccv"
"burleszkben";"burleszk";"10";"323";"3";"NOUN<CAS<INE>>";"NOUN";"cvccvcccvc"
"fortélyra";"fortély";"10";"2734";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvccv"
"Gangeszban";"Gangesz";"10";"481";"3";"NOUN<CAS<INE>>";"NOUN";"cvccvccvc"
"groteszkben";"groteszk";"10";"3649";"3";"NOUN<CAS<INE>>";"NOUN";"ccvcvcccvc"
"gyógyhelyre";"gyógyhely";"10";"430";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvccv"
"hátszélnek";"hátszél";"10";"732";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"hordszékbe";"hordszék";"10";"171";"3";"NOUN<CAS<ILL>>";"NOUN";"cvcccvccv"
"korhelynek";"korhely";"10";"236";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"kósernak";"kóser";"10";"707";"3";"ADJ<CAS<DAT>>";"ADJ";"cvcvccvc"
"kráternek";"kráter";"10";"2416";"3";"NOUN<CAS<DAT>>";"NOUN";"ccvcvccvc"
"lábfejben";"lábfej";"10";"2671";"3";"NOUN<CAS<INE>>";"NOUN";"cvccvccvc"
"lágyékra";"lágyék";"10";"303";"3";"NOUN<CAS<SBL>>";"NOUN";"cvcvccv"
"látképre";"látkép";"10";"856";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvccv"
"Lorenznek";"Lorenz";"10";"423";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcvcccvc"
"Majténynál";"Majtény";"10";"606";"3";"NOUN<CAS<ADE>>";"NOUN";"cvccvccvc"
"modemben";"modem";"10";"4475";"3";"NOUN<CAS<INE>>";"NOUN";"cvcvccvc"
"panelnak";"panel";"10";"6563";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcvccvc"
"páncélnál";"páncél";"10";"3125";"3";"NOUN<CAS<ADE>>";"NOUN";"cvccvccvc"
"pótszernek";"pótszer";"10";"325";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"pótjegyre";"pótjegy";"10";"207";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvccv"
"rollerre";"roller";"10";"613";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvccv"
"sorsjegyre";"sorsjegy";"10";"869";"3";"NOUN<CAS<SBL>>";"NOUN";"cvcccvccv"
"számjegyben";"számjegy";"10";"4834";"3";"NOUN<CAS<INE>>";"NOUN";"cvccvccvc"
"szórendnek";"szórend";"10";"456";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcvcccvc"
"tallérba";"tallér";"10";"677";"3";"NOUN<CAS<ILL>>";"NOUN";"cvccvccv"
"Taskentbe";"Taskent";"10";"89";"3";"NOUN<CAS<ILL>>";"NOUN";"cvccvcccv"
"Walesre";"Wales";"10";"650";"3";"NOUN<CAS<SBL>>";"NOUN";"cvcvccv"
"bukfencnek";"bukfenc";"9";"986";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvcccvc"
"szonettre";"szonett";"9";"1316";"3";"NOUN<CAS<SBL>>";"NOUN";"cvcvcccv"
"bunkernek";"bunker";"9";"898";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"docensre";"docens";"9";"5537";"3";"NOUN<CAS<SBL>>";"NOUN";"cvcvcccv"
"fatestben";"fatest";"9";"95";"3";"NOUN<CAS<INE>>";"NOUN";"cvcvcccvc"
"Faterra";"fater";"9";"1086";"3";"NOUN<CAS<SBL>>";"NOUN";"cvcvccv"
"farzsebbe";"farzseb";"9";"189";"3";"NOUN<CAS<ILL>>";"NOUN";"cvccvccv"
"hangképben";"hangkép";"9";"294";"3";"NOUN<CAS<INE>>";"NOUN";"cvcccvccvc"
"háznépnek";"háznép";"9";"299";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"kadétnak";"kadét";"9";"195";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcvccvc"
"Kármelben";"Kármel";"9";"173";"3";"NOUN<CAS<INE>>";"NOUN";"cvccvccvc"
"koleszre";"kolesz";"9";"683";"3";"NOUN<CAS<SBL>>";"NOUN";"cvcvccv"
"konszernre";"konszern";"9";"1326";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvcccv"
"konszernnél";"konszern";"9";"1326";"3";"NOUN<CAS<ADE>>";"NOUN";"cvccvcccvc"
"konzervbe";"konzerv";"9";"2265";"3";"NOUN<CAS<ILL>>";"NOUN";"cvccvcccv"
"Koperben";"Koper";"9";"95";"3";"NOUN<CAS<INE>>";"NOUN";"cvcvccvc"
"malterba";"malter";"9";"245";"3";"NOUN<CAS<ILL>>";"NOUN";"cvccvccv"
"Malévra";"Malév";"9";"2627";"3";"NOUN<CAS<SBL>>";"NOUN";"cvcvccv"
"makettnél";"makett";"9";"2833";"3";"NOUN<CAS<ADE>>";"NOUN";"cvcvcccvc"
"maszeknak";"maszek";"9";"694";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcvccvc"
"moslékra";"moslék";"9";"937";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvccv"
"motelnek";"motel";"9";"1007";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcvccvc"
"pátensben";"pátens";"9";"323";"3";"NOUN<CAS<INE>>";"NOUN";"cvcvcccvc"
"porszemre";"porszem";"9";"1251";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvccv"
"púderbe";"púder";"9";"611";"3";"NOUN<CAS<ILL>>";"NOUN";"cvcvccv"
"Róbertnél";"Róbert";"9";"13131";"3";"NOUN<CAS<ADE>>";"NOUN";"cvcvcccvc"
"Róbertnak";"Róbert";"9";"13131";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcvcccvc"
"rosszkedvnek";"rosszkedv";"9";"900";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcccvcccvc"
"starthelynek";"starthely";"9";"750";"3";"NOUN<CAS<DAT>>";"NOUN";"ccvcccvccvc"
"Stadlernek";"Stadler";"9";"385";"3";"NOUN<CAS<DAT>>";"NOUN";"ccvccvccvc"
"szórendre";"szórend";"9";"456";"3";"NOUN<CAS<SBL>>";"NOUN";"cvcvcccv"
"szupernek";"szuper";"9";"4148";"3";"ADJ<CAS<DAT>>";"ADJ";"cvcvccvc"
"tajtékban";"tajték";"9";"374";"3";"NOUN<CAS<INE>>";"NOUN";"cvccvccvc"
"tallérra";"tallér";"9";"677";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvccv"
"tanszerre";"tanszer";"9";"477";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvccv"
"táppénzbe";"táppénz";"9";"7820";"3";"NOUN<CAS<ILL>>";"NOUN";"cvccvcccv"
"trógernek";"tróger";"9";"233";"3";"NOUN<CAS<DAT>>";"NOUN";"ccvcvccvc"
"zártkertnek";"zártkert";"9";"916";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcccvcccvc"
"Motelre";"motel";"8";"1007";"3";"NOUN<CAS<SBL>>";"NOUN";"cvcvccv"
"skanzennek";"skanzen";"8";"1005";"3";"NOUN<CAS<DAT>>";"NOUN";"ccvccvccvc"
"szovjetben";"szovjet";"8";"27614";"3";"NOUN<CAS<INE>>";"NOUN";"cvccvccvc"
"balettnak";"balett";"8";"3098";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcvcccvc"
"bakternak";"bakter";"8";"574";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"Dzsungelnak";"dzsungel";"8";"3128";"3";"NOUN<CAS<DAT>>";"NOUN";"ccvccvccvc"
"Honvédben";"honvéd";"8";"7957";"3";"NOUN<CAS<INE>>";"NOUN";"cvccvccvc"
"koktélban";"koktél";"8";"2682";"3";"NOUN<CAS<INE>>";"NOUN";"cvccvccvc"
"trapéznak";"trapéz";"8";"1039";"3";"NOUN<CAS<DAT>>";"NOUN";"ccvcvccvc"
"valcerre";"valcer";"8";"137";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvccv"
"babérra";"babér";"8";"1739";"3";"NOUN<CAS<SBL>>";"NOUN";"cvcvccv"
"farmernak";"farmer";"8";"4325";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"fráterre";"fráter";"8";"1380";"3";"NOUN<CAS<SBL>>";"NOUN";"ccvcvccv"
"Hadészban";"Hadész";"8";"27";"3";"NOUN<CAS<INE>>";"NOUN";"cvcvccvc"
"hardverbe";"hardver";"8";"7609";"3";"NOUN<CAS<ILL>>";"NOUN";"cvcccvccv"
"harctérnek";"harctér";"8";"972";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcccvccvc"
"haverra";"haver";"8";"9709";"3";"NOUN<CAS<SBL>>";"NOUN";"cvcvccv"
"havernál";"haver";"8";"9709";"3";"NOUN<CAS<ADE>>";"NOUN";"cvcvccvc"
"Holmesnak";"Holmes";"8";"510";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"jóllétben";"jóllét";"8";"362";"3";"NOUN<CAS<INE>>";"NOUN";"cvccvccvc"
"Karesznek";"Karesz";"8";"810";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcvccvc"
"kommerszre";"kommersz";"8";"1268";"3";"ADJ<CAS<SBL>>";"ADJ";"cvccvcccv"
"Mahlerre";"Mahler";"8";"379";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvccv"
"Mayernek";"Mayer";"8";"1384";"3";"NOUN<CAS<DAT>>";"NOUN";"ccvccvc"
"Nagyrétre";"Nagyrét";"8";"264";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvccv"
"pollenben";"pollen";"8";"1535";"3";"NOUN<CAS<INE>>";"NOUN";"cvccvccvc"
"Poppernek";"Popper";"8";"818";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"rossebnek";"rosseb";"8";"187";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"Salemben";"Salem";"8";"77";"3";"NOUN<CAS<INE>>";"NOUN";"cvcvccvc"
"Schusternek";"Schuster";"8";"1171";"3";"NOUN<CAS<DAT>>";"NOUN";"cccvccvccvc"
"Sárszegre";"Sárszeg";"8";"39";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvccv"
"sorsjegynek";"sorsjegy";"8";"869";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcccvccvc"
"Stadlernak";"Stadler";"8";"385";"3";"NOUN<CAS<DAT>>";"NOUN";"ccvccvccvc"
"stoppernek";"stopper";"8";"390";"3";"NOUN<CAS<DAT>>";"NOUN";"ccvccvccvc"
"tányérnál";"tányér";"8";"7677";"3";"NOUN<CAS<ADE>>";"NOUN";"cvcvccvc"
"táppénznél";"táppénz";"8";"7820";"3";"NOUN<CAS<ADE>>";"NOUN";"cvccvcccvc"
"Towerben";"Tower";"8";"293";"3";"NOUN<CAS<INE>>";"NOUN";"cvcvccvc"
"trapézba";"trapéz";"8";"1039";"3";"NOUN<CAS<ILL>>";"NOUN";"ccvcvccv"
"Várhegynek";"Várhegy";"8";"1568";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"Wagnerre";"Wagner";"8";"2160";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvccv"
"zsakettban";"zsakett";"8";"103";"3";"NOUN<CAS<INE>>";"NOUN";"cvcvcccvc"
"Zsótérnál";"Zsótér";"8";"730";"3";"NOUN<CAS<ADE>>";"NOUN";"ccvcvccvc"
"balekra";"balek";"7";"1017";"3";"NOUN<CAS<SBL>>";"NOUN";"cvcvccv"
"balféknek";"balfék";"7";"163";"3";"ADJ<CAS<DAT>>";"ADJ";"cvccvccvc"
"Faternál";"fater";"7";"1086";"3";"NOUN<CAS<ADE>>";"NOUN";"cvcvccvc"
"bankettnek";"bankett";"7";"821";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvcccvc"
"bordélynak";"bordély";"7";"723";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"brókerre";"bróker";"7";"2695";"3";"NOUN<CAS<SBL>>";"NOUN";"ccvcvccv"
"Faternek";"fater";"7";"1086";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcvccvc"
"hóhérra";"hóhér";"7";"2330";"3";"NOUN<CAS<SBL>>";"NOUN";"cvcvccv"
"páterre";"páter";"7";"1071";"3";"NOUN<CAS<SBL>>";"NOUN";"cvcvccv"
"tájékban";"tájék";"7";"3259";"3";"NOUN<CAS<INE>>";"NOUN";"cvcvccvc"
"Bábelnél";"Bábel";"7";"831";"3";"NOUN<CAS<ADE>>";"NOUN";"cvcvccvc"
"bohémnak";"bohém";"7";"944";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcvccvc"
"Cannesba";"Cannes";"7";"140";"3";"NOUN<CAS<ILL>>";"NOUN";"cvccvccv"
"Cromwellnek";"Cromwell";"7";"184";"3";"NOUN<CAS<DAT>>";"NOUN";"ccvccvcccvc"
"fogkrémben";"fogkrém";"7";"1033";"3";"NOUN<CAS<INE>>";"NOUN";"cvcccvccvc"
"háremnek";"hárem";"7";"716";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcvccvc"
"holdfényre";"holdfény";"7";"1150";"3";"NOUN<CAS<SBL>>";"NOUN";"cvcccvccv"
"Józsefnak";"József";"7";"112018";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcvccvc"
"karszékre";"karszék";"7";"204";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvccv"
"koktélba";"koktél";"7";"2682";"3";"NOUN<CAS<ILL>>";"NOUN";"cvccvccv"
"komplexben";"komplex";"7";"30424";"3";"ADJ<CAS<INE>>";"ADJ";"cvcccvccvc"
"korrektre";"korrekt";"7";"47267";"3";"ADJ<CAS<SBL>>";"ADJ";"cvccvcccv"
"kósernek";"kóser";"7";"707";"3";"ADJ<CAS<DAT>>";"ADJ";"cvcvccvc"
"kupecnek";"kupec";"7";"203";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcvccvc"
"kvartettbe";"kvartett";"7";"827";"3";"NOUN<CAS<ILL>>";"NOUN";"ccvccvcccv"
"Luzernban";"Luzern";"7";"89";"3";"NOUN<CAS<INE>>";"NOUN";"cvcvcccvc"
"manézsba";"manézs";"7";"103";"3";"NOUN<CAS<ILL>>";"NOUN";"cvcvccv"
"mateknál";"matek";"7";"2209";"3";"NOUN<CAS<ADE>>";"NOUN";"cvcvccvc"
"modembe";"modem";"7";"4475";"3";"NOUN<CAS<ILL>>";"NOUN";"cvcvccv"
"Mózesnak";"Mózes";"7";"10385";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcvccvc"
"násznépre";"násznép";"7";"716";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvccv"
"Pacsérra";"Pacsér";"7";"30";"3";"NOUN<CAS<SBL>>";"NOUN";"cvcvccv"
"Pavelnek";"Pavel";"7";"376";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcvccvc"
"plakettre";"plakett";"7";"922";"3";"NOUN<CAS<SBL>>";"NOUN";"ccvcvcccv"
"pocséknak";"pocsék";"7";"1749";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcvccvc"
"Rubensnek";"Rubens";"7";"261";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcvcccvc"
"rubelbe";"rubel";"7";"757";"3";"NOUN<CAS<ILL>>";"NOUN";"cvcvccv"
"sóletba";"sólet";"7";"147";"3";"NOUN<CAS<ILL>>";"NOUN";"cvcvccv"
"stopperre";"stopper";"7";"390";"3";"NOUN<CAS<SBL>>";"NOUN";"ccvccvccv"
"sumérnak";"sumér";"7";"980";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcvccvc"
"Szájernek";"Szájer";"7";"2562";"3";"NOUN<CAS<DAT>>";"NOUN";"ccvcvccvc"
"szkanderban";"szkander";"7";"77";"3";"NOUN<CAS<INE>>";"NOUN";"ccvccvccvc"
"szuszékba";"szuszék";"7";"68";"3";"NOUN<CAS<ILL>>";"NOUN";"cvcvccv"
"trapézra";"trapéz";"7";"1039";"3";"NOUN<CAS<SBL>>";"NOUN";"ccvcvccv"
"vállrésznél";"vállrész";"7";"59";"3";"NOUN<CAS<ADE>>";"NOUN";"cvcccvccvc"
"Xavérnak";"Xavér";"7";"382";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcvccvc"
"Walesnek";"Wales";"7";"650";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcvccvc"
"zárjegynek";"zárjegy";"7";"1224";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"házbérben";"házbér";"6";"126";"3";"NOUN<CAS<INE>>";"NOUN";"cvccvccvc"
"hotelnak";"hotel";"6";"12528";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcvccvc"
"bohémnek";"bohém";"6";"944";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcvccvc"
"flaszternek";"flaszter";"6";"292";"3";"NOUN<CAS<DAT>>";"NOUN";"ccvccvccvc"
"hangjegyben";"hangjegy";"6";"457";"3";"NOUN<CAS<INE>>";"NOUN";"cvcccvccvc"
"korképnek";"korkép";"6";"189";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"kortesnek";"kortes";"6";"151";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"rulettre";"rulett";"6";"438";"3";"NOUN<CAS<SBL>>";"NOUN";"cvcvcccv"
"Bábelbe";"Bábel";"6";"831";"3";"NOUN<CAS<ILL>>";"NOUN";"cvcvccv"
"Badenban";"Baden";"6";"165";"3";"NOUN<CAS<INE>>";"NOUN";"cvcvccvc"
"babszemnél";"babszem";"6";"401";"3";"NOUN<CAS<ADE>>";"NOUN";"cvccvccvc"
"bankettra";"bankett";"6";"821";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvcccv"
"Baselba";"Basel";"6";"254";"3";"NOUN<CAS<ILL>>";"NOUN";"cvcvccv"
"bojlerre";"bojler";"6";"506";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvccv"
"bojlerben";"bojler";"6";"506";"3";"NOUN<CAS<INE>>";"NOUN";"cvccvccvc"
"Carmennél";"Carmen";"6";"1095";"3";"NOUN<CAS<ADE>>";"NOUN";"cvccvccvc"
"Donyeckben";"Donyeck";"6";"23";"3";"NOUN<CAS<INE>>";"NOUN";"cvcvcccvc"
"faszénnek";"faszén";"6";"632";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcvccvc"
"farmernél";"farmer";"6";"4325";"3";"NOUN<CAS<ADE>>";"NOUN";"cvccvccvc"
"fortélynak";"fortély";"6";"2734";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"Gangeszba";"Gangesz";"6";"481";"3";"NOUN<CAS<ILL>>";"NOUN";"cvccvccv"
"gallérnál";"gallér";"6";"2082";"3";"NOUN<CAS<ADE>>";"NOUN";"cvccvccvc"
"hardvernél";"hardver";"6";"7609";"3";"NOUN<CAS<ADE>>";"NOUN";"cvcccvccvc"
"házhelyre";"házhely";"6";"487";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvccv"
"Hobbesnál";"Hobbes";"6";"205";"3";"NOUN<CAS<ADE>>";"NOUN";"cvccvccvc"
"Hórebre";"Hóreb";"6";"156";"3";"NOUN<CAS<SBL>>";"NOUN";"cvcvccv"
"kartellben";"kartell";"6";"491";"3";"NOUN<CAS<INE>>";"NOUN";"cvccvcccvc"
"klozettra";"klozett";"6";"42";"3";"NOUN<CAS<SBL>>";"NOUN";"ccvcvcccv"
"Koblenzbe";"Koblenz";"6";"52";"3";"NOUN<CAS<ILL>>";"NOUN";"cvccvcccv"
"kórképnél";"kórkép";"6";"2075";"3";"NOUN<CAS<ADE>>";"NOUN";"cvccvccvc"
"Kornélnál";"Kornél";"6";"3557";"3";"NOUN<CAS<ADE>>";"NOUN";"cvccvccvc"
"kóterban";"kóter";"6";"45";"3";"NOUN<CAS<INE>>";"NOUN";"cvcvccvc"
"kráterba";"kráter";"6";"2416";"3";"NOUN<CAS<ILL>>";"NOUN";"ccvcvccv"
"kurrensnek";"kurrens";"6";"934";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvcccvc"
"kvartettre";"kvartett";"6";"827";"3";"NOUN<CAS<SBL>>";"NOUN";"ccvccvcccv"
"kvártélyba";"kvártély";"6";"171";"3";"NOUN<CAS<ILL>>";"NOUN";"ccvccvccv"
"lángtérbe";"lángtér";"6";"130";"3";"NOUN<CAS<ILL>>";"NOUN";"cvcccvccv"
"Macbethre";"Macbeth";"6";"632";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvcccv"
"Lutherra";"Luther";"6";"4745";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvccv"
"Marcellnak";"Marcell";"6";"1100";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvcccvc"
"molettnek";"molett";"6";"511";"3";"ADJ<CAS<DAT>>";"ADJ";"cvcvcccvc"
"norvégnek";"norvég";"6";"5331";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"porszemnél";"porszem";"6";"1251";"3";"NOUN<CAS<ADE>>";"NOUN";"cvccvccvc"
"poszternél";"poszter";"6";"2117";"3";"NOUN<CAS<ADE>>";"NOUN";"cvccvccvc"
"pótszékre";"pótszék";"6";"194";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvccv"
"raszterre";"raszter";"6";"1042";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvccv"
"Russellnek";"Russell";"6";"403";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvcccvc"
"sportszernek";"sportszer";"6";"657";"3";"NOUN<CAS<DAT>>";"NOUN";"ccvcccvccvc"
"Sumerben";"sumer";"6";"345";"3";"ADJ<CAS<INE>>";"ADJ";"cvcvccvc"
"szóképnek";"szókép";"6";"559";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcvccvc"
"tájnyelvnek";"tájnyelv";"6";"395";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvcccvc"
