a_form	a_freq	lemma	lemma_freq	corpus_size	xpostag	e_form	e_freq	a_e_odds	a_e_log_odds
bankettnál	1	bankett	10704	8570080167	[/N][Ade]	bankettnél	3	0.5	-0.6931471805599453
barternak	1	barter	2631	8570080167	[/N][Dat]	barternek	50	0.0392156862745098	-3.2386784521643803
bokszerban	1	bokszer	15005	8570080167	[/N][Ine]	boxerben	516	0.0038684719535783366	-5.554895693948484
bokszerban	1	bokszer	15005	8570080167	[/N][Ine]	bokszerben	51	0.038461538461538464	-3.258096538021482
bokszerra	1	bokszer	15005	8570080167	[/N][Subl]	boxerre	80	0.024691358024691357	-3.7013019741124937
bokszerra	1	bokszer	15005	8570080167	[/N][Subl]	bokszerre	15	0.125	-2.0794415416798357
bovdenra	1	bovden	1970	8570080167	[/N][Subl]	bovdenre	18	0.10526315789473684	-2.2512917986064953
brojlernál	1	brojler	1774	8570080167	[/N][Ade]	brojlernél	4	0.4	-0.916290731874155
brókerba	1	bróker	27705	8570080167	[/N][Ill]	brókerbe	2	0.6666666666666666	-0.40546510810816444
brúdernak	1	brúder	138	8570080167	[/N][Dat]	brúdernek	3	0.5	-0.6931471805599453
burleszkba	1	burleszk	3962	8570080167	[/N][Ill]	burleszkbe	428	0.004662004662004662	-5.368309738368072
csapszékban	1	csapszék	1650	8570080167	[/N][Ine]	csapszékben	248	0.008032128514056224	-4.824305715904762
dodzsemban	1	dodzsem	1848	8570080167	[/N][Ine]	dodzsemben	112	0.017699115044247787	-4.034240638152395
dzsungelnál	1	dzsungel	55832	8570080167	[/N][Ade]	dzsungelnél	29	0.06666666666666667	-2.70805020110221
dózernál	1	dózer	2635	8570080167	[/N][Ade]	dózernél	2	0.6666666666666666	-0.40546510810816444
falzettnak	1	falzett	591	8570080167	[/N][Dat]	falzettnek	2	0.6666666666666666	-0.40546510810816444
flanelban	1	flanel	1947	8570080167	[/N][Ine]	flanelben	5	0.3333333333333333	-1.0986122886681098
flaszternak	1	flaszter	2419	8570080167	[/N][Dat]	flaszternek	9	0.2	-1.6094379124341003
fotelnál	1	fotel	70961	8570080167	[/N][Ade]	fotelnél	46	0.0425531914893617	-3.1570004211501135
fragmentban	1	fragment	1051	8570080167	[/N][Ine]	fragmentben	9	0.2	-1.6094379124341003
fráternál	1	fráter	13052	8570080167	[/N][Ade]	fráternél	4	0.4	-0.916290731874155
gyógyszerban	1	gyógyszer	941383	8570080167	[/N][Ine]	gyógyszerben	928	0.002152852529601722	-6.140961558253894
gyógyszernál	1	gyógyszer	941383	8570080167	[/N][Ade]	gyógyszernél	1074	0.0018604651162790699	-6.2869287600018176
gólemnak	1	gólem	7937	8570080167	[/N][Dat]	gólemnek	127	0.015625	-4.1588830833596715
háremra	1	hárem	9328	8570080167	[/N][Subl]	háremre	45	0.043478260869565216	-3.1354942159291497
háttérnál	1	háttér	1176278	8570080167	[/N][Ade]	háttérnél	499	0.004	-5.521460917862246
hátvédnál	1	hátvéd	23893	8570080167	[/N][Ade]	hátvédnél	39	0.05	-2.995732273553991
junkernak	1	junker	1227	8570080167	[/N][Dat]	junkernek	31	0.0625	-2.772588722239781
jólétban	1	jólét	141768	8570080167	[/N][Ine]	jólétben	7668	2.607901942886947e-4	-8.251794327204914
jólétnak	1	jólét	141768	8570080167	[/N][Dat]	jólétnek	1619	0.0012345679012345679	-6.697034247666484
kampecban	1	kampec	1979	8570080167	[/N][Ine]	kampecben	3	0.5	-0.6931471805599453
kampecnak	1	kampec	1979	8570080167	[/N][Dat]	kampecnek	2	0.6666666666666666	-0.40546510810816444
klapecnak	1	klapec	99	8570080167	[/N][Dat]	klapecnek	1	1	0
korrektnál	1	korrekt	280874	8570080167	[/Adj][Ade]	korrektnél	40	0.04878048780487805	-3.0204248861443626
korvettra	1	korvett	1733	8570080167	[/N][Subl]	korvettre	20	0.09523809523809523	-2.3513752571634776
krokettnak	1	krokett	3075	8570080167	[/N][Dat]	krokettnek	19	0.1	-2.3025850929940455
kuffernak	1	kuffer	365	8570080167	[/N][Dat]	kuffernek	1	1	0
kufferra	1	kuffer	365	8570080167	[/N][Subl]	kufferre	2	0.6666666666666666	-0.40546510810816444
kukkerra	1	kukker	1077	8570080167	[/N][Subl]	kukkerre	15	0.125	-2.0794415416798357
kvartettba	1	kvartett	26413	8570080167	[/N][Ill]	kvartettbe	340	0.005865102639296188	-5.1387352967235715
kódexnak	1	kódex	122990	8570080167	[/N][Dat]	kódexnek	2348	8.514261387824606e-4	-7.068597804098967
kóterra	1	kóter	752	8570080167	[/N][Subl]	kóterre	1	1	0
lasztexra	1	lasztex	97	8570080167	[/N][Subl]	lasztexre	3	0.5	-0.6931471805599453
lueszra	1	luesz	247	8570080167	[/N][Subl]	lueszre	2	0.6666666666666666	-0.40546510810816444
lumenban	1	lumen	19534	8570080167	[/N][Ine]	lumenben	442	0.004514672686230248	-5.40042258948519
lábfejra	1	lábfej	49429	8570080167	[/N][Subl]	lábfejre	1070	0.0018674136321195146	-6.283200889887803
macesznál	1	macesz	2035	8570080167	[/N][Ade]	macesznél	3	0.5	-0.6931471805599453
majszternak	1	majszter	137	8570080167	[/N][Dat]	majszternek	3	0.5	-0.6931471805599453
modemnak	1	modem	54652	8570080167	[/N][Dat]	modemnek	661	0.0030211480362537764	-5.802118375377063
modemra	1	modem	54652	8570080167	[/N][Subl]	modemre	711	0.0028089887640449437	-5.87493073085203
mágnesba	1	mágnes	59860	8570080167	[/N][Ill]	mágnesbe	36	0.05405405405405406	-2.917770732084279
mágnesnál	1	mágnes	59860	8570080167	[/N][Ade]	mágnesnél	80	0.024691358024691357	-3.7013019741124937
mágnesra	1	mágnes	59860	8570080167	[/N][Subl]	mágnesre	433	0.004608294930875576	-5.37989735354046
máterban	1	máter	613	8570080167	[/N][Ine]	máterben	27	0.07142857142857142	-2.639057329615259
módszerba	1	módszer	2002818	8570080167	[/N][Ill]	módszerbe	809	0.0024691358024691358	-6.003887067106539
módszerban	1	módszer	2002818	8570080167	[/N][Ine]	módszerben	4684	4.2689434364994664e-4	-7.758974014112577
módszernál	1	módszer	2002818	8570080167	[/N][Ade]	módszernél	6674	2.99625468164794e-4	-8.112977302708504
nonszenszban	1	nonszensz	16551	8570080167	[/N][Ine]	nonszenszben	8	0.2222222222222222	-1.5040773967762742
nonszensznak	1	nonszensz	16551	8570080167	[/N][Dat]	nonszensznek	1248	0.0016012810248198558	-6.436951329565632
omlettban	1	omlett	7297	8570080167	[/N][Ine]	omlettben	55	0.03571428571428571	-3.332204510175204
omlettra	1	omlett	7297	8570080167	[/N][Subl]	omlettre	87	0.022727272727272728	-3.784189633918261
pajeszra	1	pajesz	1346	8570080167	[/N][Subl]	pajeszre	2	0.6666666666666666	-0.40546510810816444
pakettnak	1	pakett	2400	8570080167	[/N][Dat]	pakettnek	18	0.10526315789473684	-2.2512917986064953
partnerba	1	partner	1270201	8570080167	[/N][Ill]	partnerbe	178	0.0111731843575419	-4.4942386252808095
pasztellnál	1	pasztell	22351	8570080167	[/N][Ade]	pasztellnél	30	0.06451612903225806	-2.740840023925201
plakettra	1	plakett	13783	8570080167	[/N][Subl]	plakettre	72	0.0273972602739726	-3.597312260588446
plotterba	1	plotter	2043	8570080167	[/N][Ill]	plotterbe	1	1	0
pollenra	1	pollen	29350	8570080167	[/N][Subl]	pollenre	763	0.002617801047120419	-5.945420608606575
páterba	1	páter	9880	8570080167	[/N][Ill]	páterbe	2	0.6666666666666666	-0.40546510810816444
páterra	1	páter	9880	8570080167	[/N][Subl]	páterre	40	0.04878048780487805	-3.0204248861443626
rajthelyra	1	rajthely	7079	8570080167	[/N][Subl]	rajthelyre	709	0.0028169014084507044	-5.872117789475416
rollernál	1	roller	22986	8570080167	[/N][Ade]	rollernél	46	0.0425531914893617	-3.1570004211501135
rossebba	1	rosseb	3544	8570080167	[/N][Ill]	rossebbe	201	0.009900990099009901	-4.61512051684126
ruténra	1	rutén	5396	8570080167	[/Adj][Subl]	ruténre	8	0.2222222222222222	-1.5040773967762742
samesznál	1	samesz	2511	8570080167	[/N][Ade]	samesznél	1	1	0
skanzennál	1	skanzen	26458	8570080167	[/N][Ade]	skanzennél	106	0.018691588785046728	-3.979681653901961
smasszernál	1	smasszer	1467	8570080167	[/N][Ade]	smasszernél	1	1	0
sparheltnál	1	sparhelt	4765	8570080167	[/N][Ade]	sparheltnél	21	0.09090909090909091	-2.3978952727983707
sparherdnak	1	sparherd	458	8570080167	[/N][Dat]	sparherdnek	2	0.6666666666666666	-0.40546510810816444
stopperban	1	stopper	12525	8570080167	[/N][Ine]	stopperben	14	0.13333333333333333	-2.0149030205422647
stukkerba	1	stukker	2693	8570080167	[/N][Ill]	stukkerbe	5	0.3333333333333333	-1.0986122886681098
suszterba	1	suszter	6878	8570080167	[/N][Ill]	suszterbe	2	0.6666666666666666	-0.40546510810816444
suszterban	1	suszter	6878	8570080167	[/N][Ine]	suszterben	3	0.5	-0.6931471805599453
szlogenban	1	szlogen	73259	8570080167	[/N][Ine]	szlogenben	375	0.005319148936170213	-5.236441962829949
szoftvernál	1	szoftver	653676	8570080167	[/N][Ade]	szoftvernél	624	0.0032	-5.744604469176456
szonettba	1	szonett	11142	8570080167	[/N][Ill]	szonettbe	44	0.044444444444444446	-3.1135153092103742
tandemnál	1	tandem	10068	8570080167	[/N][Ade]	tandemnél	20	0.09523809523809523	-2.3513752571634776
tandemra	1	tandem	10068	8570080167	[/N][Subl]	tandemre	67	0.029411764705882353	-3.5263605246161616
tanszéknak	1	tanszék	470398	8570080167	[/N][Dat]	tanszéknek	1619	0.0012345679012345679	-6.697034247666484
tanévra	1	tanév	668169	8570080167	[/N][Subl]	tanévre	68543	2.9178338001867415e-5	-10.442083973247476
totemra	1	totem	6244	8570080167	[/N][Subl]	totemre	46	0.0425531914893617	-3.1570004211501135
transzfernak	1	transzfer	87598	8570080167	[/N][Dat]	transzfernek	353	0.005649717514124294	-5.176149732573829
transzfernál	1	transzfer	87598	8570080167	[/N][Ade]	transzfernél	73	0.02702702702702703	-3.6109179126442243
trappernak	1	trapper	958	8570080167	[/N][Dat]	trappernek	17	0.1111111111111111	-2.1972245773362196
traverzba	1	traverz	1380	8570080167	[/N][Ill]	traverzbe	14	0.13333333333333333	-2.0149030205422647
vátesznak	1	vátesz	2163	8570080167	[/N][Dat]	vátesznek	104	0.01904761904761905	-3.960813169597578
zacseknak	1	zacsek	392	8570080167	[/N][Dat]	zacseknek	1	1	0
zsakettnak	1	zsakett	787	8570080167	[/N][Dat]	zsakettnek	6	0.2857142857142857	-1.252762968495368
zsakettra	1	zsakett	787	8570080167	[/N][Subl]	zsakettre	6	0.2857142857142857	-1.252762968495368
zsánernál	1	zsáner	16709	8570080167	[/N][Ade]	zsánernél	70	0.028169014084507043	-3.56953269648137
ádventban	1	ádvent	2839	8570080167	[/N][Ine]	ádventben	235	0.00847457627118644	-4.770684624465665
ádventnak	1	ádvent	2839	8570080167	[/N][Dat]	ádventnek	29	0.06666666666666667	-2.70805020110221
ágensnál	1	ágens	17621	8570080167	[/N][Ade]	ágensnél	13	0.14285714285714285	-1.9459101490553135
ájernak	1	ájer	465	8570080167	[/N][Dat]	ájernek	2	0.6666666666666666	-0.40546510810816444
óvszerban	1	óvszer	41045	8570080167	[/N][Ine]	óvszerben	225	0.008849557522123894	-4.727387818712341
úttestra	1	úttest	56993	8570080167	[/N][Subl]	úttestre	8749	2.2857142857142857e-4	-8.383661798791715
NA	0	bokszer	15005	8570080167	[/N][Dat]	boxernek	213	0.004672897196261682	-5.365976015021851
NA	0	bokszer	15005	8570080167	[/N][Ade]	boxernél	66	0.014925373134328358	-4.204692619390966
NA	0	bokszer	15005	8570080167	[/N][Ill]	boxerbe	33	0.029411764705882353	-3.5263605246161616
NA	0	bokszer	15005	8570080167	[/N][Dat]	bokszernek	11	0.08333333333333333	-2.4849066497880004
NA	0	bokszer	15005	8570080167	[/N][Ade]	bokszernél	8	0.1111111111111111	-2.1972245773362196
NA	0	bokszer	15005	8570080167	[/N][Ill]	bokszerbe	6	0.14285714285714285	-1.9459101490553135
