form_1	freq_1	stem	xpostag	variation	lemma_freq_corrected	corpus_size	form_2	freq_2	odds	log_odds	base	derivational	nsyl	base_tr	suffix	vowel	darab
barmenban	3	barmen	[/N][Ine]	hotelban/hotelben	120	8570080167	barmenben	38	0.10256410256410256	-2.277267285009756	barmen	NA	NA	barmen	ban	e	NA
barneysnál	3	barneys	[/N][Ade]	hotelban/hotelben	147	8570080167	barneysnél	2	1.3333333333333333	0.28768207245178085	barneys	NA	NA	barneys	nál	e	NA
barnsleynak	3	barnsley	[/N][Dat]	hotelban/hotelben	665	8570080167	barnsleynek	1	2	0.6931471805599453	barnsley	NA	NA	barnsley	nak	e	NA
bartellba	3	bartell	[/N][Ill]	hotelban/hotelben	227	8570080167	bartellbe	4	0.8	-0.2231435513142097	bartell	NA	NA	bartell	NA	e	NA
batesnak	3	bates	[/N][Dat]	hotelban/hotelben	4952	8570080167	batesnek	62	0.06349206349206349	-2.7568403652716422	bates	NA	NA	bates	nak	e	NA
bogyeszra	3	bogyesz	[/N][Subl]	hotelban/hotelben	251	8570080167	bogyeszre	1	2	0.6931471805599453	bogyesz	NA	NA	bo©eß	NA	e	NA
bohémra	3	bohém	[/Adj][Subl]	hotelban/hotelben	24956	8570080167	bohémre	1	2	0.6931471805599453	bohém	NA	NA	bohém	NA	é	NA
bonnetnak	3	bonnet	[/N][Dat]	hotelban/hotelben	147	8570080167	bonnetnek	14	0.26666666666666666	-1.3217558399823195	bonnet	NA	NA	bonnet	nak	e	NA
borgesra	3	borges	[/N][Subl]	hotelban/hotelben	5250	8570080167	borgesre	50	0.0784313725490196	-2.5455312716044354	borges	NA	NA	borges	NA	e	NA
bowdennak	3	bowden	[/N][Dat]	hotelban/hotelben	2966	8570080167	bowdennek	34	0.11428571428571428	-2.169053700369523	bowden	NA	NA	bowden	nak	e	NA
brucknernál	3	bruckner	[/N][Ade]	hotelban/hotelben	6377	8570080167	brucknernél	7	0.5	-0.6931471805599453	bruckner	NA	NA	bruckner	nál	e	NA
budgetba	3	budget	[/N][Ill]	hotelban/hotelben	9053	8570080167	budgetbe	29	0.13333333333333333	-2.0149030205422647	budget	NA	NA	budget	NA	e	NA
buffettnak	3	buffett	[/N][Dat]	hotelban/hotelben	4021	8570080167	buffettnek	54	0.07272727272727272	-2.6210388241125804	buffett	NA	NA	buffett	nak	e	NA
burgnernak	3	burgner	[/N][Dat]	hotelban/hotelben	58	8570080167	burgnernek	1	2	0.6931471805599453	burgner	NA	NA	burgner	nak	e	NA
bábelnak	3	bábel	[/N][Dat]	hotelban/hotelben	15858	8570080167	bábelnek	269	0.01481481481481481	-4.212127597878484	bábel	NA	NA	bábel	nak	e	NA
báselban	3	básel	[/N][Ine]	hotelban/hotelben	29	8570080167	báselben	11	0.3333333333333333	-1.0986122886681098	básel	NA	NA	básel	ban	e	NA
bázelnak	3	bázel	[/N][Dat]	hotelban/hotelben	7195	8570080167	bázelnek	14	0.26666666666666666	-1.3217558399823195	bázel	NA	NA	bázel	nak	e	NA
bázelnál	3	bázel	[/N][Ade]	hotelban/hotelben	7195	8570080167	bázelnél	23	0.16666666666666666	-1.791759469228055	bázel	NA	NA	bázel	nál	e	NA
cartelba	3	cartel	[/N][Ill]	hotelban/hotelben	478	8570080167	cartelbe	1	2	0.6931471805599453	cartel	NA	NA	cartel	NA	e	NA
chanelnak	3	chanel	[/N][Dat]	hotelban/hotelben	19256	8570080167	chanelnek	401	0.0099502487562189	-4.61015772749913	chanel	NA	NA	chanel	nak	e	NA
chanelnál	3	chanel	[/N][Ade]	hotelban/hotelben	19256	8570080167	chanelnél	235	0.01694915254237288	-4.07753744390572	chanel	NA	NA	chanel	nál	e	NA
chartresba	3	chartres	[/N][Ill]	hotelban/hotelben	853	8570080167	chartresbe	2	1.3333333333333333	0.28768207245178085	chartres	NA	NA	chartres	NA	e	NA
coblenzban	3	coblenz	[/N][Ine]	hotelban/hotelben	22	8570080167	coblenzben	3	1	0	coblenz	NA	NA	coblenz	ban	e	NA
comedyban	3	comedy	[/N][Ine]	hotelban/hotelben	17849	8570080167	comedyben	39	0.1	-2.3025850929940455	comedy	NA	NA	comedy	ban	e	NA
connerynak	3	connery	[/N][Dat]	hotelban/hotelben	3440	8570080167	connerynek	22	0.17391304347826086	-1.749199854809259	connery	NA	NA	connery	nak	e	NA
cornerba	3	corner	[/N][Ill]	hotelban/hotelben	9607	8570080167	cornerbe	27	0.14285714285714285	-1.9459101490553137	corner	NA	NA	corner	NA	e	NA
cortesra	3	cortes	[/N][Subl]	hotelban/hotelben	1171	8570080167	cortesre	2	1.3333333333333333	0.28768207245178085	cortes	NA	NA	cortes	NA	e	NA
costesba	3	costes	[/N][Ill]	hotelban/hotelben	4663	8570080167	costesbe	37	0.10526315789473684	-2.2512917986064953	costes	NA	NA	costes	NA	e	NA
cowesban	3	cowes	[/N][Ine]	hotelban/hotelben	91	8570080167	cowesben	2	1.3333333333333333	0.28768207245178085	cowes	NA	NA	cowes	ban	e	NA
csólenban	3	csólen	[/N][Ine]	hotelban/hotelben	20	8570080167	csólen	2	1.3333333333333333	0.28768207245178085	csólen	NA	NA	çólen	ban	e	NA
csólenban	3	csólen	[/N][Ine]	hotelban/hotelben	20	8570080167	csólenben	1	2	0.6931471805599453	csólen	NA	NA	çólen	ban	e	NA
cullennak	3	cullen	[/N][Dat]	hotelban/hotelben	3304	8570080167	cullennek	22	0.17391304347826086	-1.749199854809259	cullen	NA	NA	cullen	nak	e	NA
donyeckban	3	donyeck	[/N][Ine]	hotelban/hotelben	7860	8570080167	donyeckben	1204	0.00331950207468879	-5.7079404848048645	donyeck	NA	NA	do¥eck	ban	e	NA
downedba	3	downed	[/N][Ill]	hotelban/hotelben	116	8570080167	downedbe	8	0.4444444444444444	-0.8109302162163288	downed	NA	NA	downed	NA	e	NA
dubstepra	3	dubstep	[/N][Subl]	hotelban/hotelben	5543	8570080167	dubstepre	85	0.04651162790697674	-3.068052935133617	dubstep	NA	NA	dubstep	NA	e	NA
dózernak	3	dózer	[/N][Dat]	hotelban/hotelben	2635	8570080167	dózernek	28	0.13793103448275862	-1.9810014688665831	dózer	NA	NA	dózer	nak	e	NA
fafnernak	3	fafner	[/N][Dat]	hotelban/hotelben	225	8570080167	fafnernek	6	0.5714285714285714	-0.5596157879354228	fafner	NA	NA	fafner	nak	e	NA
famerban	3	famer	[/N][Ine]	hotelban/hotelben	412	8570080167	famerben	3	1	0	famer	NA	NA	famer	ban	e	NA
fargerba	3	farger	[/N][Ill]	hotelban/hotelben	84	8570080167	fargerbe	1	2	0.6931471805599453	farger	NA	NA	farger	NA	e	NA
flanelra	3	flanel	[/N][Subl]	hotelban/hotelben	1947	8570080167	flanelre	7	0.5	-0.6931471805599453	flanel	NA	NA	flanel	NA	e	NA
florencba	3	florenc	[/N][Ill]	hotelban/hotelben	220	8570080167	florencbe	4	0.8	-0.2231435513142097	florenc	NA	NA	florenc	NA	e	NA
folderra	3	folder	[/N][Subl]	hotelban/hotelben	5302	8570080167	folderre	54	0.07272727272727272	-2.6210388241125804	folder	NA	NA	folder	NA	e	NA
forestban	3	forest	[/N][Ine]	hotelban/hotelben	16561	8570080167	forestben	147	0.02702702702702703	-3.610917912644224	forest	NA	NA	forest	ban	e	NA
forexba	3	forex	[/N][Ill]	hotelban/hotelben	15904	8570080167	forexbe	19	0.2	-1.6094379124341005	forex	NA	NA	forex	NA	e	NA
fráterba	3	fráter	[/N][Ill]	hotelban/hotelben	13052	8570080167	fráterbe	9	0.4	-0.916290731874155	fráter	NA	NA	fráter	NA	e	NA
fráterban	3	fráter	[/N][Ine]	hotelban/hotelben	13052	8570080167	fráterben	17	0.2222222222222222	-1.5040773967762742	fráter	NA	NA	fráter	ban	e	NA
fásyéknak	3	fásyék	[/N][Dat]	hotelban/hotelben	18	8570080167	fásyék	1	2	0.6931471805599453	fásyék	NA	NA	fásyék	nak	é	NA
fószernál	3	fószer	[/N][Ade]	hotelban/hotelben	4007	8570080167	fószernél	6	0.5714285714285714	-0.5596157879354228	fószer	NA	NA	fóßer	nál	e	NA
gabesznál	3	gabesz	[/N][Ade]	hotelban/hotelben	1711	8570080167	gabesznél	3	1	0	gabesz	NA	NA	gabeß	nál	e	NA
gadgetban	3	gadget	[/N][Ine]	hotelban/hotelben	1094	8570080167	gadgetben	4	0.8	-0.2231435513142097	gadget	NA	NA	gadget	ban	e	NA
gamesnak	3	games	[/N][Dat]	hotelban/hotelben	31415	8570080167	gamesnek	55	0.07142857142857142	-2.639057329615259	games	NA	NA	games	nak	e	NA
gaméknál	3	gamék	[/N][Ade]	hotelban/hotelben	90	8570080167	gaméknél	1	2	0.6931471805599453	gamék	NA	NA	gamék	nál	é	NA
gangesznál	3	gangesz	[/N][Ade]	hotelban/hotelben	5185	8570080167	gangesznél	16	0.2352941176470588	-1.4469189829363254	gangesz	NA	NA	gangeß	nál	e	NA
gardensban	3	gardens	[/N][Ine]	hotelban/hotelben	4812	8570080167	gardensben	50	0.0784313725490196	-2.5455312716044354	gardens	NA	NA	gardens	ban	e	NA
gatyeszban	3	gatyesz	[/N][Ine]	hotelban/hotelben	222	8570080167	gatyeszben	2	1.3333333333333333	0.28768207245178085	gatyesz	NA	NA	ga†eß	ban	e	NA
glutenra	3	gluten	[/N][Subl]	hotelban/hotelben	342	8570080167	glutenre	5	0.6666666666666666	-0.4054651081081645	gluten	NA	NA	gluten	NA	e	NA
gospelban	3	gospel	[/N][Ine]	hotelban/hotelben	9627	8570080167	gospelben	86	0.04597701149425287	-3.079613757534693	gospel	NA	NA	gospel	ban	e	NA
graggernak	3	gragger	[/N][Dat]	hotelban/hotelben	510	8570080167	graggernek	2	1.3333333333333333	0.28768207245178085	gragger	NA	NA	gragger	nak	e	NA
gruppenra	3	gruppen	[/N][Subl]	hotelban/hotelben	1146	8570080167	gruppenre	18	0.21052631578947367	-1.55814461804655	gruppen	NA	NA	gruppen	NA	e	NA
guldenban	3	gulden	[/N][Ine]	hotelban/hotelben	1360	8570080167	guldenben	8	0.4444444444444444	-0.8109302162163288	gulden	NA	NA	gulden	ban	e	NA
guldenra	3	gulden	[/N][Subl]	hotelban/hotelben	1360	8570080167	guldenre	28	0.13793103448275862	-1.9810014688665831	gulden	NA	NA	gulden	NA	e	NA
gunthernak	3	gunther	[/N][Dat]	hotelban/hotelben	2105	8570080167	gunthernek	25	0.15384615384615383	-1.8718021769015911	gunther	NA	NA	gunther	nak	e	NA
hadesnak	3	hades	[/N][Dat]	hotelban/hotelben	811	8570080167	hadesnek	9	0.4	-0.916290731874155	hades	NA	NA	hades	nak	e	NA
hamletba	3	hamlet	[/N][Ill]	hotelban/hotelben	25055	8570080167	hamletbe	59	0.06666666666666667	-2.70805020110221	hamlet	NA	NA	hamlet	NA	e	NA
hammerba	3	hammer	[/N][Ill]	hotelban/hotelben	20271	8570080167	hammerbe	38	0.10256410256410256	-2.277267285009756	hammer	NA	NA	hammer	NA	e	NA
hardvernak	3	hardver	[/N][Dat]	hotelban/hotelben	133417	8570080167	hardvernek	1438	0.00277970813064628	-5.885409345767477	hardver	NA	NA	hardver	nak	e	NA
hatterban	3	hatter	[/N][Ine]	hotelban/hotelben	5472	8570080167	hatterben	2032	0.00196753566158386	-6.230973452508456	hatter	NA	NA	hatter	ban	e	NA
havelnál	3	havel	[/N][Ade]	hotelban/hotelben	4736	8570080167	havelnél	16	0.2352941176470588	-1.4469189829363254	havel	NA	NA	havel	nál	e	NA
havenban	3	haven	[/N][Ine]	hotelban/hotelben	663	8570080167	havenben	157	0.02531645569620253	-3.676300671907076	haven	NA	NA	haven	ban	e	NA
havenban	3	haven	[/N][Ine]	hotelban/hotelben	663	8570080167	haven	37	0.10526315789473684	-2.2512917986064953	haven	NA	NA	haven	ban	e	NA
hayleynak	3	hayley	[/N][Dat]	hotelban/hotelben	2469	8570080167	hayleynek	12	0.3076923076923077	-1.1786549963416462	hayley	NA	NA	hayley	nak	e	NA
hostelnak	3	hostel	[/N][Dat]	hotelban/hotelben	18348	8570080167	hostelnek	160	0.0248447204968944	-3.695110003864572	hostel	NA	NA	hostel	nak	e	NA
hosztelba	3	hosztel	[/N][Ill]	hotelban/hotelben	239	8570080167	hosztelbe	7	0.5	-0.6931471805599453	hosztel	NA	NA	hoßtel	NA	e	NA
hubernak	3	huber	[/N][Dat]	hotelban/hotelben	10201	8570080167	hubernek	50	0.0784313725490196	-2.5455312716044354	huber	NA	NA	huber	nak	e	NA
hubertra	3	hubert	[/N][Subl]	hotelban/hotelben	8191	8570080167	hubertre	7	0.5	-0.6931471805599453	hubert	NA	NA	hubert	NA	e	NA
hummerban	3	hummer	[/N][Ine]	hotelban/hotelben	3606	8570080167	hummerben	26	0.14814814814814814	-1.9095425048844383	hummer	NA	NA	hummer	ban	e	NA
humphreynak	3	humphrey	[/N][Dat]	hotelban/hotelben	4723	8570080167	humphreynek	1	2	0.6931471805599453	humphrey	NA	NA	humphrey	nak	e	NA
hátérban	3	hátér	[/N][Ine]	hotelban/hotelben	2755	8570080167	hátérben	400	0.00997506234413965	-4.6076670661866785	hátér	NA	NA	hátér	ban	é	NA
janesznak	3	janesz	[/N][Dat]	hotelban/hotelben	185	8570080167	janesznek	1	2	0.6931471805599453	janesz	NA	NA	janeß	nak	e	NA
jobbernak	3	jobber	[/N][Dat]	hotelban/hotelben	1068	8570080167	jobbernek	20	0.1904761904761905	-1.6582280766035324	jobber	NA	NA	jobber	nak	e	NA
jokerra	3	joker	[/N][Subl]	hotelban/hotelben	24228	8570080167	jokerre	202	0.01970443349753694	-3.926911617921897	joker	NA	NA	joker	NA	e	NA
jonéknak	3	jonék	[/N][Dat]	hotelban/hotelben	60	8570080167	jonék	3	1	0	jonék	NA	NA	jonék	nak	é	NA
juszefnak	3	juszef	[/N][Dat]	hotelban/hotelben	650	8570080167	juszefnek	4	0.8	-0.2231435513142097	juszef	NA	NA	jußef	nak	e	NA
kabelba	3	kabel	[/N][Ill]	hotelban/hotelben	7375	8570080167	kabelbe	18	0.21052631578947367	-1.55814461804655	kabel	NA	NA	kabel	NA	e	NA
kabelnak	3	kabel	[/N][Dat]	hotelban/hotelben	7375	8570080167	kabelnek	67	0.0588235294117647	-2.833213344056216	kabel	NA	NA	kabel	nak	e	NA
kadettnak	3	kadett	[/N][Dat]	hotelban/hotelben	5563	8570080167	kadettnek	19	0.2	-1.6094379124341005	kadett	NA	NA	kadett	nak	e	NA
kadétban	3	kadét	[/N][Ine]	hotelban/hotelben	6328	8570080167	kadétben	2	1.3333333333333333	0.28768207245178085	kadét	NA	NA	kadét	ban	é	NA
kammerban	3	kammer	[/N][Ine]	hotelban/hotelben	257	8570080167	kammerben	7	0.5	-0.6931471805599453	kammer	NA	NA	kammer	ban	e	NA
kampenban	3	kampen	[/N][Ine]	hotelban/hotelben	328	8570080167	kampenben	50	0.0784313725490196	-2.5455312716044354	kampen	NA	NA	kampen	ban	e	NA
kampenban	3	kampen	[/N][Ine]	hotelban/hotelben	328	8570080167	kampen	10	0.3636363636363637	-1.01160091167848	kampen	NA	NA	kampen	ban	e	NA
kappelban	3	kappel	[/N][Ine]	hotelban/hotelben	575	8570080167	kappelben	4	0.8	-0.2231435513142097	kappel	NA	NA	kappel	ban	e	NA
karenban	3	karen	[/N][Ine]	hotelban/hotelben	16608	8570080167	karenben	7	0.5	-0.6931471805599453	karen	NA	NA	karen	ban	e	NA
karenban	3	karen	[/N][Ine]	hotelban/hotelben	16608	8570080167	karen	5	0.6666666666666666	-0.4054651081081645	karen	NA	NA	karen	ban	e	NA
kharésznak	3	kharész	[/N][Dat]	hotelban/hotelben	62	8570080167	kharésznek	1	2	0.6931471805599453	kharész	NA	NA	kharéß	nak	é	NA
koblenzban	3	koblenz	[/N][Ine]	hotelban/hotelben	978	8570080167	koblenzben	183	0.0217391304347826	-3.828641396489095	koblenz	NA	NA	koblenz	ban	e	NA
kommentba	3	komment	[/N][Ill]	hotelban/hotelben	266988	8570080167	kommentbe	2751	0.00145348837209302	-6.5337888379333435	komment	NA	NA	komment	NA	e	NA
kontentnak	3	kontent	[/N][Dat]	hotelban/hotelben	3120	8570080167	kontentnek	114	0.03478260869565217	-3.3586377672433594	kontent	NA	NA	kontent	nak	e	NA
krokettra	3	krokett	[/N][Subl]	hotelban/hotelben	3075	8570080167	krokettre	10	0.3636363636363637	-1.01160091167848	krokett	NA	NA	krokett	NA	e	NA
kráterra	3	kráter	[/N][Subl]	hotelban/hotelben	30791	8570080167	kráterre	184	0.02162162162162162	-3.834061463958434	kráter	NA	NA	kráter	NA	e	NA
kushnerra	3	kushner	[/N][Subl]	hotelban/hotelben	2741	8570080167	kushnerre	10	0.3636363636363637	-1.01160091167848	kushner	NA	NA	kushner	NA	e	NA
káslernak	3	kásler	[/N][Dat]	hotelban/hotelben	22948	8570080167	káslernek	67	0.0588235294117647	-2.833213344056216	kásler	NA	NA	kásler	nak	e	NA
kóternak	3	kóter	[/N][Dat]	hotelban/hotelben	752	8570080167	kóternek	2	1.3333333333333333	0.28768207245178085	kóter	NA	NA	kóter	nak	e	NA
lacknerban	3	lackner	[/N][Ine]	hotelban/hotelben	2369	8570080167	lacknerben	3	1	0	lackner	NA	NA	lackner	ban	e	NA
lamperthnak	3	lamperth	[/N][Dat]	hotelban/hotelben	5269	8570080167	lamperthnek	14	0.26666666666666666	-1.3217558399823195	lamperth	NA	NA	lamperth	nak	e	NA
lancerba	3	lancer	[/N][Ill]	hotelban/hotelben	4712	8570080167	lancerbe	10	0.3636363636363637	-1.01160091167848	lancer	NA	NA	lancer	NA	e	NA
langenban	3	langen	[/N][Ine]	hotelban/hotelben	56	8570080167	langenben	11	0.3333333333333333	-1.0986122886681098	langen	NA	NA	langen	ban	e	NA
langenban	3	langen	[/N][Ine]	hotelban/hotelben	56	8570080167	langen	2	1.3333333333333333	0.28768207245178085	langen	NA	NA	langen	ban	e	NA
lowellban	3	lowell	[/N][Ine]	hotelban/hotelben	1877	8570080167	lowellben	22	0.17391304347826086	-1.749199854809259	lowell	NA	NA	lowell	ban	e	NA
lógerban	3	lóger	[/N][Ine]	hotelban/hotelben	115	8570080167	lógerben	13	0.2857142857142857	-1.252762968495368	lóger	NA	NA	lóger	ban	e	NA
makerban	3	maker	[/N][Ine]	hotelban/hotelben	7650	8570080167	makerben	101	0.0392156862745098	-3.2386784521643803	maker	NA	NA	maker	ban	e	NA
maklernak	3	makler	[/N][Dat]	hotelban/hotelben	110	8570080167	maklernek	1	2	0.6931471805599453	makler	NA	NA	makler	nak	e	NA
malemba	3	malem	[/N][Ill]	hotelban/hotelben	46	8570080167	malembe	10	0.3636363636363637	-1.01160091167848	malem	NA	NA	malem	NA	e	NA
malevnak	3	malev	[/N][Dat]	hotelban/hotelben	559	8570080167	malevnek	5	0.6666666666666666	-0.4054651081081645	malev	NA	NA	malev	nak	e	NA
mammernak	3	mammer	[/N][Dat]	hotelban/hotelben	300	8570080167	mammernek	8	0.4444444444444444	-0.8109302162163288	mammer	NA	NA	mammer	nak	e	NA
manbedzsban	3	manbedzs	[/N][Ine]	hotelban/hotelben	80	8570080167	manbedzsben	3	1	0	manbedzs	NA	NA	manbedΩ	ban	e	NA
markerra	3	marker	[/N][Subl]	hotelban/hotelben	17862	8570080167	markerre	130	0.03053435114503816	-3.488902962081261	marker	NA	NA	marker	NA	e	NA
marketnál	3	market	[/N][Ade]	hotelban/hotelben	49807	8570080167	marketnél	146	0.02721088435374149	-3.6041382256588457	market	NA	NA	market	nál	e	NA
moképnak	3	mokép	[/N][Dat]	hotelban/hotelben	748	8570080167	moképnek	4	0.8	-0.2231435513142097	mokép	NA	NA	mokép	nak	é	NA
mordentba	3	mordent	[/N][Ill]	hotelban/hotelben	139	8570080167	mordentbe	1	2	0.6931471805599453	mordent	NA	NA	mordent	NA	e	NA
moresra	3	mores	[/N][Subl]	hotelban/hotelben	525	8570080167	moresre	32	0.12121212121212122	-2.1102132003465894	mores	NA	NA	mores	NA	e	NA
muldernak	3	mulder	[/N][Dat]	hotelban/hotelben	2816	8570080167	muldernek	99	0.04	-3.218875824868201	mulder	NA	NA	mulder	nak	e	NA
mushernak	3	musher	[/N][Dat]	hotelban/hotelben	140	8570080167	mushernek	9	0.4	-0.916290731874155	musher	NA	NA	musher	nak	e	NA
mutternál	3	mutter	[/N][Ade]	hotelban/hotelben	2225	8570080167	mutternél	4	0.8	-0.2231435513142097	mutter	NA	NA	mutter	nál	e	NA
mutterra	3	mutter	[/N][Subl]	hotelban/hotelben	2225	8570080167	mutterre	6	0.5714285714285714	-0.5596157879354228	mutter	NA	NA	mutter	NA	e	NA
muzsdéjnak	3	muzsdéj	[/N][Dat]	hotelban/hotelben	216	8570080167	muzsdéjnek	1	2	0.6931471805599453	muzsdéj	NA	NA	muΩdéj	nak	é	NA
májernak	3	májer	[/N][Dat]	hotelban/hotelben	4779	8570080167	májernek	67	0.0588235294117647	-2.833213344056216	májer	NA	NA	májer	nak	e	NA
márketban	3	márket	[/N][Ine]	hotelban/hotelben	24	8570080167	márketben	1	2	0.6931471805599453	márket	NA	NA	márket	ban	e	NA
módszernak	3	módszer	[/N][Dat]	hotelban/hotelben	2002818	8570080167	módszernek	25162	1.5896355760441918e-4	-8.746835579470277	módszer	NA	NA	módßer	nak	e	NA
nagelnak	3	nagel	[/N][Dat]	hotelban/hotelben	66	8570080167	nagelnek	7	0.5	-0.6931471805599453	nagel	NA	NA	nagel	nak	e	NA
nahlesnak	3	nahles	[/N][Dat]	hotelban/hotelben	809	8570080167	nahlesnek	16	0.2352941176470588	-1.4469189829363254	nahles	NA	NA	nahles	nak	e	NA
napfényban	3	napfény	[/N][Ine]	hotelban/hotelben	173388	8570080167	napfényben	18745	2.133788541555532e-4	-8.45244131418654	napfény	NA	NA	napfé¥	ban	é	NA
norbertra	3	norbert	[/N][Subl]	hotelban/hotelben	152876	8570080167	norbertre	374	0.01066666666666666	-4.54063166485052	norbert	NA	NA	norbert	NA	e	NA
notesznál	3	notesz	[/N][Ade]	hotelban/hotelben	13921	8570080167	notesznél	19	0.2	-1.6094379124341005	notesz	NA	NA	noteß	nál	e	NA
obszcénra	3	obszcén	[/Adj][Subl]	hotelban/hotelben	12289	8570080167	obszcénre	1	2	0.6931471805599453	obszcén	NA	NA	obßcén	NA	é	NA
oeknak	3	oek	[/N][Dat]	hotelban/hotelben	7871	8570080167	oek	105	0.03773584905660377	-3.277144732992177	oek	NA	NA	oek	nak	e	NA
oeknak	3	oek	[/N][Dat]	hotelban/hotelben	7871	8570080167	oeknek	4	0.8	-0.2231435513142097	oek	NA	NA	oek	nak	e	NA
okkerra	3	okker	[/N][Subl]	hotelban/hotelben	3652	8570080167	okkerre	28	0.13793103448275862	-1.9810014688665831	okker	NA	NA	okker	NA	e	NA
ombrésra	3	ombrés	[/N][Subl]	hotelban/hotelben	59	8570080167	ombrésre	9	0.4	-0.916290731874155	ombrés	NA	NA	ombrés	NA	é	NA
onewnak	3	onew	[/N][Dat]	hotelban/hotelben	182	8570080167	onewnek	3	1	0	onew	NA	NA	onew	nak	e	NA
orkneyban	3	orkney	[/N][Ine]	hotelban/hotelben	308	8570080167	orkneyben	4	0.8	-0.2231435513142097	orkney	NA	NA	orkney	ban	e	NA
pacskerba	3	pacsker	[/N][Ill]	hotelban/hotelben	1045	8570080167	pacskerbe	1	2	0.6931471805599453	pacsker	NA	NA	paçker	NA	e	NA
pajeszban	3	pajesz	[/N][Ine]	hotelban/hotelben	1346	8570080167	pajeszben	2	1.3333333333333333	0.28768207245178085	pajesz	NA	NA	pajeß	ban	e	NA
pamfletba	3	pamflet	[/N][Ill]	hotelban/hotelben	4742	8570080167	pamfletbe	26	0.14814814814814814	-1.9095425048844383	pamflet	NA	NA	pamflet	NA	e	NA
pamfletban	3	pamflet	[/N][Ine]	hotelban/hotelben	4742	8570080167	pamfletben	124	0.032	-3.4420193761824103	pamflet	NA	NA	pamflet	ban	e	NA
panthersnak	3	panthers	[/N][Dat]	hotelban/hotelben	3286	8570080167	panthersnek	59	0.06666666666666667	-2.70805020110221	panthers	NA	NA	panthers	nak	e	NA
panzersban	3	panzers	[/N][Ine]	hotelban/hotelben	750	8570080167	panzersben	23	0.16666666666666666	-1.791759469228055	panzers	NA	NA	panzers	ban	e	NA
parkenban	3	parken	[/N][Ine]	hotelban/hotelben	167	8570080167	parkenben	6	0.5714285714285714	-0.5596157879354228	parken	NA	NA	parken	ban	e	NA
parkenban	3	parken	[/N][Ine]	hotelban/hotelben	167	8570080167	parken	3	1	0	parken	NA	NA	parken	ban	e	NA
parkettnál	3	parkett	[/N][Ade]	hotelban/hotelben	12893	8570080167	parkettnél	3	1	0	parkett	NA	NA	parkett	nál	e	NA
patkesznak	3	patkesz	[/N][Dat]	hotelban/hotelben	88	8570080167	patkesznek	1	2	0.6931471805599453	patkesz	NA	NA	patkeß	nak	e	NA
phuketban	3	phuket	[/N][Ine]	hotelban/hotelben	13132	8570080167	phuketben	47	0.08333333333333333	-2.4849066497880004	phuket	NA	NA	phuket	ban	e	NA
poppernak	3	popper	[/N][Dat]	hotelban/hotelben	14166	8570080167	poppernek	126	0.03149606299212598	-3.457892725338701	popper	NA	NA	popper	nak	e	NA
potternak	3	potter	[/N][Dat]	hotelban/hotelben	58232	8570080167	potternek	802	0.0049813200498132	-5.302060352826871	potter	NA	NA	potter	nak	e	NA
powernak	3	power	[/N][Dat]	hotelban/hotelben	108836	8570080167	powernek	202	0.01970443349753694	-3.926911617921897	power	NA	NA	power	nak	e	NA
problemra	3	problem	[/N][Subl]	hotelban/hotelben	9104	8570080167	problemre	22	0.17391304347826086	-1.749199854809259	problem	NA	NA	problem	NA	e	NA
puffernál	3	puffer	[/N][Ade]	hotelban/hotelben	21029	8570080167	puffernél	50	0.0784313725490196	-2.5455312716044354	puffer	NA	NA	puffer	nál	e	NA
pulchernak	3	pulcher	[/N][Dat]	hotelban/hotelben	230	8570080167	pulchernek	2	1.3333333333333333	0.28768207245178085	pulcher	NA	NA	pulcher	nak	e	NA
putneyban	3	putney	[/N][Ine]	hotelban/hotelben	638	8570080167	putneyben	1	2	0.6931471805599453	putney	NA	NA	putney	ban	e	NA
páleszban	3	pálesz	[/N][Ine]	hotelban/hotelben	2031	8570080167	páleszben	18	0.21052631578947367	-1.55814461804655	pálesz	NA	NA	páleß	ban	e	NA
páleszra	3	pálesz	[/Adj][Subl]	hotelban/hotelben	2031	8570080167	páleszre	3	1	0	pálesz	NA	NA	páleß	NA	e	NA
rachelnak	3	rachel	[/N][Dat]	hotelban/hotelben	24083	8570080167	rachelnek	286	0.01393728222996515	-4.273187854639731	rachel	NA	NA	rachel	nak	e	NA
ramszesznak	3	ramszesz	[/N][Dat]	hotelban/hotelben	5867	8570080167	ramszesznek	194	0.02051282051282051	-3.886705197443856	ramszesz	NA	NA	ramßeß	nak	e	NA
rathernak	3	rather	[/N][Dat]	hotelban/hotelben	1317	8570080167	rathernek	2	1.3333333333333333	0.28768207245178085	rather	NA	NA	rather	nak	e	NA
ravelnak	3	ravel	[/N][Dat]	hotelban/hotelben	5824	8570080167	ravelnek	51	0.07692307692307693	-2.5649493574615367	ravel	NA	NA	ravel	nak	e	NA
ravernak	3	raver	[/N][Dat]	hotelban/hotelben	827	8570080167	ravernek	16	0.2352941176470588	-1.4469189829363254	raver	NA	NA	raver	nak	e	NA
razernak	3	razer	[/N][Dat]	hotelban/hotelben	6873	8570080167	razernek	15	0.25	-1.3862943611198906	razer	NA	NA	razer	nak	e	NA
rocherban	3	rocher	[/N][Ine]	hotelban/hotelben	4734	8570080167	rocherben	26	0.14814814814814814	-1.9095425048844383	rocher	NA	NA	rocher	ban	e	NA
