lemma	xpostag	corpus_size	lemma_freq	v1	v2	vh
szüzsé	[/N][Nom]	8570080167	2580	ü	é	front
diri	[/N][Nom]	8570080167	1502	i	i	front
fénytan	[/N][Nom]	8570080167	1288	é	a	mixed
doromb	[/N][Nom]	8570080167	1747	o	o	back
rozsdás	[/N][Nom]	8570080167	28311	o	á	back
esős	[/N][Nom]	8570080167	79474	e	ő	front
födél	[/N][Nom]	8570080167	3181	ö	é	front
horgany	[/N][Nom]	8570080167	1372	o	a	back
vátesz	[/N][Nom]	8570080167	2163	á	e	mixed
fecni	[/N][Nom]	8570080167	4749	e	i	front
tömlöc	[/N][Nom]	8570080167	6727	ö	ö	front
hamar	[/N][Nom]	8570080167	1016400	a	a	back
racsni	[/N][Nom]	8570080167	1811	a	i	mixed
gyógyász	[/N][Nom]	8570080167	2492	ó	á	back
grotta	[/N][Nom]	8570080167	1555	o	a	back
gyújtó	[/N][Nom]	8570080167	7589	ú	ó	back
oltó	[/N][Nom]	8570080167	7420	o	ó	back
fajzat	[/N][Nom]	8570080167	2536	a	a	back
ottlét	[/N][Nom]	8570080167	10934	o	é	mixed
tripszin	[/N][Nom]	8570080167	1225	i	i	front
guppi	[/N][Nom]	8570080167	2970	u	i	mixed
sármány	[/N][Nom]	8570080167	1561	á	á	back
véres	[/N][Nom]	8570080167	161485	é	e	front
diner	[/N][Nom]	8570080167	1364	i	e	front
kurgán	[/N][Nom]	8570080167	2837	u	á	back
mivolt	[/N][Nom]	8570080167	2035	i	o	mixed
sürgős	[/N][Nom]	8570080167	141081	ü	ő	front
véglény	[/N][Nom]	8570080167	3176	é	é	front
gázcső	[/N][Nom]	8570080167	2965	á	ő	mixed
orrcsont	[/N][Nom]	8570080167	1938	o	o	back
köröm	[/N][Nom]	8570080167	151738	ö	ö	front
drachma	[/N][Nom]	8570080167	2335	a	a	back
diszkrét	[/N][Nom]	8570080167	80793	i	é	front
táblás	[/N][Nom]	8570080167	18294	á	á	back
becsüs	[/N][Nom]	8570080167	1518	e	ü	front
krokett	[/N][Nom]	8570080167	3075	o	e	mixed
iszák	[/N][Nom]	8570080167	1671	i	á	mixed
puttó	[/N][Nom]	8570080167	2307	u	ó	back
csipa	[/N][Nom]	8570080167	3159	i	a	mixed
sznobság	[/N][Nom]	8570080167	1900	o	á	back
hajlat	[/N][Nom]	8570080167	10035	a	a	back
csücsök	[/N][Nom]	8570080167	44863	ü	ö	front
piás	[/N][Nom]	8570080167	4095	i	á	mixed
pákász	[/N][Nom]	8570080167	1827	á	á	back
zsóri	[/N][Nom]	8570080167	1420	ó	i	mixed
falrész	[/N][Nom]	8570080167	3469	a	é	mixed
naszád	[/N][Nom]	8570080167	2810	a	á	back
tajték	[/N][Nom]	8570080167	2824	a	é	mixed
flitter	[/N][Nom]	8570080167	5884	i	e	front
parás	[/N][Nom]	8570080167	2163	a	á	back
pöröly	[/N][Nom]	8570080167	2991	ö	ö	front
tinó	[/N][Nom]	8570080167	2342	i	ó	mixed
vájat	[/N][Nom]	8570080167	5652	á	a	back
talár	[/N][Nom]	8570080167	5100	a	á	back
lotyó	[/N][Nom]	8570080167	1961	o	ó	back
puffancs	[/N][Nom]	8570080167	1981	u	a	back
karbid	[/N][Nom]	8570080167	1637	a	i	mixed
szitok	[/N][Nom]	8570080167	9210	i	o	mixed
hajtű	[/N][Nom]	8570080167	3016	a	ű	mixed
sramli	[/N][Nom]	8570080167	1177	a	i	mixed
táti	[/N][Nom]	8570080167	2889	á	i	mixed
csertölgy	[/N][Nom]	8570080167	1312	e	ö	front
ingás	[/N][Nom]	8570080167	2023	i	á	mixed
butus	[/N][Nom]	8570080167	1827	u	u	back
nyalka	[/N][Nom]	8570080167	3013	a	a	back
derűs	[/N][Nom]	8570080167	54317	e	ű	front
fürtös	[/N][Nom]	8570080167	6309	ü	ö	front
trampli	[/N][Nom]	8570080167	1300	a	i	mixed
bendzsó	[/N][Nom]	8570080167	2008	e	ó	mixed
jampi	[/N][Nom]	8570080167	1350	a	i	mixed
szénpor	[/N][Nom]	8570080167	1935	é	o	mixed
túrás	[/N][Nom]	8570080167	3595	ú	á	back
sellak	[/N][Nom]	8570080167	1322	e	a	mixed
földpát	[/N][Nom]	8570080167	2001	ö	á	mixed
rostos	[/N][Nom]	8570080167	13611	o	o	back
tangens	[/N][Nom]	8570080167	1382	a	e	mixed
nubuk	[/N][Nom]	8570080167	1043	u	u	back
mohás	[/N][Nom]	8570080167	2693	o	á	back
kitin	[/N][Nom]	8570080167	1372	i	i	front
vérbaj	[/N][Nom]	8570080167	1649	é	a	mixed
méhraj	[/N][Nom]	8570080167	1683	é	a	mixed
kopja	[/N][Nom]	8570080167	2695	o	a	back
tütü	[/N][Nom]	8570080167	2559	ü	ü	front
öleb	[/N][Nom]	8570080167	3063	ö	e	front
firma	[/N][Nom]	8570080167	1858	i	a	mixed
málé	[/N][Nom]	8570080167	1835	á	é	mixed
káló	[/N][Nom]	8570080167	1181	á	ó	back
taktus	[/N][Nom]	8570080167	6236	a	u	back
növés	[/N][Nom]	8570080167	6159	ö	é	front
sejtes	[/N][Nom]	8570080167	8514	e	e	front
kisnyúl	[/N][Nom]	8570080167	2513	i	ú	mixed
szeráj	[/N][Nom]	8570080167	3025	e	á	mixed
söntés	[/N][Nom]	8570080167	2505	ö	é	front
muhar	[/N][Nom]	8570080167	1324	u	a	back
rétor	[/N][Nom]	8570080167	1569	é	o	mixed
ordas	[/N][Nom]	8570080167	13798	o	a	back
rikkancs	[/N][Nom]	8570080167	2069	i	a	mixed
pityke	[/N][Nom]	8570080167	1361	i	e	front
moloch	[/N][Nom]	8570080167	1311	o	o	back
izsóp	[/N][Nom]	8570080167	1935	i	ó	mixed
pózna	[/N][Nom]	8570080167	4721	ó	a	back
kolhoz	[/N][Nom]	8570080167	2529	o	o	back
bozont	[/N][Nom]	8570080167	1816	o	o	back
deszant	[/N][Nom]	8570080167	1233	e	a	mixed
mazur	[/N][Nom]	8570080167	1194	a	u	back
kasznár	[/N][Nom]	8570080167	1210	a	á	back
móri	[/N][Nom]	8570080167	21384	ó	i	mixed
bohó	[/N][Nom]	8570080167	3640	o	ó	back
glossza	[/N][Nom]	8570080167	3049	o	a	back
icce	[/N][Nom]	8570080167	1183	i	e	front
strapa	[/N][Nom]	8570080167	8438	a	a	back
rezsó	[/N][Nom]	8570080167	2143	e	ó	mixed
busó	[/N][Nom]	8570080167	6189	u	ó	back
jérce	[/N][Nom]	8570080167	2330	é	e	front
staub	[/N][Nom]	8570080167	1105	a	u	back
gébics	[/N][Nom]	8570080167	1412	é	i	front
ringyó	[/N][Nom]	8570080167	1780	i	ó	mixed
szeráf	[/N][Nom]	8570080167	3909	e	á	mixed
páhi	[/N][Nom]	8570080167	1321	á	i	mixed
huta	[/N][Nom]	8570080167	2579	u	a	back
gyászos	[/N][Nom]	8570080167	16831	á	o	back
kerek	[/N][Nom]	8570080167	278464	e	e	front
ua	[/N][Nom]	8570080167	3187	u	a	back
osli	[/N][Nom]	8570080167	2428	o	i	mixed
fesztáv	[/N][Nom]	8570080167	2573	e	á	mixed
lépcsős	[/N][Nom]	8570080167	19732	é	ő	front
vermut	[/N][Nom]	8570080167	2049	e	u	mixed
füves	[/N][Nom]	8570080167	60104	ü	e	front
szemzés	[/N][Nom]	8570080167	2215	e	é	front
lyukas	[/N][Nom]	8570080167	34230	u	a	back
posvány	[/N][Nom]	8570080167	4187	o	á	back
ungi	[/N][Nom]	8570080167	1785	u	i	mixed
májfolt	[/N][Nom]	8570080167	3945	á	o	back
ama	[/N][Nom]	8570080167	74193	a	a	back
dacos	[/N][Nom]	8570080167	12856	a	o	back
fényár	[/N][Nom]	8570080167	8074	é	á	mixed
törek	[/N][Nom]	8570080167	2008	ö	e	front
agyő	[/N][Nom]	8570080167	973	a	ő	mixed
fibrin	[/N][Nom]	8570080167	1407	i	i	front
korund	[/N][Nom]	8570080167	1191	o	u	back
faktum	[/N][Nom]	8570080167	1353	a	u	back
kopek	[/N][Nom]	8570080167	1166	o	e	mixed
torlasz	[/N][Nom]	8570080167	3460	o	a	back
merő	[/N][Nom]	8570080167	26222	e	ő	front
arszlán	[/N][Nom]	8570080167	1144	a	á	back
klumpa	[/N][Nom]	8570080167	2152	u	a	back
hohó	[/N][Nom]	8570080167	3864	o	ó	back
pirók	[/N][Nom]	8570080167	1164	i	ó	mixed
bukszus	[/N][Nom]	8570080167	2761	u	u	back
bovden	[/N][Nom]	8570080167	1970	o	e	mixed
kripton	[/N][Nom]	8570080167	1099	i	o	mixed
nugát	[/N][Nom]	8570080167	1579	u	á	back
vállrész	[/N][Nom]	8570080167	3080	á	é	mixed
körcikk	[/N][Nom]	8570080167	2243	ö	i	front
húslé	[/N][Nom]	8570080167	3178	ú	é	mixed
blődség	[/N][Nom]	8570080167	2935	ő	é	front
décsi	[/N][Nom]	8570080167	1406	é	i	front
házhely	[/N][Nom]	8570080167	4361	á	e	mixed
cserdi	[/N][Nom]	8570080167	2100	e	i	front
berill	[/N][Nom]	8570080167	1225	e	i	front
báldi	[/N][Nom]	8570080167	1049	á	i	mixed
háznagy	[/N][Nom]	8570080167	1622	á	a	back
puszpáng	[/N][Nom]	8570080167	1472	u	á	back
finánc	[/N][Nom]	8570080167	2409	i	á	mixed
pelyhe	[/N][Nom]	8570080167	911	e	e	front
jajszó	[/N][Nom]	8570080167	2423	a	ó	back
fakszni	[/N][Nom]	8570080167	1181	a	i	mixed
rugós	[/N][Nom]	8570080167	25444	u	ó	back
lázi	[/N][Nom]	8570080167	1676	á	i	mixed
tanyi	[/N][Nom]	8570080167	1155	a	i	mixed
fundus	[/N][Nom]	8570080167	1788	u	u	back
belharc	[/N][Nom]	8570080167	4169	e	a	mixed
réges	[/N][Nom]	8570080167	5689	é	e	front
szarás	[/N][Nom]	8570080167	1652	a	á	back
anziksz	[/N][Nom]	8570080167	1154	a	i	mixed
kába	[/N][Nom]	8570080167	7686	á	a	back
táncrend	[/N][Nom]	8570080167	2687	á	e	mixed
lóhús	[/N][Nom]	8570080167	2302	ó	ú	back
szörnyű	[/N][Nom]	8570080167	210758	ö	ű	front
lile	[/N][Nom]	8570080167	1281	i	e	front
kotró	[/N][Nom]	8570080167	2503	o	ó	back
rángás	[/N][Nom]	8570080167	3494	á	á	back
borjak	[/N][Nom]	8570080167	1170	o	a	back
blamázs	[/N][Nom]	8570080167	1466	a	á	back
hóbort	[/N][Nom]	8570080167	9270	ó	o	back
kellő	[/N][Nom]	8570080167	501903	e	ő	front
timsó	[/N][Nom]	8570080167	1936	i	ó	mixed
falak	[/N][Nom]	8570080167	13132	a	a	back
kajmán	[/N][Nom]	8570080167	1711	a	á	back
paréj	[/N][Nom]	8570080167	1045	a	é	mixed
bürök	[/N][Nom]	8570080167	1374	ü	ö	front
kappan	[/N][Nom]	8570080167	1676	a	a	back
nímand	[/N][Nom]	8570080167	1556	í	a	mixed
pofi	[/N][Nom]	8570080167	6995	o	i	mixed
ormány	[/N][Nom]	8570080167	4852	o	á	back
zúza	[/N][Nom]	8570080167	2509	ú	a	back
jövés	[/N][Nom]	8570080167	1731	ö	é	front
szárnyak	[/N][Nom]	8570080167	5498	á	a	back
hányas	[/N][Nom]	8570080167	6910	á	a	back
csapi	[/N][Nom]	8570080167	2782	a	i	mixed
kézjegy	[/N][Nom]	8570080167	16645	é	e	front
szignum	[/N][Nom]	8570080167	997	i	u	mixed
junker	[/N][Nom]	8570080167	1227	u	e	mixed
fokos	[/N][Nom]	8570080167	171959	o	o	back
pilon	[/N][Nom]	8570080167	2973	i	o	mixed
földsánc	[/N][Nom]	8570080167	2286	ö	á	mixed
aszat	[/N][Nom]	8570080167	994	a	a	back
termesz	[/N][Nom]	8570080167	3618	e	e	front
padsor	[/N][Nom]	8570080167	9703	a	o	back
gyürki	[/N][Nom]	8570080167	963	ü	i	front
hippi	[/N][Nom]	8570080167	15528	i	i	front
nyúzás	[/N][Nom]	8570080167	2305	ú	á	back
zsuzsu	[/N][Nom]	8570080167	1127	u	u	back
őslény	[/N][Nom]	8570080167	3316	ő	é	front
kégli	[/N][Nom]	8570080167	2264	é	i	front
dumás	[/N][Nom]	8570080167	1378	u	á	back
encsi	[/N][Nom]	8570080167	5295	e	i	front
hájas	[/N][Nom]	8570080167	5169	á	a	back
korvett	[/N][Nom]	8570080167	1733	o	e	mixed
shilling	[/N][Nom]	8570080167	1720	i	i	front
tripper	[/N][Nom]	8570080167	1471	i	e	front
laszti	[/N][Nom]	8570080167	3848	a	i	mixed
tárnics	[/N][Nom]	8570080167	1093	á	i	mixed
arcél	[/N][Nom]	8570080167	4519	a	é	mixed
teremt	[/N][Nom]	8570080167	851069	e	e	front
víkend	[/N][Nom]	8570080167	1645	í	e	front
güzü	[/N][Nom]	8570080167	986	ü	ü	front
stangli	[/N][Nom]	8570080167	2082	a	i	mixed
hórukk	[/N][Nom]	8570080167	924	ó	u	back
vánkos	[/N][Nom]	8570080167	3810	á	o	back
ártó	[/N][Nom]	8570080167	19883	á	ó	back
gyújtós	[/N][Nom]	8570080167	3289	ú	ó	back
szófa	[/N][Nom]	8570080167	2419	ó	a	back
töbör	[/N][Nom]	8570080167	2909	ö	ö	front
tegez	[/N][Nom]	8570080167	10939	e	e	front
foglár	[/N][Nom]	8570080167	1219	o	á	back
pepszin	[/N][Nom]	8570080167	1138	e	i	front
kordé	[/N][Nom]	8570080167	2678	o	é	mixed
koton	[/N][Nom]	8570080167	2340	o	o	back
szerkó	[/N][Nom]	8570080167	4145	e	ó	mixed
ellen	[/N][Nom]	8570080167	3083662	e	e	front
füstköd	[/N][Nom]	8570080167	1315	ü	ö	front
zsandár	[/N][Nom]	8570080167	2095	a	á	back
madám	[/N][Nom]	8570080167	1384	a	á	back
flaszter	[/N][Nom]	8570080167	2419	a	e	mixed
lóca	[/N][Nom]	8570080167	3323	ó	a	back
bizmut	[/N][Nom]	8570080167	1019	i	u	mixed
pondró	[/N][Nom]	8570080167	1680	o	ó	back
lápos	[/N][Nom]	8570080167	5322	á	o	back
busman	[/N][Nom]	8570080167	2128	u	a	back
magán	[/N][Nom]	8570080167	18837	a	á	back
szegés	[/N][Nom]	8570080167	2891	e	é	front
mamusz	[/N][Nom]	8570080167	2560	a	u	back
sodó	[/N][Nom]	8570080167	2315	o	ó	back
zabos	[/N][Nom]	8570080167	3220	a	o	back
vígság	[/N][Nom]	8570080167	1930	í	á	mixed
mufurc	[/N][Nom]	8570080167	938	u	u	back
tagló	[/N][Nom]	8570080167	1058	a	ó	back
hazárd	[/N][Nom]	8570080167	1338	a	á	back
orda	[/N][Nom]	8570080167	1778	o	a	back
pampa	[/N][Nom]	8570080167	2525	a	a	back
tépés	[/N][Nom]	8570080167	2062	é	é	front
brávó	[/N][Nom]	8570080167	930	á	ó	back
hajcsat	[/N][Nom]	8570080167	2679	a	a	back
kapca	[/N][Nom]	8570080167	1989	a	a	back
fütyi	[/N][Nom]	8570080167	3239	ü	i	front
mulatt	[/N][Nom]	8570080167	1187	u	a	back
pertu	[/N][Nom]	8570080167	1614	e	u	mixed
altáj	[/N][Nom]	8570080167	1308	a	á	back
herma	[/N][Nom]	8570080167	2532	e	a	mixed
kankó	[/N][Nom]	8570080167	1114	a	ó	back
kisfröccs	[/N][Nom]	8570080167	1835	i	ö	front
kivan	[/N][Nom]	8570080167	29039	i	a	mixed
testnedv	[/N][Nom]	8570080167	10856	e	e	front
vagány	[/N][Nom]	8570080167	55816	a	á	back
köpöly	[/N][Nom]	8570080167	1344	ö	ö	front
fércmű	[/N][Nom]	8570080167	2280	é	ű	front
kotlás	[/N][Nom]	8570080167	1504	o	á	back
pakett	[/N][Nom]	8570080167	2400	a	e	mixed
gyártat	[/N][Nom]	8570080167	1760	á	a	back
összsúly	[/N][Nom]	8570080167	5116	ö	ú	mixed
szövő	[/N][Nom]	8570080167	4562	ö	ő	front
pulzár	[/N][Nom]	8570080167	2227	u	á	back
pári	[/N][Nom]	8570080167	1236	á	i	mixed
simlis	[/N][Nom]	8570080167	3378	i	i	front
tantál	[/N][Nom]	8570080167	961	a	á	back
foncsor	[/N][Nom]	8570080167	1728	o	o	back
lupe	[/N][Nom]	8570080167	1393	u	e	mixed
légfék	[/N][Nom]	8570080167	1385	é	é	front
tórusz	[/N][Nom]	8570080167	1205	ó	u	back
stikli	[/N][Nom]	8570080167	3646	i	i	front
sürgöny	[/N][Nom]	8570080167	2915	ü	ö	front
hékás	[/N][Nom]	8570080167	806	é	á	mixed
nullpont	[/N][Nom]	8570080167	2127	u	o	back
rejtjel	[/N][Nom]	8570080167	2054	e	e	front
strúma	[/N][Nom]	8570080167	1034	ú	a	back
filosz	[/N][Nom]	8570080167	1312	i	o	mixed
szopó	[/N][Nom]	8570080167	2565	o	ó	back
dámvad	[/N][Nom]	8570080167	1437	á	a	back
foghíj	[/N][Nom]	8570080167	2137	o	í	mixed
ólmos	[/N][Nom]	8570080167	3302	ó	o	back
limlom	[/N][Nom]	8570080167	2617	i	o	mixed
gubacs	[/N][Nom]	8570080167	2125	u	a	back
gödrös	[/N][Nom]	8570080167	2891	ö	ö	front
hangköz	[/N][Nom]	8570080167	3573	a	ö	mixed
üstdob	[/N][Nom]	8570080167	1650	ü	o	mixed
nyíró	[/N][Nom]	8570080167	2672	í	ó	mixed
hepaj	[/N][Nom]	8570080167	2423	e	a	mixed
prizmás	[/N][Nom]	8570080167	1430	i	á	mixed
mezon	[/N][Nom]	8570080167	1461	e	o	mixed
lévén	[/N][Nom]	8570080167	191875	é	é	front
dublőr	[/N][Nom]	8570080167	2908	u	ő	mixed
házas	[/N][Nom]	8570080167	97699	á	a	back
sólya	[/N][Nom]	8570080167	1283	ó	a	back
kuplé	[/N][Nom]	8570080167	2887	u	é	mixed
piszi	[/N][Nom]	8570080167	836	i	i	front
falás	[/N][Nom]	8570080167	1847	a	á	back
parte	[/N][Nom]	8570080167	838	a	e	mixed
madi	[/N][Nom]	8570080167	1711	a	i	mixed
menyét	[/N][Nom]	8570080167	2034	e	é	front
fanfár	[/N][Nom]	8570080167	2918	a	á	back
pisi	[/N][Nom]	8570080167	7296	i	i	front
szpáhi	[/N][Nom]	8570080167	1866	á	i	mixed
talpfa	[/N][Nom]	8570080167	4050	a	a	back
borkő	[/N][Nom]	8570080167	1023	o	ő	mixed
kripli	[/N][Nom]	8570080167	1605	i	i	front
parány	[/N][Nom]	8570080167	2399	a	á	back
pimpó	[/N][Nom]	8570080167	1076	i	ó	mixed
szupport	[/N][Nom]	8570080167	1111	u	o	back
trilla	[/N][Nom]	8570080167	2040	i	a	mixed
pótkulcs	[/N][Nom]	8570080167	2036	ó	u	back
kujon	[/N][Nom]	8570080167	940	u	o	back
málha	[/N][Nom]	8570080167	3170	á	a	back
nyersvas	[/N][Nom]	8570080167	1326	e	a	mixed
brindza	[/N][Nom]	8570080167	1041	i	a	mixed
passzé	[/N][Nom]	8570080167	1464	a	é	mixed
cséve	[/N][Nom]	8570080167	1442	é	e	front
bűvös	[/N][Nom]	8570080167	31744	ű	ö	front
látcső	[/N][Nom]	8570080167	2823	á	ő	mixed
tette	[/N][Nom]	8570080167	4994	e	e	front
mufti	[/N][Nom]	8570080167	1283	u	i	mixed
szellős	[/N][Nom]	8570080167	26110	e	ő	front
zsupán	[/N][Nom]	8570080167	1058	u	á	back
tőled	[/N][Nom]	8570080167	1622	ő	e	front
födő	[/N][Nom]	8570080167	1178	ö	ő	front
partvis	[/N][Nom]	8570080167	1946	a	i	mixed
aki	[/N][Nom]	8570080167	23118686	a	i	mixed
felsős	[/N][Nom]	8570080167	25146	e	ő	front
közül	[/N][Nom]	8570080167	3563369	ö	ü	front
moszlim	[/N][Nom]	8570080167	2292	o	i	mixed
töret	[/N][Nom]	8570080167	1584	ö	e	front
pisis	[/N][Nom]	8570080167	2709	i	i	front
rajzos	[/N][Nom]	8570080167	12532	a	o	back
rolád	[/N][Nom]	8570080167	1859	o	á	back
szári	[/N][Nom]	8570080167	3458	á	i	mixed
billeg	[/N][Nom]	8570080167	12527	i	e	front
hoppá	[/N][Nom]	8570080167	12036	o	á	back
dorong	[/N][Nom]	8570080167	3723	o	o	back
zsalus	[/N][Nom]	8570080167	1758	a	u	back
stopli	[/N][Nom]	8570080167	1844	o	i	mixed
tűnés	[/N][Nom]	8570080167	915	ű	é	front
taraj	[/N][Nom]	8570080167	3372	a	a	back
murci	[/N][Nom]	8570080167	1047	u	i	mixed
rási	[/N][Nom]	8570080167	1100	á	i	mixed
dalmű	[/N][Nom]	8570080167	2231	a	ű	mixed
hétrét	[/N][Nom]	8570080167	831	é	é	front
pempő	[/N][Nom]	8570080167	1590	e	ő	front
foszlány	[/N][Nom]	8570080167	7651	o	á	back
poros	[/N][Nom]	8570080167	42321	o	o	back
smirgli	[/N][Nom]	8570080167	1610	i	i	front
tardi	[/N][Nom]	8570080167	2172	a	i	mixed
kellős	[/N][Nom]	8570080167	47416	e	ő	front
szulfid	[/N][Nom]	8570080167	1861	u	i	mixed
vajas	[/N][Nom]	8570080167	28816	a	a	back
nimbusz	[/N][Nom]	8570080167	4817	i	u	mixed
bakfis	[/N][Nom]	8570080167	2123	a	i	mixed
tornyos	[/N][Nom]	8570080167	8298	o	o	back
musztáng	[/N][Nom]	8570080167	1446	u	á	back
szátok	[/N][Nom]	8570080167	883	á	o	back
fölös	[/N][Nom]	8570080167	14118	ö	ö	front
röptű	[/N][Nom]	8570080167	1593	ö	ű	front
starking	[/N][Nom]	8570080167	873	a	i	mixed
lasszó	[/N][Nom]	8570080167	3475	a	ó	back
trapper	[/N][Nom]	8570080167	958	a	e	mixed
levő	[/N][Nom]	8570080167	431835	e	ő	front
manézs	[/N][Nom]	8570080167	1722	a	é	mixed
remek	[/N][Nom]	8570080167	1171360	e	e	front
rojtos	[/N][Nom]	8570080167	5454	o	o	back
smasszer	[/N][Nom]	8570080167	1467	a	e	mixed
elég	[/N][Nom]	8570080167	4138604	e	é	front
husáng	[/N][Nom]	8570080167	2639	u	á	back
riposzt	[/N][Nom]	8570080167	1923	i	o	mixed
sürgés	[/N][Nom]	8570080167	935	ü	é	front
gácsér	[/N][Nom]	8570080167	1244	á	é	mixed
rece	[/N][Nom]	8570080167	1575	e	e	front
rútság	[/N][Nom]	8570080167	2246	ú	á	back
jelkulcs	[/N][Nom]	8570080167	2068	e	u	mixed
majdan	[/N][Nom]	8570080167	23344	a	a	back
bakcsó	[/N][Nom]	8570080167	1137	a	ó	back
barcsi	[/N][Nom]	8570080167	8688	a	i	mixed
odvas	[/N][Nom]	8570080167	4415	o	a	back
rajta	[/N][Nom]	8570080167	41512	a	a	back
timföld	[/N][Nom]	8570080167	1115	i	ö	front
kaftán	[/N][Nom]	8570080167	2313	a	á	back
filmes	[/N][Nom]	8570080167	155979	i	e	front
napa	[/N][Nom]	8570080167	5432	a	a	back
konflis	[/N][Nom]	8570080167	2121	o	i	mixed
nyomtat	[/N][Nom]	8570080167	147477	o	a	back
ocsú	[/N][Nom]	8570080167	1825	o	ú	back
szajré	[/N][Nom]	8570080167	2246	a	é	mixed
szerint	[/N][Nom]	8570080167	16205906	e	i	front
buzgár	[/N][Nom]	8570080167	2369	u	á	back
pendely	[/N][Nom]	8570080167	1628	e	e	front
rémkép	[/N][Nom]	8570080167	7838	é	é	front
szennylap	[/N][Nom]	8570080167	2062	e	a	mixed
allé	[/N][Nom]	8570080167	1543	a	é	mixed
bükkös	[/N][Nom]	8570080167	10235	ü	ö	front
baksis	[/N][Nom]	8570080167	2055	a	i	mixed
söprű	[/N][Nom]	8570080167	2250	ö	ű	front
súgás	[/N][Nom]	8570080167	1570	ú	á	back
cikcakk	[/N][Nom]	8570080167	1509	i	a	mixed
pamlag	[/N][Nom]	8570080167	3926	a	a	back
pubi	[/N][Nom]	8570080167	1324	u	i	mixed
fekvő	[/N][Nom]	8570080167	327607	e	ő	front
kláris	[/N][Nom]	8570080167	1127	á	i	mixed
valkűr	[/N][Nom]	8570080167	1517	a	ű	mixed
ávós	[/N][Nom]	8570080167	7578	á	ó	back
csau	[/N][Nom]	8570080167	878	a	u	back
kvantor	[/N][Nom]	8570080167	1623	a	o	back
véset	[/N][Nom]	8570080167	3099	é	e	front
klotyó	[/N][Nom]	8570080167	3228	o	ó	back
sömör	[/N][Nom]	8570080167	1088	ö	ö	front
nyúzó	[/N][Nom]	8570080167	1177	ú	ó	back
bizarr	[/N][Nom]	8570080167	64114	i	a	mixed
trópus	[/N][Nom]	8570080167	11696	ó	u	back
kapcsol	[/N][Nom]	8570080167	484175	a	o	back
üdvös	[/N][Nom]	8570080167	13181	ü	ö	front
kádi	[/N][Nom]	8570080167	2056	á	i	mixed
papos	[/N][Nom]	8570080167	2230	a	o	back
tippel	[/N][Nom]	8570080167	62045	i	e	front
trágyás	[/N][Nom]	8570080167	1006	á	á	back
gyűszű	[/N][Nom]	8570080167	1788	ű	ű	front
kegyenc	[/N][Nom]	8570080167	2884	e	e	front
mézgás	[/N][Nom]	8570080167	800	é	á	mixed
verstan	[/N][Nom]	8570080167	1349	e	a	mixed
sikkes	[/N][Nom]	8570080167	8553	i	e	front
számpár	[/N][Nom]	8570080167	2637	á	á	back
ujjhegy	[/N][Nom]	8570080167	4305	u	e	mixed
karmos	[/N][Nom]	8570080167	2759	a	o	back
vacok	[/N][Nom]	8570080167	1136	a	o	back
velős	[/N][Nom]	8570080167	11273	e	ő	front
csira	[/N][Nom]	8570080167	3524	i	a	mixed
féder	[/N][Nom]	8570080167	1044	é	e	front
fölség	[/N][Nom]	8570080167	3079	ö	é	front
nyugvás	[/N][Nom]	8570080167	2565	u	á	back
seprés	[/N][Nom]	8570080167	1546	e	é	front
serke	[/N][Nom]	8570080167	2785	e	e	front
jampec	[/N][Nom]	8570080167	1214	a	e	mixed
juhnyáj	[/N][Nom]	8570080167	1950	u	á	back
kipcsak	[/N][Nom]	8570080167	999	i	a	mixed
mellcsont	[/N][Nom]	8570080167	1644	e	o	mixed
barnás	[/N][Nom]	8570080167	31391	a	á	back
poszméh	[/N][Nom]	8570080167	2227	o	é	mixed
sipirc	[/N][Nom]	8570080167	669	i	i	front
tubi	[/N][Nom]	8570080167	1112	u	i	mixed
ünő	[/N][Nom]	8570080167	934	ü	ő	front
billog	[/N][Nom]	8570080167	1808	i	o	mixed
görgős	[/N][Nom]	8570080167	8170	ö	ő	front
maltóz	[/N][Nom]	8570080167	926	a	ó	back
mókás	[/N][Nom]	8570080167	50393	ó	á	back
sírdomb	[/N][Nom]	8570080167	1613	í	o	mixed
vasalt	[/N][Nom]	8570080167	8461	a	a	back
csiriz	[/N][Nom]	8570080167	1562	i	i	front
kérges	[/N][Nom]	8570080167	5524	é	e	front
inzert	[/N][Nom]	8570080167	1745	i	e	front
pelyhes	[/N][Nom]	8570080167	4903	e	e	front
séró	[/N][Nom]	8570080167	3677	é	ó	mixed
lőrés	[/N][Nom]	8570080167	3616	ő	é	front
svihák	[/N][Nom]	8570080167	952	i	á	mixed
knesszet	[/N][Nom]	8570080167	1061	e	e	front
székfű	[/N][Nom]	8570080167	782	é	ű	front
karter	[/N][Nom]	8570080167	1181	a	e	mixed
kroki	[/N][Nom]	8570080167	1818	o	i	mixed
mócsing	[/N][Nom]	8570080167	1347	ó	i	mixed
gyónó	[/N][Nom]	8570080167	1756	ó	ó	back
csipás	[/N][Nom]	8570080167	1626	i	á	mixed
haskó	[/N][Nom]	8570080167	670	a	ó	back
sajka	[/N][Nom]	8570080167	1671	a	a	back
taréj	[/N][Nom]	8570080167	1826	a	é	mixed
lépes	[/N][Nom]	8570080167	5292	é	e	front
nyersbőr	[/N][Nom]	8570080167	1103	e	ő	front
szücsi	[/N][Nom]	8570080167	1054	ü	i	front
traverz	[/N][Nom]	8570080167	1380	a	e	mixed
