form_1	freq_1	stem	xpostag	variation	lemma_freq_corrected	corpus_size	form_2	freq_2	odds	log_odds	base	derivational	nsyl	base_tr
gyúródok	2	gyúródo	[/V][Prs.NDef.1Sg]	lakom/lakok	339	8570080167	gyúródom	3	0.75	-0.2876820724517809	gyúródik	NA	2	©úródik
gyűrődök	4	gyűrődö	[/V][Prs.NDef.1Sg]	lakom/lakok	5974	8570080167	gyűrődöm	7	0.625	-0.4700036292457356	gyűrődik	NA	2	©űrődik
háborodok	172	háborodo	[/V][Prs.NDef.1Sg]	lakom/lakok	17472	8570080167	háborodom	79	2.1625	0.7712649598238974	háborodik	NA	3	háborodik
háborúzok	56	háborúzo	[/V][Prs.NDef.1Sg]	lakom/lakok	11765	8570080167	háborúzom	12	4.384615384615385	1.4781019103730135	háborúzik	zik	3	háborúzik
hadakozok	99	hadakozo	[/V][Prs.NDef.1Sg]	lakom/lakok	14604	8570080167	hadakozom	214	0.46511627906976744	-0.7654678421395714	hadakozik	zik	3	hadakozik
hagyakozok	1	hagyakozo	[/V][Prs.NDef.1Sg]	lakom/lakok	116	8570080167	hagyakozom	2	0.6666666666666666	-0.4054651081081645	hagyakozik	zik	3	ha©akozik
hagyatkozok	221	hagyatkozo	[/V][Prs.NDef.1Sg]	lakom/lakok	65502	8570080167	hagyatkozom	1553	0.14285714285714285	-1.9459101490553137	hagyatkozik	zik	3	ha©atkozik
hájasodok	3	hájasodo	[/V][Prs.NDef.1Sg]	lakom/lakok	91	8570080167	hájasodom	1	2	0.6931471805599453	hájasodik	NA	3	hájasodik
hajladozok	13	hajladozo	[/V][Prs.NDef.1Sg]	lakom/lakok	3901	8570080167	hajladozom	13	1	0	hajladozik	zik	3	hajladozik
hajókázok	15	hajókázo	[/V][Prs.NDef.1Sg]	lakom/lakok	4918	8570080167	hajókázom	4	3.2	1.1631508098056809	hajókázik	zik	3	hajókázik
hajózok	386	hajózo	[/V][Prs.NDef.1Sg]	lakom/lakok	33540	8570080167	hajózom	247	1.560483870967742	0.4449959468647997	hajózik	zik	2	hajózik
hálálkodok	22	hálálkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	5921	8570080167	hálálkodom	84	0.27058823529411763	-1.3071570405611668	hálálkodik	NA	3	hálálkodik
haldoklok	102	haldoklo	[/V][Prs.NDef.1Sg]	lakom/lakok	21831	8570080167	haldoklom	61	1.6612903225806452	0.5075946031845443	haldoklik	lik	2	haldoklik
hallgatódzok	10	hallgatódzo	[/V][Prs.NDef.1Sg]	lakom/lakok	8614	8570080167	hallgatódzom	10	1	0	hallgatódzik	zik	3	hallgatódzik
halmozódok	1	halmozódo	[/V][Prs.NDef.1Sg]	lakom/lakok	31519	8570080167	halmozódom	1	1	0	halmozódik	NA	3	halmozódik
halódok	7	halódo	[/V][Prs.NDef.1Sg]	lakom/lakok	1397	8570080167	halódom	13	0.5714285714285714	-0.5596157879354228	halódik	NA	2	halódik
halványodok	2	halványodo	[/V][Prs.NDef.1Sg]	lakom/lakok	5957	8570080167	halványodom	7	0.375	-0.9808292530117262	halványodik	NA	3	halvá¥odik
hamarkodok	4	hamarkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	1217	8570080167	hamarkodom	5	0.8333333333333334	-0.1823215567939546	hamarkodik	NA	3	hamarkodik
hangolódok	174	hangolódo	[/V][Prs.NDef.1Sg]	lakom/lakok	27076	8570080167	hangolódom	189	0.9210526315789472	-0.08223809823697212	hangolódik	NA	3	hangolódik
hangoskodok	54	hangoskodo	[/V][Prs.NDef.1Sg]	lakom/lakok	8641	8570080167	hangoskodom	36	1.4864864864864864	0.3964152725882464	hangoskodik	NA	3	hangoskodik
hanyatlok	47	hanyatlo	[/V][Prs.NDef.1Sg]	lakom/lakok	15385	8570080167	hanyatlom	6	6.857142857142857	1.9252908618525777	hanyatlik	lik	2	ha¥atlik
hánykódok	6	hánykódo	[/V][Prs.NDef.1Sg]	lakom/lakok	1146	8570080167	hánykódom	24	0.28	-1.272965675812887	hánykódik	NA	2	há¥kódik
hánykolódok	42	hánykolódo	[/V][Prs.NDef.1Sg]	lakom/lakok	5657	8570080167	hánykolódom	92	0.46236559139784944	-0.7713993774596936	hánykolódik	NA	3	há¥kolódik
hányódok	4	hányódo	[/V][Prs.NDef.1Sg]	lakom/lakok	3101	8570080167	hányódom	65	0.07575757575757576	-2.580216829592325	hányódik	NA	2	há¥ódik
haragszok	812	haragszo	[/V][Prs.NDef.1Sg]	lakom/lakok	129179	8570080167	haragszom	14959	0.05434491978609625	-2.9124041419806574	haragszik	szik	2	haragßik
harangozok	62	harangozo	[/V][Prs.NDef.1Sg]	lakom/lakok	13662	8570080167	harangozom	38	1.6153846153846154	0.4795730802618863	harangozik	zik	3	harangozik
harmonikázok	20	harmonikázo	[/V][Prs.NDef.1Sg]	lakom/lakok	1234	8570080167	harmonikázom	14	1.4	0.3364722366212129	harmonikázik	zik	4	harmonikázik
haszontalankodok	2	haszontalankodo	[/V][Prs.NDef.1Sg]	lakom/lakok	65	8570080167	haszontalankodom	5	0.5	-0.6931471805599453	haszontalankodik	NA	5	haßontalankodik
hatalmaskodok	8	hatalmaskodo	[/V][Prs.NDef.1Sg]	lakom/lakok	1696	8570080167	hatalmaskodom	7	1.125	0.11778303565638346	hatalmaskodik	NA	4	hatalmaskodik
hatódok	85	hatódo	[/V][Prs.NDef.1Sg]	lakom/lakok	3690	8570080167	hatódom	42	2	0.6931471805599453	hatódik	NA	2	hatódik
haverkodok	149	haverkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	3524	8570080167	haverkodom	26	5.555555555555555	1.7147984280919266	haverkodik	NA	3	haverkodik
házasodok	78	házasodo	[/V][Prs.NDef.1Sg]	lakom/lakok	48749	8570080167	házasodom	102	0.7669902912621359	-0.2652811357626143	házasodik	NA	3	házasodik
hazudozok	225	hazudozo	[/V][Prs.NDef.1Sg]	lakom/lakok	13233	8570080167	hazudozom	60	3.704918032786886	1.3096611350989746	hazudozik	zik	3	hazudozik
heccelődök	2	heccelődö	[/V][Prs.NDef.1Sg]	lakom/lakok	187	8570080167	heccelődöm	1	1.5	0.4054651081081644	heccelődik	NA	3	heccelődik
helyezkedek	465	helyezkede	[/V][Prs.NDef.1Sg]	lakom/lakok	435311	8570080167	helyezkedem	702	0.662873399715505	-0.41117125768501905	helyezkedik	NA	3	he¬ezkedik
heveskedek	3	heveskede	[/V][Prs.NDef.1Sg]	lakom/lakok	472	8570080167	heveskedem	1	2	0.6931471805599453	heveskedik	NA	3	heveskedik
hiányzok	625	hiányzo	[/V][Prs.NDef.1Sg]	lakom/lakok	686890	8570080167	hiányzom	1724	0.36289855072463767	-1.0136319583653617	hiányzik	zik	2	hiá¥zik
hibázok	1776	hibázo	[/V][Prs.NDef.1Sg]	lakom/lakok	154009	8570080167	hibázom	489	3.626530612244898	1.288276437049979	hibázik	zik	2	hibázik
himbálódzok	1	himbálódzo	[/V][Prs.NDef.1Sg]	lakom/lakok	3641	8570080167	himbálódzom	7	0.25	-1.3862943611198906	himbálódzik	zik	3	himbálódzik
hintázok	72	hintázo	[/V][Prs.NDef.1Sg]	lakom/lakok	9317	8570080167	hintázom	55	1.3035714285714286	0.2651077504132419	hintázik	zik	2	hintázik
hiszok	5	hiszo	[/V][Prs.NDef.1Sg]	lakom/lakok	3584445	8570080167	hiszom	1	3	1.0986122886681098	hiszik	szik	1	hißik
hiszök	5	hiszö	[/V][Prs.NDef.1Sg]	lakom/lakok	3584445	8570080167	hiszöm	6	0.8571428571428571	-0.15415067982725836	hiszik	szik	1	hißik
hitetlenkedek	124	hitetlenkede	[/V][Prs.NDef.1Sg]	lakom/lakok	11667	8570080167	hitetlenkedem	74	1.6666666666666667	0.5108256237659907	hitetlenkedik	NA	4	hitetlenkedik
hivalkodok	11	hivalkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	3478	8570080167	hivalkodom	32	0.3636363636363637	-1.01160091167848	hivalkodik	NA	3	hivalkodik
hivatkozok	973	hivatkozo	[/V][Prs.NDef.1Sg]	lakom/lakok	508241	8570080167	hivatkozom	3961	0.2458354366481575	-1.403092923615961	hivatkozik	zik	3	hivatkozik
hízok	1529	hízo	[/V][Prs.NDef.1Sg]	lakom/lakok	63813	8570080167	hízom	681	2.2434017595307916	0.807993356543019	hízik	zik	1	hízik
homályosodok	1	homályosodo	[/V][Prs.NDef.1Sg]	lakom/lakok	1033	8570080167	homályosodom	1	1	0	homályosodik	NA	4	homá¬osodik
hősködök	18	hősködö	[/V][Prs.NDef.1Sg]	lakom/lakok	1727	8570080167	hősködöm	125	0.1507936507936508	-1.8918429277850377	hősködik	NA	2	hősködik
hozakodok	125	hozakodo	[/V][Prs.NDef.1Sg]	lakom/lakok	6156	8570080167	hozakodom	276	0.4548736462093863	-0.7877355992358605	hozakodik	NA	3	hozakodik
hüledezek	147	hüledeze	[/V][Prs.NDef.1Sg]	lakom/lakok	4646	8570080167	hüledezem	5	24.666666666666668	3.20545280453606	hüledezik	zik	3	hüledezik
huligánkodok	2	huligánkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	137	8570080167	huligánkodom	1	1.5	0.4054651081081644	huligánkodik	NA	4	huligánkodik
hülyéskedek	518	hülyéskede	[/V][Prs.NDef.1Sg]	lakom/lakok	8587	8570080167	hülyéskedem	25	19.96153846153846	2.9938073451444067	hülyéskedik	NA	3	hü¬éskedik
hunyászkodok	5	hunyászkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	685	8570080167	hunyászkodom	20	0.2857142857142857	-1.252762968495368	hunyászkodik	NA	3	hu¥áßkodik
hurcolkodok	6	hurcolkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	745	8570080167	hurcolkodom	8	0.7777777777777778	-0.25131442828090605	hurcolkodik	NA	3	hurcolkodik
hűtlenkedek	6	hűtlenkede	[/V][Prs.NDef.1Sg]	lakom/lakok	605	8570080167	hűtlenkedem	12	0.5384615384615384	-0.6190392084062235	hűtlenkedik	NA	3	hűtlenkedik
huzakodok	13	huzakodo	[/V][Prs.NDef.1Sg]	lakom/lakok	1262	8570080167	huzakodom	7	1.75	0.5596157879354227	huzakodik	NA	3	huzakodik
húzódok	406	húzódo	[/V][Prs.NDef.1Sg]	lakom/lakok	188010	8570080167	húzódom	406	1	0	húzódik	NA	2	húzódik
húzódozok	19	húzódozo	[/V][Prs.NDef.1Sg]	lakom/lakok	2929	8570080167	húzódozom	82	0.24096385542168677	-1.423108334242607	húzódozik	zik	3	húzódozik
húzódzkodok	101	húzódzkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	1709	8570080167	húzódzkodom	42	2.372093023255814	0.8637726975907087	húzódzkodik	NA	3	húzódzkodik
idegenedek	7	idegenede	[/V][Prs.NDef.1Sg]	lakom/lakok	768	8570080167	idegenedem	1	4	1.3862943611198906	idegenedik	NA	4	idegenedik
idegenkedek	433	idegenkede	[/V][Prs.NDef.1Sg]	lakom/lakok	24833	8570080167	idegenkedem	780	0.5556978233034571	-0.5875306157392811	idegenkedik	NA	4	idegenkedik
idegeskedek	685	idegeskede	[/V][Prs.NDef.1Sg]	lakom/lakok	17271	8570080167	idegeskedem	241	2.834710743801653	1.0419399015691988	idegeskedik	NA	4	idegeskedik
idétlenkedek	24	idétlenkede	[/V][Prs.NDef.1Sg]	lakom/lakok	901	8570080167	idétlenkedem	10	2.272727272727273	0.8209805520698303	idétlenkedik	NA	4	idétlenkedik
idősödök	41	idősödö	[/V][Prs.NDef.1Sg]	lakom/lakok	4870	8570080167	idősödöm	351	0.11931818181818182	-2.125961557314729	idősödik	NA	3	idősödik
időzök	594	időzö	[/V][Prs.NDef.1Sg]	lakom/lakok	38358	8570080167	időzöm	242	2.448559670781893	0.8954999622050813	időzik	zik	2	időzik
igazodok	451	igazodo	[/V][Prs.NDef.1Sg]	lakom/lakok	195863	8570080167	igazodom	486	0.9281314168377824	-0.07458194325035862	igazodik	NA	3	igazodik
ígérkezek	3	ígérkeze	[/V][Prs.NDef.1Sg]	lakom/lakok	66458	8570080167	ígérkezem	2	1.3333333333333333	0.28768207245178085	ígérkezik	zik	3	ígérkezik
igyekszek	4306	igyeksze	[/V][Prs.NDef.1Sg]	lakom/lakok	1372052	8570080167	igyekszem	166088	0.02593187989571856	-3.6522821831887295	igyekszik	szik	2	i©ekßik
illetlenkedek	3	illetlenkede	[/V][Prs.NDef.1Sg]	lakom/lakok	141	8570080167	illetlenkedem	3	1	0	illetlenkedik	NA	4	illetlenkedik
illetődök	2	illetődö	[/V][Prs.NDef.1Sg]	lakom/lakok	1961	8570080167	illetődöm	5	0.5	-0.6931471805599453	illetődik	NA	3	illetődik
imádkozok	995	imádkozo	[/V][Prs.NDef.1Sg]	lakom/lakok	319092	8570080167	imádkozom	13082	0.07612932813574869	-2.575321698926278	imádkozik	zik	3	imádkozik
indulatoskodok	1	indulatoskodo	[/V][Prs.NDef.1Sg]	lakom/lakok	171	8570080167	indulatoskodom	4	0.4	-0.916290731874155	indulatoskodik	NA	5	indulatoskodik
informálódok	162	informálódo	[/V][Prs.NDef.1Sg]	lakom/lakok	20387	8570080167	informálódom	105	1.5377358490566038	0.4303111066946952	informálódik	NA	4	informálódik
ingadozok	103	ingadozo	[/V][Prs.NDef.1Sg]	lakom/lakok	33254	8570080167	ingadozom	233	0.4444444444444444	-0.8109302162163288	ingadozik	zik	3	ingadozik
ingerkedek	1	ingerkede	[/V][Prs.NDef.1Sg]	lakom/lakok	578	8570080167	ingerkedem	5	0.3333333333333333	-1.0986122886681098	ingerkedik	NA	3	ingerkedik
integrálódok	7	integrálódo	[/V][Prs.NDef.1Sg]	lakom/lakok	20468	8570080167	integrálódom	5	1.3333333333333333	0.28768207245178085	integrálódik	NA	4	integrálódik
ínyenckedek	1	ínyenckede	[/V][Prs.NDef.1Sg]	lakom/lakok	185	8570080167	ínyenckedem	1	1	0	ínyenckedik	NA	3	í¥enckedik
iparkodok	99	iparkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	13706	8570080167	iparkodom	244	0.40816326530612246	-0.8960880245566356	iparkodik	NA	3	iparkodik
irigykedek	684	irigykede	[/V][Prs.NDef.1Sg]	lakom/lakok	28990	8570080167	irigykedem	1140	0.6003505696757231	-0.5102415115998503	irigykedik	NA	3	iri©kedik
irtózok	242	irtózo	[/V][Prs.NDef.1Sg]	lakom/lakok	15667	8570080167	irtózom	2305	0.10537727666955768	-2.2502082574884557	irtózik	zik	2	irtózik
ismerkedek	3586	ismerkede	[/V][Prs.NDef.1Sg]	lakom/lakok	344220	8570080167	ismerkedem	3541	1.01270468661773	0.01262465918950368	ismerkedik	NA	3	ismerkedik
ismerszek	3	ismersze	[/V][Prs.NDef.1Sg]	lakom/lakok	7941	8570080167	ismerszem	2	1.3333333333333333	0.28768207245178085	ismerszik	szik	2	ismerßik
istenkedek	2	istenkede	[/V][Prs.NDef.1Sg]	lakom/lakok	212	8570080167	istenkedem	1	1.5	0.4054651081081644	istenkedik	NA	3	istenkedik
iszek	9	isze	[/V][Prs.NDef.1Sg]	lakom/lakok	651299	8570080167	iszem	2	3.3333333333333335	1.203972804325936	iszik	szik	1	ißik
iszok	9431	iszo	[/V][Prs.NDef.1Sg]	lakom/lakok	651311	8570080167	iszom	43505	0.2167976830781961	-1.528790696382441	iszik	szik	1	ißik
iszonyodok	35	iszonyodo	[/V][Prs.NDef.1Sg]	lakom/lakok	3335	8570080167	iszonyodom	233	0.15384615384615383	-1.8718021769015911	iszonyodik	NA	3	ißo¥odik
itatódok	1	itatódo	[/V][Prs.NDef.1Sg]	lakom/lakok	587	8570080167	itatódom	2	0.6666666666666666	-0.4054651081081645	itatódik	NA	3	itatódik
ítélkezek	338	ítélkeze	[/V][Prs.NDef.1Sg]	lakom/lakok	42419	8570080167	ítélkezem	809	0.4185185185185185	-0.8710341402860342	ítélkezik	zik	3	ítélkezik
ízetlenkedek	2	ízetlenkede	[/V][Prs.NDef.1Sg]	lakom/lakok	78	8570080167	ízetlenkedem	1	1.5	0.4054651081081644	ízetlenkedik	NA	4	ízetlenkedik
izgágáskodok	4	izgágáskodo	[/V][Prs.NDef.1Sg]	lakom/lakok	102	8570080167	izgágáskodom	3	1.25	0.22314355131420976	izgágáskodik	NA	4	izgágáskodik
izmosodok	43	izmosodo	[/V][Prs.NDef.1Sg]	lakom/lakok	4740	8570080167	izmosodom	66	0.6567164179104478	-0.42050298547270487	izmosodik	NA	3	izmosodik
izolálódok	2	izolálódo	[/V][Prs.NDef.1Sg]	lakom/lakok	876	8570080167	izolálódom	2	1	0	izolálódik	NA	4	izolálódik
játszadozok	92	játszadozo	[/V][Prs.NDef.1Sg]	lakom/lakok	20243	8570080167	játszadozom	398	0.23308270676691728	-1.4563619237366077	játszadozik	zik	3	játßadozik
játszok	13656	játszo	[/V][Prs.NDef.1Sg]	lakom/lakok	2672605	8570080167	játszom	44995	0.3035158680771624	-1.192321386234292	játszik	szik	1	játßik
játszódok	16	játszódo	[/V][Prs.NDef.1Sg]	lakom/lakok	142955	8570080167	játszódom	11	1.4166666666666667	0.3483066942682158	játszódik	NA	2	játßódik
jelentkezek	3113	jelentkeze	[/V][Prs.NDef.1Sg]	lakom/lakok	1317571	8570080167	jelentkezem	18823	0.16542711432214194	-1.7992245780132547	jelentkezik	zik	3	jelentkezik
jeleskedek	109	jeleskede	[/V][Prs.NDef.1Sg]	lakom/lakok	26740	8570080167	jeleskedem	123	0.8870967741935484	-0.11980119981262063	jeleskedik	NA	3	jeleskedik
jogászkodok	5	jogászkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	881	8570080167	jogászkodom	19	0.3	-1.203972804325936	jogászkodik	NA	3	jogáßkodik
jógázok	335	jógázo	[/V][Prs.NDef.1Sg]	lakom/lakok	17732	8570080167	jógázom	1417	0.23695345557122707	-1.439891547128869	jógázik	zik	2	jógázik
jóllakok	119	jóllako	[/V][Prs.NDef.1Sg]	lakom/lakok	27189	8570080167	jóllakom	19	6	1.791759469228055	jóllakik	NA	2	jóllakik
józanodok	24	józanodo	[/V][Prs.NDef.1Sg]	lakom/lakok	1799	8570080167	józanodom	26	0.925925925925926	-0.07696104113612832	józanodik	NA	3	józanodik
juhászkodok	1	juhászkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	105	8570080167	juhászkodom	2	0.6666666666666666	-0.4054651081081645	juhászkodik	NA	3	juháßkodik
kacérkodok	298	kacérkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	13978	8570080167	kacérkodom	897	0.33296213808463254	-1.099726494911513	kacérkodik	NA	3	kacérkodik
kacsázok	48	kacsázo	[/V][Prs.NDef.1Sg]	lakom/lakok	1895	8570080167	kacsázom	5	8.166666666666666	2.1000608288825715	kacsázik	zik	2	kaçázik
kajakozok	51	kajakozo	[/V][Prs.NDef.1Sg]	lakom/lakok	4622	8570080167	kajakozom	97	0.5306122448979592	-0.63372376008914455	kajakozik	zik	3	kajakozik
kajánkodok	17	kajánkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	917	8570080167	kajánkodom	1	9	2.1972245773362196	kajánkodik	NA	3	kajánkodik
kallódok	8	kallódo	[/V][Prs.NDef.1Sg]	lakom/lakok	5181	8570080167	kallódom	6	1.2857142857142858	0.25131442828090617	kallódik	NA	2	kallódik
kalózkodok	12	kalózkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	1080	8570080167	kalózkodom	18	0.6842105263157895	-0.3794896217049037	kalózkodik	NA	3	kalózkodik
kamaszodok	6	kamaszodo	[/V][Prs.NDef.1Sg]	lakom/lakok	1964	8570080167	kamaszodom	9	0.7	-0.35667494393873245	kamaszodik	NA	3	kamaßodik
kántorkodok	6	kántorkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	254	8570080167	kántorkodom	21	0.3181818181818182	-1.1451323043030026	kántorkodik	NA	3	kántorkodik
kapálódzok	40	kapálódzo	[/V][Prs.NDef.1Sg]	lakom/lakok	6110	8570080167	kapálódzom	26	1.5185185185185186	0.4177352006999788	kapálódzik	zik	3	kapálódzik
kaparászok	27	kaparászo	[/V][Prs.NDef.1Sg]	lakom/lakok	2081	8570080167	kaparászom	41	0.6666666666666666	-0.4054651081081645	kaparászik	szik	3	kaparáßik
kapaszkodok	947	kapaszkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	113682	8570080167	kapaszkodom	1846	0.513264753654575	-0.6669634779442181	kapaszkodik	NA	3	kapaßkodik
kapcsolódok	659	kapcsolódo	[/V][Prs.NDef.1Sg]	lakom/lakok	635457	8570080167	kapcsolódom	1060	0.6220546654099905	-0.4747273035935119	kapcsolódik	NA	3	kapçolódik
karcsúsodok	4	karcsúsodo	[/V][Prs.NDef.1Sg]	lakom/lakok	1804	8570080167	karcsúsodom	6	0.7142857142857143	-0.3364722366212129	karcsúsodik	NA	3	karçúsodik
kardoskodok	103	kardoskodo	[/V][Prs.NDef.1Sg]	lakom/lakok	6275	8570080167	kardoskodom	189	0.5473684210526316	-0.6026331730191135	kardoskodik	NA	3	kardoskodik
kárhozok	9	kárhozo	[/V][Prs.NDef.1Sg]	lakom/lakok	4546	8570080167	kárhozom	13	0.7142857142857143	-0.3364722366212129	kárhozik	zik	2	kárhozik
karikázok	94	karikázo	[/V][Prs.NDef.1Sg]	lakom/lakok	14609	8570080167	karikázom	30	3.064516129032258	1.1198896871153945	karikázik	zik	3	karikázik
káromkodok	551	káromkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	23314	8570080167	káromkodom	148	3.704697986577181	1.3096017403316362	káromkodik	NA	3	káromkodik
kártyázok	128	kártyázo	[/V][Prs.NDef.1Sg]	lakom/lakok	10854	8570080167	kártyázom	70	1.816901408450704	0.5971325273203567	kártyázik	zik	2	kár†ázik
kászálódok	85	kászálódo	[/V][Prs.NDef.1Sg]	lakom/lakok	2552	8570080167	kászálódom	27	3.0714285714285716	1.122142786078304	kászálódik	NA	3	káßálódik
katonáskodok	1	katonáskodo	[/V][Prs.NDef.1Sg]	lakom/lakok	2521	8570080167	katonáskodom	4	0.4	-0.916290731874155	katonáskodik	NA	4	katonáskodik
kávézok	558	kávézo	[/V][Prs.NDef.1Sg]	lakom/lakok	24144	8570080167	kávézom	309	1.803225806451613	0.5895771756759072	kávézik	zik	2	kávézik
kedélyeskedek	1	kedélyeskede	[/V][Prs.NDef.1Sg]	lakom/lakok	364	8570080167	kedélyeskedem	2	0.6666666666666666	-0.4054651081081645	kedélyeskedik	NA	4	kedé¬eskedik
kedveskedek	496	kedveskede	[/V][Prs.NDef.1Sg]	lakom/lakok	70883	8570080167	kedveskedem	130	3.793893129770992	1.3333927028954773	kedveskedik	NA	3	kedveskedik
kedvetlenedek	9	kedvetlenede	[/V][Prs.NDef.1Sg]	lakom/lakok	491	8570080167	kedvetlenedem	1	5	1.6094379124341005	kedvetlenedik	NA	4	kedvetlenedik
kegyeskedek	18	kegyeskede	[/V][Prs.NDef.1Sg]	lakom/lakok	2677	8570080167	kegyeskedem	7	2.375	0.8649974374866045	kegyeskedik	NA	3	ke©eskedik
kegyetlenkedek	3	kegyetlenkede	[/V][Prs.NDef.1Sg]	lakom/lakok	1899	8570080167	kegyetlenkedem	3	1	0	kegyetlenkedik	NA	4	ke©etlenkedik
kekeckedek	109	kekeckede	[/V][Prs.NDef.1Sg]	lakom/lakok	3302	8570080167	kekeckedem	44	2.4444444444444446	0.8938178760220965	kekeckedik	NA	3	kekeckedik
kellemetlenkedek	14	kellemetlenkede	[/V][Prs.NDef.1Sg]	lakom/lakok	1776	8570080167	kellemetlenkedem	14	1	0	kellemetlenkedik	NA	5	kellemetlenkedik
kelletlenkedek	2	kelletlenkede	[/V][Prs.NDef.1Sg]	lakom/lakok	105	8570080167	kelletlenkedem	1	1.5	0.4054651081081644	kelletlenkedik	NA	4	kelletlenkedik
keményedek	60	keményede	[/V][Prs.NDef.1Sg]	lakom/lakok	8028	8570080167	keményedem	1	30.5	3.417726683613366	keményedik	NA	3	kemé¥edik
kenődök	12	kenődö	[/V][Prs.NDef.1Sg]	lakom/lakok	4832	8570080167	kenődöm	2	4.333333333333333	1.466337068793427	kenődik	NA	2	kenődik
kényeskedek	17	kényeskede	[/V][Prs.NDef.1Sg]	lakom/lakok	949	8570080167	kényeskedem	5	3	1.0986122886681098	kényeskedik	NA	3	ké¥eskedik
képzelődök	266	képzelődö	[/V][Prs.NDef.1Sg]	lakom/lakok	5260	8570080167	képzelődöm	682	0.39092240117130306	-0.9392462011705406	képzelődik	NA	3	képzelődik
képződök	10	képződö	[/V][Prs.NDef.1Sg]	lakom/lakok	75875	8570080167	képződöm	75	0.14473684210526316	-1.9328380674879604	képződik	NA	2	képződik
kérdezősködök	221	kérdezősködö	[/V][Prs.NDef.1Sg]	lakom/lakok	15871	8570080167	kérdezősködöm	348	0.6361031518624641	-0.4523945403301478	kérdezősködik	NA	4	kérdezősködik
kéredzkedek	18	kéredzkede	[/V][Prs.NDef.1Sg]	lakom/lakok	2470	8570080167	kéredzkedem	10	1.7272727272727273	0.5465437063680699	kéredzkedik	NA	3	kéredzkedik
kerekedek	69	kerekede	[/V][Prs.NDef.1Sg]	lakom/lakok	69864	8570080167	kerekedem	40	1.7073170731707317	0.5349231753450512	kerekedik	NA	3	kerekedik
kerekezek	165	kerekeze	[/V][Prs.NDef.1Sg]	lakom/lakok	7868	8570080167	kerekezem	55	2.9642857142857144	1.086636097621394	kerekezik	zik	3	kerekezik
kerékpározok	636	kerékpározo	[/V][Prs.NDef.1Sg]	lakom/lakok	24358	8570080167	kerékpározom	455	1.3969298245614037	0.33427684605777724	kerékpározik	zik	4	kerékpározik
kereskedek	635	kereskede	[/V][Prs.NDef.1Sg]	lakom/lakok	48423	8570080167	kereskedem	348	1.822349570200573	0.600126641137695	kereskedik	NA	3	kereskedik
kergetőzök	10	kergetőzö	[/V][Prs.NDef.1Sg]	lakom/lakok	5058	8570080167	kergetőzöm	10	1	0	kergetőzik	zik	3	kergetőzik
keringőzök	18	keringőzö	[/V][Prs.NDef.1Sg]	lakom/lakok	2274	8570080167	keringőzöm	2	6.333333333333333	1.8458266904983307	keringőzik	zik	3	keringőzik
kérkedek	99	kérkede	[/V][Prs.NDef.1Sg]	lakom/lakok	10714	8570080167	kérkedem	47	2.0833333333333335	0.7339691750802005	kérkedik	NA	2	kérkedik
kérődzök	32	kérődzö	[/V][Prs.NDef.1Sg]	lakom/lakok	1494	8570080167	kérődzöm	25	1.2692307692307692	0.23841102344499815	kérődzik	zik	2	kérődzik
kertészkedek	814	kertészkede	[/V][Prs.NDef.1Sg]	lakom/lakok	14951	8570080167	kertészkedem	911	0.893640350877193	-0.1124518768334687	kertészkedik	NA	3	kertéßkedik
keseredek	136	keserede	[/V][Prs.NDef.1Sg]	lakom/lakok	22200	8570080167	keseredem	5	22.833333333333332	3.1282214566000697	keseredik	NA	3	keseredik
késlekedek	65	késlekede	[/V][Prs.NDef.1Sg]	lakom/lakok	18894	8570080167	késlekedem	94	0.6947368421052632	-0.3642221495741152	késlekedik	NA	3	késlekedik
készülődök	602	készülődö	[/V][Prs.NDef.1Sg]	lakom/lakok	54120	8570080167	készülődöm	535	1.125	0.11778303565638346	készülődik	NA	3	kéßülődik
kételkedek	1219	kételkede	[/V][Prs.NDef.1Sg]	lakom/lakok	68084	8570080167	kételkedem	6046	0.20175293533983793	-1.6007114225459107	kételkedik	NA	3	kételkedik
kétkedek	60	kétkede	[/V][Prs.NDef.1Sg]	lakom/lakok	9459	8570080167	kétkedem	114	0.5304347826086957	-0.6340582641899387	kétkedik	NA	2	kétkedik
kétségbeesek	136	kétségbeese	[/V][Prs.NDef.1Sg]	lakom/lakok	19352	8570080167	kétségbeesem	17	7.611111111111111	2.02960916793196	kétségbeesik	NA	4	kétségbeesik
