form_1	freq_1	stem	xpostag	variation	lemma_freq_corrected	corpus_size	form_2	freq_2	odds	log_odds	suffix	vowel	base	base_tr
haskellban	2	haskell	[/N][Ine]	hotelban/hotelben	878	8570080167	haskellben	42	0.06976744186046512	-2.662587827025453	ban	e	haskell	haskell
haterban	2	hater	[/N][Ine]	hotelban/hotelben	671	8570080167	haterben	34	0.08571428571428572	-2.456735772821304	ban	e	hater	hater
havenba	2	haven	[/N][Ill]	hotelban/hotelben	663	8570080167	havenbe	49	0.06	-2.8134107167600364	NA	e	haven	haven
hayesnak	2	hayes	[/N][Dat]	hotelban/hotelben	4659	8570080167	hayesnek	59	0.05	-2.995732273553991	nak	e	hayes	hayes
hodgesnak	2	hodges	[/N][Dat]	hotelban/hotelben	1128	8570080167	hodgesnek	3	0.75	-0.2876820724517809	nak	e	hodges	hodges
hofernak	2	hofer	[/N][Dat]	hotelban/hotelben	4271	8570080167	hofernek	20	0.14285714285714285	-1.9459101490553137	nak	e	hofer	hofer
hofferban	2	hoffer	[/N][Ine]	hotelban/hotelben	5405	8570080167	hofferben	4	0.6	-0.5108256237659907	ban	e	hoffer	hoffer
hoffernak	2	hoffer	[/N][Dat]	hotelban/hotelben	5405	8570080167	hoffernek	14	0.2	-1.6094379124341005	nak	e	hoffer	hoffer
holdernak	2	holder	[/N][Dat]	hotelban/hotelben	2648	8570080167	holdernek	40	0.07317073170731707	-2.6149597780361984	nak	e	holder	holder
holtelban	2	holtel	[/N][Ine]	hotelban/hotelben	61	8570080167	holtelben	24	0.12	-2.120263536200091	ban	e	holtel	holtel
holtenba	2	holten	[/N][Ill]	hotelban/hotelben	24	8570080167	holtenbe	1	1.5	0.4054651081081644	NA	e	holten	holten
honternak	2	honter	[/N][Dat]	hotelban/hotelben	211	8570080167	honternek	9	0.3	-1.203972804325936	nak	e	honter	honter
horsensban	2	horsens	[/N][Ine]	hotelban/hotelben	300	8570080167	horsensben	35	0.08333333333333333	-2.4849066497880004	ban	e	horsens	horsens
hoyernál	2	hoyer	[/N][Ade]	hotelban/hotelben	1316	8570080167	hoyernél	1	1.5	0.4054651081081644	nál	e	hoyer	hoyer
hronecba	2	hronec	[/N][Ill]	hotelban/hotelben	56	8570080167	hronecbe	2	1	0	NA	e	hronec	hronec
hronecban	2	hronec	[/N][Ine]	hotelban/hotelben	56	8570080167	hronecben	6	0.42857142857142855	-0.8472978603872037	ban	e	hronec	hronec
hubernál	2	huber	[/N][Ade]	hotelban/hotelben	10201	8570080167	hubernél	7	0.375	-0.9808292530117262	nál	e	huber	huber
hujbernak	2	hujber	[/N][Dat]	hotelban/hotelben	6106	8570080167	hujbernek	45	0.06521739130434782	-2.7300291078209855	nak	e	hujber	hujber
humbertnak	2	humbert	[/N][Dat]	hotelban/hotelben	888	8570080167	humbertnek	14	0.2	-1.6094379124341005	nak	e	humbert	humbert
humpreynak	2	humprey	[/N][Dat]	hotelban/hotelben	232	8570080167	humpreynek	1	1.5	0.4054651081081644	nak	e	humprey	humprey
hunterban	2	hunter	[/N][Ine]	hotelban/hotelben	25653	8570080167	hunterben	96	0.03092783505154639	-3.4760986898352733	ban	e	hunter	hunter
hunternak	2	hunter	[/N][Dat]	hotelban/hotelben	25653	8570080167	hunternek	368	0.008130081300813	-4.812184355372417	nak	e	hunter	hunter
hurleynak	2	hurley	[/N][Dat]	hotelban/hotelben	2031	8570080167	hurleynek	13	0.21428571428571427	-1.540445040947149	nak	e	hurley	hurley
háremban	2	hárem	[/N][Ine]	hotelban/hotelben	9328	8570080167	háremben	958	0.00312825860271115	-5.7672787862153285	ban	e	hárem	hárem
hátszélban	2	hátszél	[/N][Ine]	hotelban/hotelben	13211	8570080167	hátszélben	1893	0.00158394931362196	-6.447833985077914	ban	é	hátszél	hátßél
hátvédnak	2	hátvéd	[/N][Dat]	hotelban/hotelben	23893	8570080167	hátvédnek	680	0.00440528634361233	-5.424950017481403	nak	é	hátvéd	hátvéd
hátvédra	2	hátvéd	[/N][Subl]	hotelban/hotelben	23893	8570080167	hátvédre	182	0.01639344262295082	-4.110873864173311	NA	é	hátvéd	hátvéd
hómernak	2	hómer	[/N][Dat]	hotelban/hotelben	86	8570080167	hómernek	5	0.5	-0.6931471805599453	nak	e	hómer	hómer
hósenba	2	hósen	[/N][Ill]	hotelban/hotelben	192	8570080167	hósenbe	12	0.2307692307692308	-1.466337068793427	NA	e	hósen	hósen
jamesra	2	james	[/N][Subl]	hotelban/hotelben	193594	8570080167	jamesre	162	0.01840490797546012	-3.9951379121386528	NA	e	james	james
jannernak	2	janner	[/N][Dat]	hotelban/hotelben	160	8570080167	jannernek	2	1	0	nak	e	janner	janner
jareknak	2	jarek	[/N][Dat]	hotelban/hotelben	308	8570080167	jareknek	3	0.75	-0.2876820724517809	nak	e	jarek	jarek
jareknak	2	jarek	[/N][Dat]	hotelban/hotelben	308	8570080167	jarek	1	1.5	0.4054651081081644	nak	e	jarek	jarek
jaénba	2	jaén	[/N][Ill]	hotelban/hotelben	28	8570080167	jaénbe	2	1	0	NA	é	jaén	jaén
jokerba	2	joker	[/N][Ill]	hotelban/hotelben	24228	8570080167	jokerbe	13	0.21428571428571427	-1.540445040947149	NA	e	joker	joker
josefra	2	josef	[/N][Subl]	hotelban/hotelben	17783	8570080167	josefre	4	0.6	-0.5108256237659907	NA	e	josef	josef
jumpernak	2	jumper	[/N][Dat]	hotelban/hotelben	5171	8570080167	jumpernek	29	0.1	-2.3025850929940455	nak	e	jumper	jumper
jáélnak	2	jáél	[/N][Dat]	hotelban/hotelben	113	8570080167	jáélnek	3	0.75	-0.2876820724517809	nak	é	jáél	jáél
júzerba	2	júzer	[/N][Ill]	hotelban/hotelben	5521	8570080167	júzerbe	2	1	0	NA	e	júzer	júzer
kadettnál	2	kadett	[/N][Ade]	hotelban/hotelben	5563	8570080167	kadettnél	4	0.6	-0.5108256237659907	nál	e	kadett	kadett
kammerba	2	kammer	[/N][Ill]	hotelban/hotelben	257	8570080167	kammerbe	1	1.5	0.4054651081081644	NA	e	kammer	kammer
kampecra	2	kampec	[/N][Subl]	hotelban/hotelben	1979	8570080167	kampecre	4	0.6	-0.5108256237659907	NA	e	kampec	kampec
kardélra	2	kardél	[/N][Subl]	hotelban/hotelben	2284	8570080167	kardélre	1983	0.00151209677419354	-6.494257999176709	NA	é	kardél	kardél
karevnak	2	karev	[/N][Dat]	hotelban/hotelben	149	8570080167	karevnek	2	1	0	nak	e	karev	karev
karmelba	2	karmel	[/N][Ill]	hotelban/hotelben	849	8570080167	karmelbe	11	0.25	-1.3862943611198906	NA	e	karmel	karmel
karternál	2	karter	[/N][Ade]	hotelban/hotelben	1181	8570080167	karternél	13	0.21428571428571427	-1.540445040947149	nál	e	karter	karter
kastelban	2	kastel	[/N][Ine]	hotelban/hotelben	335	8570080167	kastelben	3	0.75	-0.2876820724517809	ban	e	kastel	kastel
kastényban	2	kastény	[/N][Ine]	hotelban/hotelben	41	8570080167	kastényben	2	1	0	ban	é	kastény	kasté¥
khalednak	2	khaled	[/N][Dat]	hotelban/hotelben	2334	8570080167	khalednek	32	0.09090909090909093	-2.3978952727983707	nak	e	khaled	khaled
klotenban	2	kloten	[/N][Ine]	hotelban/hotelben	220	8570080167	klotenben	8	0.3333333333333333	-1.0986122886681098	ban	e	kloten	kloten
klotenban	2	kloten	[/N][Ine]	hotelban/hotelben	220	8570080167	kloten	2	1	0	ban	e	kloten	kloten
klozetnál	2	klozet	[/N][Ade]	hotelban/hotelben	993	8570080167	klozetnél	3	0.75	-0.2876820724517809	nál	e	klozet	klozet
klábernak	2	kláber	[/N][Dat]	hotelban/hotelben	100	8570080167	klábernek	1	1.5	0.4054651081081644	nak	e	kláber	kláber
kodenban	2	koden	[/N][Ine]	hotelban/hotelben	13	8570080167	koden	3	0.75	-0.2876820724517809	ban	e	koden	koden
kollesnak	2	kolles	[/N][Dat]	hotelban/hotelben	179	8570080167	kollesnek	2	1	0	nak	e	kolles	kolles
kolleszban	2	kollesz	[/N][Ine]	hotelban/hotelben	12	8570080167	kolleszben	1	1.5	0.4054651081081644	ban	e	kollesz	kolleß
kommentra	2	komment	[/N][Subl]	hotelban/hotelben	266988	8570080167	kommentre	1554	0.00192926045016077	-6.250618535945224	NA	e	komment	komment
konzervba	2	konzerv	[/N][Ill]	hotelban/hotelben	49626	8570080167	konzervbe	197	0.01515151515151515	-4.189654742026425	NA	e	konzerv	konzerv
konzervban	2	konzerv	[/N][Ine]	hotelban/hotelben	49626	8570080167	konzervben	894	0.00335195530726256	-5.698211429606745	ban	e	konzerv	konzerv
kopterra	2	kopter	[/N][Subl]	hotelban/hotelben	994	8570080167	kopterre	23	0.125	-2.0794415416798357	NA	e	kopter	kopter
kramernak	2	kramer	[/N][Dat]	hotelban/hotelben	6832	8570080167	kramernek	59	0.05	-2.995732273553991	nak	e	kramer	kramer
krugernak	2	kruger	[/N][Dat]	hotelban/hotelben	2694	8570080167	krugernek	19	0.15	-1.8971199848858813	nak	e	kruger	kruger
kunertnak	2	kunert	[/N][Dat]	hotelban/hotelben	507	8570080167	kunertnek	6	0.42857142857142855	-0.8472978603872037	nak	e	kunert	kunert
kupecnak	2	kupec	[/N][Dat]	hotelban/hotelben	2393	8570080167	kupecnek	77	0.03846153846153846	-3.258096538021482	nak	e	kupec	kupec
kusettban	2	kusett	[/N][Ine]	hotelban/hotelben	50	8570080167	kusettben	7	0.375	-0.9808292530117262	ban	e	kusett	kusett
kutterban	2	kutter	[/N][Ine]	hotelban/hotelben	521	8570080167	kutterben	29	0.1	-2.3025850929940455	ban	e	kutter	kutter
kvártettban	2	kvártett	[/N][Ine]	hotelban/hotelben	51	8570080167	kvártettben	4	0.6	-0.5108256237659907	ban	e	kvártett	kvártett
káderra	2	káder	[/N][Subl]	hotelban/hotelben	8956	8570080167	káderre	17	0.16666666666666666	-1.791759469228055	NA	e	káder	káder
kálebnak	2	káleb	[/N][Dat]	hotelban/hotelben	838	8570080167	kálebnek	61	0.04838709677419355	-3.028522096376982	nak	e	káleb	káleb
kódernak	2	kóder	[/N][Dat]	hotelban/hotelben	752	8570080167	kódernek	21	0.13636363636363635	-1.9924301646902065	nak	e	kóder	kóder
kóklerba	2	kókler	[/N][Ill]	hotelban/hotelben	7297	8570080167	kóklerbe	14	0.2	-1.6094379124341005	NA	e	kókler	kókler
kóserban	2	kóser	[/Adj][Ine]	hotelban/hotelben	13540	8570080167	kóserben	3	0.75	-0.2876820724517809	ban	e	kóser	kóser
laceknak	2	lacek	[/N][Dat]	hotelban/hotelben	152	8570080167	lacek	1	1.5	0.4054651081081644	nak	e	lacek	lacek
laceknak	2	lacek	[/N][Dat]	hotelban/hotelben	152	8570080167	laceknek	1	1.5	0.4054651081081644	nak	e	lacek	lacek
lacesnak	2	laces	[/N][Dat]	hotelban/hotelben	167	8570080167	lacesnek	2	1	0	nak	e	laces	laces
laddernak	2	ladder	[/N][Dat]	hotelban/hotelben	1662	8570080167	laddernek	26	0.1111111111111111	-2.1972245773362196	nak	e	ladder	ladder
lagernak	2	lager	[/N][Dat]	hotelban/hotelben	3235	8570080167	lagernek	24	0.12	-2.120263536200091	nak	e	lager	lager
lakhelynak	2	lakhely	[/N][Dat]	hotelban/hotelben	106272	8570080167	lakhelynek	509	0.00588235294117647	-5.135798437050262	nak	e	lakhely	lakhe¬
laknernál	2	lakner	[/N][Ade]	hotelban/hotelben	7331	8570080167	laknernél	13	0.21428571428571427	-1.540445040947149	nál	e	lakner	lakner
lampertnak	2	lampert	[/N][Dat]	hotelban/hotelben	2188	8570080167	lampertnek	22	0.13043478260869565	-2.03688192726104	nak	e	lampert	lampert
lancerra	2	lancer	[/N][Subl]	hotelban/hotelben	4712	8570080167	lancerre	7	0.375	-0.9808292530117262	NA	e	lancer	lancer
lannernak	2	lanner	[/N][Dat]	hotelban/hotelben	426	8570080167	lannernek	5	0.5	-0.6931471805599453	nak	e	lanner	lanner
laskernak	2	lasker	[/N][Dat]	hotelban/hotelben	537	8570080167	laskernek	2	1	0	nak	e	lasker	lasker
lomexban	2	lomex	[/N][Ine]	hotelban/hotelben	274	8570080167	lomexben	42	0.06976744186046512	-2.662587827025453	ban	e	lomex	lomex
lommelban	2	lommel	[/N][Ine]	hotelban/hotelben	250	8570080167	lommelben	47	0.0625	-2.772588722239781	ban	e	lommel	lommel
lorenzra	2	lorenz	[/N][Subl]	hotelban/hotelben	7944	8570080167	lorenzre	5	0.5	-0.6931471805599453	NA	e	lorenz	lorenz
luffyéknak	2	luffyék	[/N][Dat]	hotelban/hotelben	24	8570080167	luffyék	1	1.5	0.4054651081081644	nak	é	luffyék	luffyék
luzernak	2	luzer	[/N][Dat]	hotelban/hotelben	481	8570080167	luzernek	25	0.1153846153846154	-2.159484249353372	nak	e	luzer	luzer
láhnernak	2	láhner	[/N][Dat]	hotelban/hotelben	567	8570080167	láhnernek	1	1.5	0.4054651081081644	nak	e	láhner	láhner
lódenba	2	lóden	[/N][Ill]	hotelban/hotelben	235	8570080167	lódenbe	3	0.75	-0.2876820724517809	NA	e	lóden	lóden
lúzerra	2	lúzer	[/N][Subl]	hotelban/hotelben	19533	8570080167	lúzerre	45	0.06521739130434782	-2.7300291078209855	NA	e	lúzer	lúzer
maceknak	2	macek	[/N][Dat]	hotelban/hotelben	113	8570080167	macek	15	0.1875	-1.6739764335716716	nak	e	macek	macek
maceknak	2	macek	[/N][Dat]	hotelban/hotelben	113	8570080167	maceknek	6	0.42857142857142855	-0.8472978603872037	nak	e	macek	macek
maghrebban	2	maghreb	[/N][Ine]	hotelban/hotelben	890	8570080167	maghrebben	19	0.15	-1.8971199848858813	ban	e	maghreb	maghreb
mahlernál	2	mahler	[/N][Ade]	hotelban/hotelben	11551	8570080167	mahlernél	53	0.05555555555555555	-2.890371757896165	nál	e	mahler	mahler
majtényba	2	majtény	[/N][Ill]	hotelban/hotelben	178	8570080167	majténybe	2	1	0	NA	é	majtény	majté¥
malernak	2	maler	[/N][Dat]	hotelban/hotelben	210	8570080167	malernek	1	1.5	0.4054651081081644	nak	e	maler	maler
malternál	2	malter	[/N][Ade]	hotelban/hotelben	3492	8570080167	malternél	6	0.42857142857142855	-0.8472978603872037	nál	e	malter	malter
manbedzsba	2	manbedzs	[/N][Ill]	hotelban/hotelben	80	8570080167	manbedzsbe	3	0.75	-0.2876820724517809	NA	e	manbedzs	manbedΩ
manesban	2	manes	[/N][Ine]	hotelban/hotelben	470	8570080167	manesben	8	0.3333333333333333	-1.0986122886681098	ban	e	manes	manes
mappernak	2	mapper	[/N][Dat]	hotelban/hotelben	1062	8570080167	mappernek	3	0.75	-0.2876820724517809	nak	e	mapper	mapper
maseknak	2	masek	[/N][Dat]	hotelban/hotelben	199	8570080167	masek	1	1.5	0.4054651081081644	nak	e	masek	masek
masternál	2	master	[/N][Ade]	hotelban/hotelben	65978	8570080167	masternél	57	0.05172413793103448	-2.9618307218783095	nál	e	master	master
matzenban	2	matzen	[/N][Ine]	hotelban/hotelben	15	8570080167	matzen	1	1.5	0.4054651081081644	ban	e	matzen	matzen
mcconnellnak	2	mcconnell	[/N][Dat]	hotelban/hotelben	2083	8570080167	mcconnellnek	6	0.42857142857142855	-0.8472978603872037	nak	e	mcconnell	mcconnell
mcmullenban	2	mcmullen	[/N][Ine]	hotelban/hotelben	118	8570080167	mcmullen	4	0.6	-0.5108256237659907	ban	e	mcmullen	mcmullen
mmklaszternak	2	mmklaszter	[/N][Dat]	hotelban/hotelben	238	8570080167	mmklaszternek	1	1.5	0.4054651081081644	nak	e	mmklaszter	mmklaßter
modellnál	2	modell	[/N][Ade]	hotelban/hotelben	1509359	8570080167	modellnél	11136	2.693723623956182e-4	-8.21941588872499	nál	e	modell	modell
modernnak	2	modern	[/Adj][Dat]	hotelban/hotelben	1359168	8570080167	modernnek	6011	4.99001996007984e-4	-7.602900462204755	nak	e	modern	modern
mordentnak	2	mordent	[/N][Dat]	hotelban/hotelben	139	8570080167	mordentnek	1	1.5	0.4054651081081644	nak	e	mordent	mordent
moselban	2	mosel	[/N][Ine]	hotelban/hotelben	136	8570080167	moselben	19	0.15	-1.8971199848858813	ban	e	mosel	mosel
mosernak	2	moser	[/N][Dat]	hotelban/hotelben	3160	8570080167	mosernek	16	0.17647058823529413	-1.7346010553881064	nak	e	moser	moser
mosleknak	2	moslek	[/N][Dat]	hotelban/hotelben	105	8570080167	moslek	12	0.2307692307692308	-1.466337068793427	nak	e	moslek	moslek
muceknak	2	mucek	[/N][Dat]	hotelban/hotelben	19	8570080167	mucek	1	1.5	0.4054651081081644	nak	e	mucek	mucek
murterban	2	murter	[/N][Ine]	hotelban/hotelben	990	8570080167	murterben	7	0.375	-0.9808292530117262	ban	e	murter	murter
mutterban	2	mutter	[/N][Ine]	hotelban/hotelben	2225	8570080167	mutterben	11	0.25	-1.3862943611198906	ban	e	mutter	mutter
márketba	2	márket	[/N][Ill]	hotelban/hotelben	24	8570080167	márketbe	8	0.3333333333333333	-1.0986122886681098	NA	e	márket	márket
nagykerban	2	nagyker	[/N][Ine]	hotelban/hotelben	8702	8570080167	nagykerben	865	0.00346420323325635	-5.665272619894325	ban	e	nagyker	na©ker
nagységra	2	nagység	[/N][Subl]	hotelban/hotelben	28	8570080167	nagységre	18	0.15789473684210523	-1.845826690498331	NA	é	nagység	na©ség
namekra	2	namek	[/N][Subl]	hotelban/hotelben	36	8570080167	namekre	1	1.5	0.4054651081081644	NA	e	namek	namek
napfényra	2	napfény	[/N][Subl]	hotelban/hotelben	173388	8570080167	napfényre	10354	2.897151134717528e-4	-8.146612485161574	NA	é	napfény	napfé¥
narthexban	2	narthex	[/N][Ine]	hotelban/hotelben	220	8570080167	narthexben	18	0.15789473684210523	-1.845826690498331	ban	e	narthex	narthex
natchezban	2	natchez	[/N][Ine]	hotelban/hotelben	152	8570080167	natchezben	12	0.2307692307692308	-1.466337068793427	ban	e	natchez	natchez
nobelban	2	nobel	[/N][Ine]	hotelban/hotelben	20034	8570080167	nobelben	2	1	0	ban	e	nobel	nobel
norbertban	2	norbert	[/N][Ine]	hotelban/hotelben	152876	8570080167	norbertben	37	0.07894736842105263	-2.538973871058276	ban	e	norbert	norbert
notkernak	2	notker	[/N][Dat]	hotelban/hotelben	338	8570080167	notkernek	6	0.42857142857142855	-0.8472978603872037	nak	e	notker	notker
novellnak	2	novell	[/N][Dat]	hotelban/hotelben	14738	8570080167	novellnek	57	0.05172413793103448	-2.9618307218783095	nak	e	novell	novell
noyesnak	2	noyes	[/N][Dat]	hotelban/hotelben	190	8570080167	noyesnek	1	1.5	0.4054651081081644	nak	e	noyes	noyes
nugentnak	2	nugent	[/N][Dat]	hotelban/hotelben	827	8570080167	nugentnek	7	0.375	-0.9808292530117262	nak	e	nugent	nugent
nuggetsban	2	nuggets	[/N][Ine]	hotelban/hotelben	3298	8570080167	nuggetsben	12	0.2307692307692308	-1.466337068793427	ban	e	nuggets	nuggets
nuggetsra	2	nuggets	[/N][Subl]	hotelban/hotelben	3298	8570080167	nuggetsre	3	0.75	-0.2876820724517809	NA	e	nuggets	nuggets
nyuggerba	2	nyugger	[/N][Ill]	hotelban/hotelben	3717	8570080167	nyuggerbe	1	1.5	0.4054651081081644	NA	e	nyugger	¥ugger
ochestra	2	ochest	[/N][Subl]	hotelban/hotelben	24	8570080167	ochestre	2	1	0	NA	e	ochest	ochest
oepra	2	oep	[/N][Subl]	hotelban/hotelben	39880	8570080167	oepre	1	1.5	0.4054651081081644	NA	e	oep	oep
okkerba	2	okker	[/N][Ill]	hotelban/hotelben	3652	8570080167	okkerbe	17	0.16666666666666666	-1.791759469228055	NA	e	okker	okker
okkerban	2	okker	[/N][Ine]	hotelban/hotelben	3652	8570080167	okkerben	21	0.13636363636363635	-1.9924301646902065	ban	e	okker	okker
olyenban	2	olyen	[/N][Ine]	hotelban/hotelben	948	8570080167	olyen	95	0.03125	-3.4657359027997265	ban	e	olyen	o¬en
omerban	2	omer	[/N][Ine]	hotelban/hotelben	1366	8570080167	omerben	20	0.14285714285714285	-1.9459101490553137	ban	e	omer	omer
oppelnban	2	oppeln	[/N][Ine]	hotelban/hotelben	219	8570080167	oppelnben	10	0.2727272727272727	-1.2992829841302609	ban	e	oppeln	oppeln
oppelnban	2	oppeln	[/N][Ine]	hotelban/hotelben	219	8570080167	oppeln	3	0.75	-0.2876820724517809	ban	e	oppeln	oppeln
orthezba	2	orthez	[/N][Ill]	hotelban/hotelben	108	8570080167	orthezbe	2	1	0	NA	e	orthez	orthez
orwellnak	2	orwell	[/N][Dat]	hotelban/hotelben	9987	8570080167	orwellnek	167	0.01785714285714285	-4.02535169073515	nak	e	orwell	orwell
oszternak	2	oszter	[/N][Dat]	hotelban/hotelben	3092	8570080167	oszternek	24	0.12	-2.120263536200091	nak	e	oszter	oßter
oxerba	2	oxer	[/N][Ill]	hotelban/hotelben	189	8570080167	oxerbe	1	1.5	0.4054651081081644	NA	e	oxer	oxer
packetban	2	packet	[/N][Ine]	hotelban/hotelben	746	8570080167	packetben	3	0.75	-0.2876820724517809	ban	e	packet	packet
pagesban	2	pages	[/N][Ine]	hotelban/hotelben	3469	8570080167	pagesben	47	0.0625	-2.772588722239781	ban	e	pages	pages
pajszerban	2	pajszer	[/N][Ine]	hotelban/hotelben	1498	8570080167	pajszerben	1	1.5	0.4054651081081644	ban	e	pajszer	pajßer
pallernak	2	paller	[/N][Dat]	hotelban/hotelben	2030	8570080167	pallernek	2	1	0	nak	e	paller	paller
palmerra	2	palmer	[/N][Subl]	hotelban/hotelben	11981	8570080167	palmerre	3	0.75	-0.2876820724517809	NA	e	palmer	palmer
panellba	2	panell	[/N][Ill]	hotelban/hotelben	119	8570080167	panellbe	4	0.6	-0.5108256237659907	NA	e	panell	panell
panellra	2	panell	[/N][Subl]	hotelban/hotelben	119	8570080167	panellre	6	0.42857142857142855	-0.8472978603872037	NA	e	panell	panell
pantelnak	2	pantel	[/N][Dat]	hotelban/hotelben	909	8570080167	pantelnek	15	0.1875	-1.6739764335716716	nak	e	pantel	pantel
panthernak	2	panther	[/N][Dat]	hotelban/hotelben	5490	8570080167	panthernek	28	0.10344827586206896	-2.268683541318364	nak	e	panther	panther
pantherra	2	panther	[/N][Subl]	hotelban/hotelben	5490	8570080167	pantherre	2	1	0	NA	e	panther	panther
panzejnak	2	panzej	[/N][Dat]	hotelban/hotelben	239	8570080167	panzejnek	3	0.75	-0.2876820724517809	nak	e	panzej	panzej
parkerra	2	parker	[/N][Subl]	hotelban/hotelben	27581	8570080167	parkerre	133	0.02238805970149253	-3.7992275112828016	NA	e	parker	parker
parkettban	2	parkett	[/N][Ine]	hotelban/hotelben	12893	8570080167	parkettben	7	0.375	-0.9808292530117262	ban	e	parkett	parkett
parszekba	2	parszek	[/N][Ill]	hotelban/hotelben	482	8570080167	parszekbe	2	1	0	NA	e	parszek	parßek
pasztelban	2	pasztel	[/N][Ine]	hotelban/hotelben	793	8570080167	pasztelben	5	0.5	-0.6931471805599453	ban	e	pasztel	paßtel
pateknak	2	patek	[/N][Dat]	hotelban/hotelben	1656	8570080167	patek	13	0.21428571428571427	-1.540445040947149	nak	e	patek	patek
pateknak	2	patek	[/N][Dat]	hotelban/hotelben	1656	8570080167	pateknek	3	0.75	-0.2876820724517809	nak	e	patek	patek
paternak	2	pater	[/N][Dat]	hotelban/hotelben	4085	8570080167	paternek	25	0.1153846153846154	-2.159484249353372	nak	e	pater	pater
patternban	2	pattern	[/N][Ine]	hotelban/hotelben	4253	8570080167	patternben	27	0.10714285714285714	-2.2335922215070942	ban	e	pattern	pattern
patternban	2	pattern	[/N][Ine]	hotelban/hotelben	4253	8570080167	pattern	12	0.2307692307692308	-1.466337068793427	ban	e	pattern	pattern
patternra	2	pattern	[/N][Subl]	hotelban/hotelben	4253	8570080167	patternre	28	0.10344827586206896	-2.268683541318364	NA	e	pattern	pattern
phuketra	2	phuket	[/N][Subl]	hotelban/hotelben	13132	8570080167	phuketre	67	0.04411764705882353	-3.120895416507997	NA	e	phuket	phuket
plakettban	2	plakett	[/N][Ine]	hotelban/hotelben	13783	8570080167	plakettben	70	0.04225352112676056	-3.164067588373206	ban	e	plakett	plakett
playerra	2	player	[/N][Subl]	hotelban/hotelben	37137	8570080167	playerre	243	0.01229508196721311	-4.398555936625092	NA	e	player	player
poetra	2	poet	[/N][Subl]	hotelban/hotelben	976	8570080167	poetre	2	1	0	NA	e	poet	poet
pokerra	2	poker	[/N][Subl]	hotelban/hotelben	6739	8570080167	pokerre	12	0.2307692307692308	-1.466337068793427	NA	e	poker	poker
pompérnak	2	pompér	[/N][Dat]	hotelban/hotelben	37	8570080167	pompérnek	1	1.5	0.4054651081081644	nak	é	pompér	pompér
porternak	2	porter	[/N][Dat]	hotelban/hotelben	11005	8570080167	porternek	112	0.02654867256637168	-3.628775530044231	nak	e	porter	porter
posenba	2	posen	[/N][Ill]	hotelban/hotelben	686	8570080167	posenbe	5	0.5	-0.6931471805599453	NA	e	posen	posen
powellnak	2	powell	[/N][Dat]	hotelban/hotelben	9347	8570080167	powellnek	161	0.01851851851851851	-3.9889840465642745	nak	e	powell	powell
powernál	2	power	[/N][Ade]	hotelban/hotelben	108836	8570080167	powernél	52	0.05660377358490566	-2.871679624884012	nál	e	power	power
pradesba	2	prades	[/N][Ill]	hotelban/hotelben	881	8570080167	pradesbe	4	0.6	-0.5108256237659907	NA	e	prades	prades
projectra	2	project	[/N][Subl]	hotelban/hotelben	87503	8570080167	projectre	535	0.00559701492537313	-5.185521872402692	NA	e	project	project
projektnál	2	projekt	[/N][Ade]	hotelban/hotelben	2236203	8570080167	projektnél	3466	8.653014133256418e-4	-7.052432657016913	nál	e	projekt	projekt
proppernak	2	propper	[/N][Dat]	hotelban/hotelben	427	8570080167	proppernek	3	0.75	-0.2876820724517809	nak	e	propper	propper
práterba	2	práter	[/N][Ill]	hotelban/hotelben	7109	8570080167	práterbe	138	0.02158273381294964	-3.835861644462582	NA	e	práter	práter
psylandernak	2	psylander	[/N][Dat]	hotelban/hotelben	45	8570080167	psylandernek	1	1.5	0.4054651081081644	nak	e	psylander	psylander
pucernak	2	pucer	[/N][Dat]	hotelban/hotelben	236	8570080167	pucernek	3	0.75	-0.2876820724517809	nak	e	pucer	pucer
puchbergban	2	puchberg	[/N][Ine]	hotelban/hotelben	581	8570080167	puchbergben	60	0.04918032786885246	-3.012261575505202	ban	e	puchberg	puchberg
puppetban	2	puppet	[/N][Ine]	hotelban/hotelben	758	8570080167	puppetben	4	0.6	-0.5108256237659907	ban	e	puppet	puppet
pókernál	2	póker	[/N][Ade]	hotelban/hotelben	22273	8570080167	pókernél	98	0.0303030303030303	-3.49650756146648	nál	e	póker	póker
radlernak	2	radler	[/N][Dat]	hotelban/hotelben	909	8570080167	radlernek	14	0.2	-1.6094379124341005	nak	e	radler	radler
rahnernak	2	rahner	[/N][Dat]	hotelban/hotelben	2084	8570080167	rahnernek	22	0.13043478260869565	-2.03688192726104	nak	e	rahner	rahner
ramesnak	2	rames	[/N][Dat]	hotelban/hotelben	90	8570080167	ramesnek	1	1.5	0.4054651081081644	nak	e	rames	rames
ramseynak	2	ramsey	[/N][Dat]	hotelban/hotelben	4395	8570080167	ramseynek	38	0.07692307692307693	-2.5649493574615367	nak	e	ramsey	ramsey
ramszeszban	2	ramszesz	[/N][Ine]	hotelban/hotelben	5867	8570080167	ramszeszben	7	0.375	-0.9808292530117262	ban	e	ramszesz	ramßeß
rangerban	2	ranger	[/N][Ine]	hotelban/hotelben	8228	8570080167	rangerben	51	0.05769230769230769	-2.8526314299133175	ban	e	ranger	ranger
raszternak	2	raszter	[/N][Dat]	hotelban/hotelben	4403	8570080167	raszternek	15	0.1875	-1.6739764335716716	nak	e	raszter	raßter
